n_estimators,max_depth,min_samples_leaf,inner_val_RAE,config,repeat,fold
200,10,1,0.9067288009932858,chemeleon__rf,3,0
200,10,2,0.9045134097142888,chemeleon__rf,3,0
200,10,3,0.9092519513607346,chemeleon__rf,3,0
200,10,5,0.9191773232909066,chemeleon__rf,3,0
200,20,1,0.9065260751919889,chemeleon__rf,3,0
200,20,2,0.9052096441963032,chemeleon__rf,3,0
200,20,3,0.9063261543415225,chemeleon__rf,3,0
200,20,5,0.9196591616472894,chemeleon__rf,3,0
500,10,1,0.9084088625981352,chemeleon__rf,3,0
500,10,2,0.9065253891624211,chemeleon__rf,3,0
500,10,3,0.9111926632439727,chemeleon__rf,3,0
500,10,5,0.9116528954353527,chemeleon__rf,3,0
500,20,1,0.9095887856905929,chemeleon__rf,3,0
500,20,2,0.9077600611032896,chemeleon__rf,3,0
500,20,3,0.9084736179476068,chemeleon__rf,3,0
500,20,5,0.9121567309795763,chemeleon__rf,3,0
1000,10,1,0.9053078020107362,chemeleon__rf,3,0
1000,10,2,0.906473143103978,chemeleon__rf,3,0
1000,10,3,0.9080865307063453,chemeleon__rf,3,0
1000,10,5,0.9105300652249212,chemeleon__rf,3,0
1000,20,1,0.9090706391981106,chemeleon__rf,3,0
1000,20,2,0.9079649847661126,chemeleon__rf,3,0
1000,20,3,0.9101277282646135,chemeleon__rf,3,0
1000,20,5,0.9127254749875715,chemeleon__rf,3,0
