num_leaves,learning_rate,min_child_samples,inner_val_RAE,config,repeat,fold
15,0.01,5,0.9086025996020042,chemeleon__lightgbm,3,1
15,0.01,10,0.9139078237631755,chemeleon__lightgbm,3,1
15,0.01,20,0.9019653755023029,chemeleon__lightgbm,3,1
15,0.01,30,0.8989377011312101,chemeleon__lightgbm,3,1
15,0.03,5,0.9032934343388247,chemeleon__lightgbm,3,1
15,0.03,10,0.9076152450123844,chemeleon__lightgbm,3,1
15,0.03,20,0.8964745523666171,chemeleon__lightgbm,3,1
15,0.03,30,0.9027904928847963,chemeleon__lightgbm,3,1
15,0.05,5,0.9114203633001267,chemeleon__lightgbm,3,1
15,0.05,10,0.9075733414555581,chemeleon__lightgbm,3,1
15,0.05,20,0.8847530962389974,chemeleon__lightgbm,3,1
15,0.05,30,0.8976672852212566,chemeleon__lightgbm,3,1
15,0.1,5,0.8894549702532211,chemeleon__lightgbm,3,1
15,0.1,10,0.9254679849372294,chemeleon__lightgbm,3,1
15,0.1,20,0.900882346544464,chemeleon__lightgbm,3,1
15,0.1,30,0.9087322504370017,chemeleon__lightgbm,3,1
31,0.01,5,0.9229482661031266,chemeleon__lightgbm,3,1
31,0.01,10,0.9139766797178323,chemeleon__lightgbm,3,1
31,0.01,20,0.900255375732872,chemeleon__lightgbm,3,1
31,0.01,30,0.8991090523937323,chemeleon__lightgbm,3,1
31,0.03,5,0.9029858956855322,chemeleon__lightgbm,3,1
31,0.03,10,0.9113346950627537,chemeleon__lightgbm,3,1
31,0.03,20,0.9073459782628087,chemeleon__lightgbm,3,1
31,0.03,30,0.8998510115798904,chemeleon__lightgbm,3,1
31,0.05,5,0.9078676376115663,chemeleon__lightgbm,3,1
31,0.05,10,0.9190732134310453,chemeleon__lightgbm,3,1
31,0.05,20,0.9118671623554604,chemeleon__lightgbm,3,1
31,0.05,30,0.8981267392066924,chemeleon__lightgbm,3,1
31,0.1,5,0.9220781309765411,chemeleon__lightgbm,3,1
31,0.1,10,0.9142493903580963,chemeleon__lightgbm,3,1
31,0.1,20,0.9094349218625359,chemeleon__lightgbm,3,1
31,0.1,30,0.8984019661126019,chemeleon__lightgbm,3,1
63,0.01,5,0.9225177019676237,chemeleon__lightgbm,3,1
63,0.01,10,0.9183710221260164,chemeleon__lightgbm,3,1
63,0.01,20,0.9051783213924838,chemeleon__lightgbm,3,1
63,0.01,30,0.8991090523937323,chemeleon__lightgbm,3,1
63,0.03,5,0.923325505787184,chemeleon__lightgbm,3,1
63,0.03,10,0.9198549776877296,chemeleon__lightgbm,3,1
63,0.03,20,0.8883053532563677,chemeleon__lightgbm,3,1
63,0.03,30,0.8998510115798904,chemeleon__lightgbm,3,1
63,0.05,5,0.9152696118133157,chemeleon__lightgbm,3,1
63,0.05,10,0.9082360106508712,chemeleon__lightgbm,3,1
63,0.05,20,0.8920492465403137,chemeleon__lightgbm,3,1
63,0.05,30,0.8981267392066924,chemeleon__lightgbm,3,1
63,0.1,5,0.9134936415848349,chemeleon__lightgbm,3,1
63,0.1,10,0.9363222944014679,chemeleon__lightgbm,3,1
63,0.1,20,0.9102517053161991,chemeleon__lightgbm,3,1
63,0.1,30,0.8984019661126019,chemeleon__lightgbm,3,1
127,0.01,5,0.9446723757950382,chemeleon__lightgbm,3,1
127,0.01,10,0.9135812368939503,chemeleon__lightgbm,3,1
127,0.01,20,0.9051783213924838,chemeleon__lightgbm,3,1
127,0.01,30,0.8991090523937323,chemeleon__lightgbm,3,1
127,0.03,5,0.9145955365485416,chemeleon__lightgbm,3,1
127,0.03,10,0.9116848384091168,chemeleon__lightgbm,3,1
127,0.03,20,0.8883053532563677,chemeleon__lightgbm,3,1
127,0.03,30,0.8998510115798904,chemeleon__lightgbm,3,1
127,0.05,5,0.925862138289847,chemeleon__lightgbm,3,1
127,0.05,10,0.9197435023086653,chemeleon__lightgbm,3,1
127,0.05,20,0.8920492465403137,chemeleon__lightgbm,3,1
127,0.05,30,0.8981267392066924,chemeleon__lightgbm,3,1
127,0.1,5,0.9074603781495686,chemeleon__lightgbm,3,1
127,0.1,10,0.9371744664887038,chemeleon__lightgbm,3,1
127,0.1,20,0.9102517053161991,chemeleon__lightgbm,3,1
127,0.1,30,0.8984019661126019,chemeleon__lightgbm,3,1
