n_estimators,max_depth,min_samples_leaf,inner_val_RAE,config,repeat,fold
200,10,1,0.9184658083541717,chemeleon__rf,1,3
200,10,2,0.9167032876811433,chemeleon__rf,1,3
200,10,3,0.919188192849577,chemeleon__rf,1,3
200,10,5,0.9121036893768397,chemeleon__rf,1,3
200,20,1,0.922996465025294,chemeleon__rf,1,3
200,20,2,0.9153442169626201,chemeleon__rf,1,3
200,20,3,0.9206818879938443,chemeleon__rf,1,3
200,20,5,0.9071077076756016,chemeleon__rf,1,3
500,10,1,0.9155313146895285,chemeleon__rf,1,3
500,10,2,0.9178043393409907,chemeleon__rf,1,3
500,10,3,0.9183500671631842,chemeleon__rf,1,3
500,10,5,0.9188820637988381,chemeleon__rf,1,3
500,20,1,0.9200732564098265,chemeleon__rf,1,3
500,20,2,0.9203950686893106,chemeleon__rf,1,3
500,20,3,0.9172632229599206,chemeleon__rf,1,3
500,20,5,0.917944995791688,chemeleon__rf,1,3
1000,10,1,0.9138574248850464,chemeleon__rf,1,3
1000,10,2,0.9171779720067484,chemeleon__rf,1,3
1000,10,3,0.9142284767062131,chemeleon__rf,1,3
1000,10,5,0.9111100980198445,chemeleon__rf,1,3
1000,20,1,0.9202263771180097,chemeleon__rf,1,3
1000,20,2,0.9196215508800427,chemeleon__rf,1,3
1000,20,3,0.9142914337298196,chemeleon__rf,1,3
1000,20,5,0.9113869178671826,chemeleon__rf,1,3
