n_estimators,max_depth,min_samples_leaf,inner_val_RAE,config,repeat,fold
200,10,1,0.8675407530899637,chemeleon__rf,1,1
200,10,2,0.874456490175244,chemeleon__rf,1,1
200,10,3,0.8757742458308114,chemeleon__rf,1,1
200,10,5,0.8878288213564519,chemeleon__rf,1,1
200,20,1,0.872250034424538,chemeleon__rf,1,1
200,20,2,0.8764582019850016,chemeleon__rf,1,1
200,20,3,0.8803137935176913,chemeleon__rf,1,1
200,20,5,0.8904656166599508,chemeleon__rf,1,1
500,10,1,0.8727398432502574,chemeleon__rf,1,1
500,10,2,0.8743606344563029,chemeleon__rf,1,1
500,10,3,0.8748902241808271,chemeleon__rf,1,1
500,10,5,0.8832530691450956,chemeleon__rf,1,1
500,20,1,0.8739434422757622,chemeleon__rf,1,1
500,20,2,0.882222559620781,chemeleon__rf,1,1
500,20,3,0.8768498744390493,chemeleon__rf,1,1
500,20,5,0.8855106708548091,chemeleon__rf,1,1
1000,10,1,0.871373719359557,chemeleon__rf,1,1
1000,10,2,0.8712238185895663,chemeleon__rf,1,1
1000,10,3,0.8714050586691594,chemeleon__rf,1,1
1000,10,5,0.8784037938187126,chemeleon__rf,1,1
1000,20,1,0.874816356853171,chemeleon__rf,1,1
1000,20,2,0.8771047268647181,chemeleon__rf,1,1
1000,20,3,0.8735662879502261,chemeleon__rf,1,1
1000,20,5,0.8802079698039081,chemeleon__rf,1,1
