n_estimators,max_depth,min_samples_leaf,inner_val_RAE,config,repeat,fold
200,10,1,0.9459779663574104,chemeleon__rf,2,1
200,10,2,0.9486802518511864,chemeleon__rf,2,1
200,10,3,0.9416227556507485,chemeleon__rf,2,1
200,10,5,0.9435160134386774,chemeleon__rf,2,1
200,20,1,0.9555060520079245,chemeleon__rf,2,1
200,20,2,0.9557921239087507,chemeleon__rf,2,1
200,20,3,0.95122933121368,chemeleon__rf,2,1
200,20,5,0.9485511679310059,chemeleon__rf,2,1
500,10,1,0.9412148787691933,chemeleon__rf,2,1
500,10,2,0.9421685731436868,chemeleon__rf,2,1
500,10,3,0.9417355638170966,chemeleon__rf,2,1
500,10,5,0.9413200634079797,chemeleon__rf,2,1
500,20,1,0.9481752831800969,chemeleon__rf,2,1
500,20,2,0.9462885909414048,chemeleon__rf,2,1
500,20,3,0.9444997763480255,chemeleon__rf,2,1
500,20,5,0.9445858143603866,chemeleon__rf,2,1
1000,10,1,0.9435981972294812,chemeleon__rf,2,1
1000,10,2,0.9438725304659136,chemeleon__rf,2,1
1000,10,3,0.9446700522912683,chemeleon__rf,2,1
1000,10,5,0.9458775661219291,chemeleon__rf,2,1
1000,20,1,0.9477501635721416,chemeleon__rf,2,1
1000,20,2,0.9459552506305025,chemeleon__rf,2,1
1000,20,3,0.9460691502614099,chemeleon__rf,2,1
1000,20,5,0.947747794443318,chemeleon__rf,2,1
