n_estimators,max_depth,min_samples_leaf,inner_val_RAE,config,repeat,fold
200,10,1,0.9487799235533937,chemeleon__rf,0,1
200,10,2,0.9513598552725436,chemeleon__rf,0,1
200,10,3,0.9432936236703037,chemeleon__rf,0,1
200,10,5,0.9425214500905766,chemeleon__rf,0,1
200,20,1,0.9512764690906654,chemeleon__rf,0,1
200,20,2,0.9516322114728536,chemeleon__rf,0,1
200,20,3,0.9498990687222615,chemeleon__rf,0,1
200,20,5,0.9415337080323348,chemeleon__rf,0,1
500,10,1,0.9469473576907842,chemeleon__rf,0,1
500,10,2,0.9485203710643979,chemeleon__rf,0,1
500,10,3,0.9469138810730455,chemeleon__rf,0,1
500,10,5,0.9414012084195224,chemeleon__rf,0,1
500,20,1,0.9483323073088823,chemeleon__rf,0,1
500,20,2,0.9497024927218306,chemeleon__rf,0,1
500,20,3,0.9495076507553264,chemeleon__rf,0,1
500,20,5,0.9444920896899309,chemeleon__rf,0,1
1000,10,1,0.9470508752336152,chemeleon__rf,0,1
1000,10,2,0.9485581106986016,chemeleon__rf,0,1
1000,10,3,0.94429288435611,chemeleon__rf,0,1
1000,10,5,0.9412874601667082,chemeleon__rf,0,1
1000,20,1,0.9505223682867534,chemeleon__rf,0,1
1000,20,2,0.9520116828857051,chemeleon__rf,0,1
1000,20,3,0.9493912331531706,chemeleon__rf,0,1
1000,20,5,0.9449760298703588,chemeleon__rf,0,1
