n_estimators,max_depth,min_samples_leaf,inner_val_RAE,config,repeat,fold
200,10,1,0.9303406075977229,chemeleon__rf,0,3
200,10,2,0.9397431808997151,chemeleon__rf,0,3
200,10,3,0.9383830637163358,chemeleon__rf,0,3
200,10,5,0.9383312321844224,chemeleon__rf,0,3
200,20,1,0.9355459639142049,chemeleon__rf,0,3
200,20,2,0.9417275942424973,chemeleon__rf,0,3
200,20,3,0.9504983544247328,chemeleon__rf,0,3
200,20,5,0.9402419880882552,chemeleon__rf,0,3
500,10,1,0.9333707175141032,chemeleon__rf,0,3
500,10,2,0.9355022512659703,chemeleon__rf,0,3
500,10,3,0.9343883252322674,chemeleon__rf,0,3
500,10,5,0.9357356470107226,chemeleon__rf,0,3
500,20,1,0.9384930114747475,chemeleon__rf,0,3
500,20,2,0.9400788236594594,chemeleon__rf,0,3
500,20,3,0.94095750068602,chemeleon__rf,0,3
500,20,5,0.941418604623261,chemeleon__rf,0,3
1000,10,1,0.9320569125329881,chemeleon__rf,0,3
1000,10,2,0.9339774473047269,chemeleon__rf,0,3
1000,10,3,0.9305625994459962,chemeleon__rf,0,3
1000,10,5,0.9364223491241344,chemeleon__rf,0,3
1000,20,1,0.9386396648704067,chemeleon__rf,0,3
1000,20,2,0.9382167728820139,chemeleon__rf,0,3
1000,20,3,0.9366783366840298,chemeleon__rf,0,3
1000,20,5,0.9416401137528194,chemeleon__rf,0,3
