num_leaves,learning_rate,min_child_samples,inner_val_RAE,config,repeat,fold
15,0.01,5,0.9391333871315577,chemeleon__lightgbm,4,2
15,0.01,10,0.943951497395281,chemeleon__lightgbm,4,2
15,0.01,20,0.9310127353882619,chemeleon__lightgbm,4,2
15,0.01,30,0.9318934214708698,chemeleon__lightgbm,4,2
15,0.03,5,0.9211475701016388,chemeleon__lightgbm,4,2
15,0.03,10,0.9357208206705045,chemeleon__lightgbm,4,2
15,0.03,20,0.915782808836827,chemeleon__lightgbm,4,2
15,0.03,30,0.9150094880199223,chemeleon__lightgbm,4,2
15,0.05,5,0.9139337076507631,chemeleon__lightgbm,4,2
15,0.05,10,0.9147831151140594,chemeleon__lightgbm,4,2
15,0.05,20,0.9097930623589281,chemeleon__lightgbm,4,2
15,0.05,30,0.9156208870413314,chemeleon__lightgbm,4,2
15,0.1,5,0.9238153009265782,chemeleon__lightgbm,4,2
15,0.1,10,0.9320832293330575,chemeleon__lightgbm,4,2
15,0.1,20,0.9151803239571099,chemeleon__lightgbm,4,2
15,0.1,30,0.9215835527832018,chemeleon__lightgbm,4,2
31,0.01,5,0.9462786403787866,chemeleon__lightgbm,4,2
31,0.01,10,0.9302176596726645,chemeleon__lightgbm,4,2
31,0.01,20,0.929003373672855,chemeleon__lightgbm,4,2
31,0.01,30,0.9349091020839212,chemeleon__lightgbm,4,2
31,0.03,5,0.9310124886971808,chemeleon__lightgbm,4,2
31,0.03,10,0.9169239327801112,chemeleon__lightgbm,4,2
31,0.03,20,0.9010485413480874,chemeleon__lightgbm,4,2
31,0.03,30,0.9088897182243932,chemeleon__lightgbm,4,2
31,0.05,5,0.9329846494243877,chemeleon__lightgbm,4,2
31,0.05,10,0.9043257122991977,chemeleon__lightgbm,4,2
31,0.05,20,0.8856307297096235,chemeleon__lightgbm,4,2
31,0.05,30,0.901905657034347,chemeleon__lightgbm,4,2
31,0.1,5,0.9225227626989467,chemeleon__lightgbm,4,2
31,0.1,10,0.9308403182325993,chemeleon__lightgbm,4,2
31,0.1,20,0.918310687610736,chemeleon__lightgbm,4,2
31,0.1,30,0.90381657817948,chemeleon__lightgbm,4,2
63,0.01,5,0.9421855524501147,chemeleon__lightgbm,4,2
63,0.01,10,0.9291076285942557,chemeleon__lightgbm,4,2
63,0.01,20,0.9309959500996361,chemeleon__lightgbm,4,2
63,0.01,30,0.9349091020839212,chemeleon__lightgbm,4,2
63,0.03,5,0.9387608137035032,chemeleon__lightgbm,4,2
63,0.03,10,0.9232986869954368,chemeleon__lightgbm,4,2
63,0.03,20,0.8994534056919767,chemeleon__lightgbm,4,2
63,0.03,30,0.9088897182243932,chemeleon__lightgbm,4,2
63,0.05,5,0.9294908619708762,chemeleon__lightgbm,4,2
63,0.05,10,0.9280516991354075,chemeleon__lightgbm,4,2
63,0.05,20,0.9079860942271524,chemeleon__lightgbm,4,2
63,0.05,30,0.901905657034347,chemeleon__lightgbm,4,2
63,0.1,5,0.9415808287534061,chemeleon__lightgbm,4,2
63,0.1,10,0.9354175668958394,chemeleon__lightgbm,4,2
63,0.1,20,0.9440485001217812,chemeleon__lightgbm,4,2
63,0.1,30,0.90381657817948,chemeleon__lightgbm,4,2
127,0.01,5,0.9726310840763085,chemeleon__lightgbm,4,2
127,0.01,10,0.927613045048156,chemeleon__lightgbm,4,2
127,0.01,20,0.9309959500996361,chemeleon__lightgbm,4,2
127,0.01,30,0.9349091020839212,chemeleon__lightgbm,4,2
127,0.03,5,0.9483308957084822,chemeleon__lightgbm,4,2
127,0.03,10,0.9179117242180928,chemeleon__lightgbm,4,2
127,0.03,20,0.8994534056919767,chemeleon__lightgbm,4,2
127,0.03,30,0.9088897182243932,chemeleon__lightgbm,4,2
127,0.05,5,0.9437619340627786,chemeleon__lightgbm,4,2
127,0.05,10,0.9306231791261392,chemeleon__lightgbm,4,2
127,0.05,20,0.9079860942271524,chemeleon__lightgbm,4,2
127,0.05,30,0.901905657034347,chemeleon__lightgbm,4,2
127,0.1,5,0.9575907460616595,chemeleon__lightgbm,4,2
127,0.1,10,0.9530362300141072,chemeleon__lightgbm,4,2
127,0.1,20,0.9440485001217812,chemeleon__lightgbm,4,2
127,0.1,30,0.90381657817948,chemeleon__lightgbm,4,2
