num_leaves,learning_rate,min_child_samples,inner_val_RAE,config,repeat,fold
15,0.01,5,0.9288856519385073,chemeleon__lightgbm,2,3
15,0.01,10,0.9353463341345118,chemeleon__lightgbm,2,3
15,0.01,20,0.9298413441457168,chemeleon__lightgbm,2,3
15,0.01,30,0.9262577725853015,chemeleon__lightgbm,2,3
15,0.03,5,0.9099408959253324,chemeleon__lightgbm,2,3
15,0.03,10,0.9293813710904616,chemeleon__lightgbm,2,3
15,0.03,20,0.9162800987639058,chemeleon__lightgbm,2,3
15,0.03,30,0.9114901527943576,chemeleon__lightgbm,2,3
15,0.05,5,0.9255865419709293,chemeleon__lightgbm,2,3
15,0.05,10,0.9095301362771696,chemeleon__lightgbm,2,3
15,0.05,20,0.900980822671995,chemeleon__lightgbm,2,3
15,0.05,30,0.9125445243102902,chemeleon__lightgbm,2,3
15,0.1,5,0.9113465403780419,chemeleon__lightgbm,2,3
15,0.1,10,0.9316132339109596,chemeleon__lightgbm,2,3
15,0.1,20,0.9189877531805154,chemeleon__lightgbm,2,3
15,0.1,30,0.9367008067198197,chemeleon__lightgbm,2,3
31,0.01,5,0.9555690498227993,chemeleon__lightgbm,2,3
31,0.01,10,0.9221687049268317,chemeleon__lightgbm,2,3
31,0.01,20,0.9224786681689783,chemeleon__lightgbm,2,3
31,0.01,30,0.926916530995239,chemeleon__lightgbm,2,3
31,0.03,5,0.9119102936286104,chemeleon__lightgbm,2,3
31,0.03,10,0.9129578584135601,chemeleon__lightgbm,2,3
31,0.03,20,0.9196515922599571,chemeleon__lightgbm,2,3
31,0.03,30,0.910223447303628,chemeleon__lightgbm,2,3
31,0.05,5,0.9235440659761897,chemeleon__lightgbm,2,3
31,0.05,10,0.9250920335144831,chemeleon__lightgbm,2,3
31,0.05,20,0.9403950118526608,chemeleon__lightgbm,2,3
31,0.05,30,0.9156663633068489,chemeleon__lightgbm,2,3
31,0.1,5,0.9086530787633066,chemeleon__lightgbm,2,3
31,0.1,10,0.9186900580586258,chemeleon__lightgbm,2,3
31,0.1,20,0.9419249418580252,chemeleon__lightgbm,2,3
31,0.1,30,0.9341482490442202,chemeleon__lightgbm,2,3
63,0.01,5,0.9542734723459326,chemeleon__lightgbm,2,3
63,0.01,10,0.9200623436581362,chemeleon__lightgbm,2,3
63,0.01,20,0.9183848764760042,chemeleon__lightgbm,2,3
63,0.01,30,0.926916530995239,chemeleon__lightgbm,2,3
63,0.03,5,0.9347448976099801,chemeleon__lightgbm,2,3
63,0.03,10,0.9202321162541599,chemeleon__lightgbm,2,3
63,0.03,20,0.9274243877588579,chemeleon__lightgbm,2,3
63,0.03,30,0.910223447303628,chemeleon__lightgbm,2,3
63,0.05,5,0.911300666608019,chemeleon__lightgbm,2,3
63,0.05,10,0.934875111980713,chemeleon__lightgbm,2,3
63,0.05,20,0.9317468658055823,chemeleon__lightgbm,2,3
63,0.05,30,0.9156663633068489,chemeleon__lightgbm,2,3
63,0.1,5,0.9541648416114389,chemeleon__lightgbm,2,3
63,0.1,10,0.9429719480717964,chemeleon__lightgbm,2,3
63,0.1,20,0.9223997847233639,chemeleon__lightgbm,2,3
63,0.1,30,0.9341482490442202,chemeleon__lightgbm,2,3
127,0.01,5,0.9730746165359749,chemeleon__lightgbm,2,3
127,0.01,10,0.94302813842521,chemeleon__lightgbm,2,3
127,0.01,20,0.9183848764760042,chemeleon__lightgbm,2,3
127,0.01,30,0.926916530995239,chemeleon__lightgbm,2,3
127,0.03,5,0.9641596807788763,chemeleon__lightgbm,2,3
127,0.03,10,0.9435758720398084,chemeleon__lightgbm,2,3
127,0.03,20,0.9274243877588579,chemeleon__lightgbm,2,3
127,0.03,30,0.910223447303628,chemeleon__lightgbm,2,3
127,0.05,5,0.9542082334724952,chemeleon__lightgbm,2,3
127,0.05,10,0.9311060947076206,chemeleon__lightgbm,2,3
127,0.05,20,0.9317468658055823,chemeleon__lightgbm,2,3
127,0.05,30,0.9156663633068489,chemeleon__lightgbm,2,3
127,0.1,5,0.9623732097649574,chemeleon__lightgbm,2,3
127,0.1,10,0.9479947429205708,chemeleon__lightgbm,2,3
127,0.1,20,0.9223997847233639,chemeleon__lightgbm,2,3
127,0.1,30,0.9341482490442202,chemeleon__lightgbm,2,3
