num_leaves,learning_rate,min_child_samples,inner_val_RAE,config,repeat,fold
15,0.01,5,0.9409139512440178,chemeleon__lightgbm,0,0
15,0.01,10,0.9406707475214492,chemeleon__lightgbm,0,0
15,0.01,20,0.9387810008662938,chemeleon__lightgbm,0,0
15,0.01,30,0.9429202707656767,chemeleon__lightgbm,0,0
15,0.03,5,0.9269788450538154,chemeleon__lightgbm,0,0
15,0.03,10,0.925205434774238,chemeleon__lightgbm,0,0
15,0.03,20,0.9263782043986257,chemeleon__lightgbm,0,0
15,0.03,30,0.9188472689832676,chemeleon__lightgbm,0,0
15,0.05,5,0.9301869451750306,chemeleon__lightgbm,0,0
15,0.05,10,0.9154154400882349,chemeleon__lightgbm,0,0
15,0.05,20,0.9123395698643495,chemeleon__lightgbm,0,0
15,0.05,30,0.9180664170554819,chemeleon__lightgbm,0,0
15,0.1,5,0.9297329337150844,chemeleon__lightgbm,0,0
15,0.1,10,0.9416717964913294,chemeleon__lightgbm,0,0
15,0.1,20,0.9312812514913549,chemeleon__lightgbm,0,0
15,0.1,30,0.922108749038946,chemeleon__lightgbm,0,0
31,0.01,5,0.950426193760392,chemeleon__lightgbm,0,0
31,0.01,10,0.9283390592058116,chemeleon__lightgbm,0,0
31,0.01,20,0.9319678557178068,chemeleon__lightgbm,0,0
31,0.01,30,0.9435771594617951,chemeleon__lightgbm,0,0
31,0.03,5,0.9467065949949565,chemeleon__lightgbm,0,0
31,0.03,10,0.9149726660927345,chemeleon__lightgbm,0,0
31,0.03,20,0.9197968746804437,chemeleon__lightgbm,0,0
31,0.03,30,0.921223289504843,chemeleon__lightgbm,0,0
31,0.05,5,0.937648283820917,chemeleon__lightgbm,0,0
31,0.05,10,0.9271422925134007,chemeleon__lightgbm,0,0
31,0.05,20,0.9096715124996648,chemeleon__lightgbm,0,0
31,0.05,30,0.9281058681606154,chemeleon__lightgbm,0,0
31,0.1,5,0.9338380685140016,chemeleon__lightgbm,0,0
31,0.1,10,0.9400210789581546,chemeleon__lightgbm,0,0
31,0.1,20,0.9232500139670298,chemeleon__lightgbm,0,0
31,0.1,30,0.9409556352737133,chemeleon__lightgbm,0,0
63,0.01,5,0.9720531190087452,chemeleon__lightgbm,0,0
63,0.01,10,0.9421282047260706,chemeleon__lightgbm,0,0
63,0.01,20,0.9315189788114961,chemeleon__lightgbm,0,0
63,0.01,30,0.9435771594617951,chemeleon__lightgbm,0,0
63,0.03,5,0.9649382706890938,chemeleon__lightgbm,0,0
63,0.03,10,0.9272251565795059,chemeleon__lightgbm,0,0
63,0.03,20,0.9198952423570408,chemeleon__lightgbm,0,0
63,0.03,30,0.921223289504843,chemeleon__lightgbm,0,0
63,0.05,5,0.9649377918708626,chemeleon__lightgbm,0,0
63,0.05,10,0.9205940148481132,chemeleon__lightgbm,0,0
63,0.05,20,0.9336937102784513,chemeleon__lightgbm,0,0
63,0.05,30,0.9281058681606154,chemeleon__lightgbm,0,0
63,0.1,5,0.9550453343667966,chemeleon__lightgbm,0,0
63,0.1,10,0.9165794679994608,chemeleon__lightgbm,0,0
63,0.1,20,0.9336145623084184,chemeleon__lightgbm,0,0
63,0.1,30,0.9409556352737133,chemeleon__lightgbm,0,0
127,0.01,5,0.9653726353796626,chemeleon__lightgbm,0,0
127,0.01,10,0.9402124853874769,chemeleon__lightgbm,0,0
127,0.01,20,0.9315189788114961,chemeleon__lightgbm,0,0
127,0.01,30,0.9435771594617951,chemeleon__lightgbm,0,0
127,0.03,5,0.9696461725435439,chemeleon__lightgbm,0,0
127,0.03,10,0.9393065878892352,chemeleon__lightgbm,0,0
127,0.03,20,0.9198952423570408,chemeleon__lightgbm,0,0
127,0.03,30,0.921223289504843,chemeleon__lightgbm,0,0
127,0.05,5,0.9677590109417368,chemeleon__lightgbm,0,0
127,0.05,10,0.9129161684671805,chemeleon__lightgbm,0,0
127,0.05,20,0.9336937102784513,chemeleon__lightgbm,0,0
127,0.05,30,0.9281058681606154,chemeleon__lightgbm,0,0
127,0.1,5,0.964858045108685,chemeleon__lightgbm,0,0
127,0.1,10,0.9220232194814103,chemeleon__lightgbm,0,0
127,0.1,20,0.9336145623084184,chemeleon__lightgbm,0,0
127,0.1,30,0.9409556352737133,chemeleon__lightgbm,0,0
