n_estimators,max_depth,min_samples_leaf,inner_val_RAE,config,repeat,fold
200,10,1,0.9007360592480734,chemeleon__rf,4,2
200,10,2,0.902320875984306,chemeleon__rf,4,2
200,10,3,0.8950148113843385,chemeleon__rf,4,2
200,10,5,0.8809643347693871,chemeleon__rf,4,2
200,20,1,0.8991598603071527,chemeleon__rf,4,2
200,20,2,0.8956402036477501,chemeleon__rf,4,2
200,20,3,0.8952286095359999,chemeleon__rf,4,2
200,20,5,0.8811972798395958,chemeleon__rf,4,2
500,10,1,0.895962049541981,chemeleon__rf,4,2
500,10,2,0.8938385459361898,chemeleon__rf,4,2
500,10,3,0.8870566129906314,chemeleon__rf,4,2
500,10,5,0.8857470479784224,chemeleon__rf,4,2
500,20,1,0.8944475920161242,chemeleon__rf,4,2
500,20,2,0.8907120323813255,chemeleon__rf,4,2
500,20,3,0.8874732240023879,chemeleon__rf,4,2
500,20,5,0.8860586990069078,chemeleon__rf,4,2
1000,10,1,0.8947281988824044,chemeleon__rf,4,2
1000,10,2,0.8926948950539788,chemeleon__rf,4,2
1000,10,3,0.8872873690197423,chemeleon__rf,4,2
1000,10,5,0.8882042854651824,chemeleon__rf,4,2
1000,20,1,0.8945135024193496,chemeleon__rf,4,2
1000,20,2,0.8918321643360533,chemeleon__rf,4,2
1000,20,3,0.8893277474142589,chemeleon__rf,4,2
1000,20,5,0.8882885077155624,chemeleon__rf,4,2
