num_leaves,learning_rate,min_child_samples,inner_val_RAE,config,repeat,fold
15,0.01,5,0.9466856231883303,chemeleon__lightgbm,0,3
15,0.01,10,0.9413225140772631,chemeleon__lightgbm,0,3
15,0.01,20,0.9368171703336465,chemeleon__lightgbm,0,3
15,0.01,30,0.9500701284693015,chemeleon__lightgbm,0,3
15,0.03,5,0.9126441014803887,chemeleon__lightgbm,0,3
15,0.03,10,0.9358117561379541,chemeleon__lightgbm,0,3
15,0.03,20,0.9328420764391531,chemeleon__lightgbm,0,3
15,0.03,30,0.9173036393044701,chemeleon__lightgbm,0,3
15,0.05,5,0.9125704314406984,chemeleon__lightgbm,0,3
15,0.05,10,0.9332915451904946,chemeleon__lightgbm,0,3
15,0.05,20,0.9243987857098676,chemeleon__lightgbm,0,3
15,0.05,30,0.938463878358595,chemeleon__lightgbm,0,3
15,0.1,5,0.9383718312618908,chemeleon__lightgbm,0,3
15,0.1,10,0.9083228502603689,chemeleon__lightgbm,0,3
15,0.1,20,0.9058104965291373,chemeleon__lightgbm,0,3
15,0.1,30,0.937165333811828,chemeleon__lightgbm,0,3
31,0.01,5,0.946451309850595,chemeleon__lightgbm,0,3
31,0.01,10,0.9510839400183776,chemeleon__lightgbm,0,3
31,0.01,20,0.9336173166066222,chemeleon__lightgbm,0,3
31,0.01,30,0.9513049144892979,chemeleon__lightgbm,0,3
31,0.03,5,0.9324664622464482,chemeleon__lightgbm,0,3
31,0.03,10,0.9385884751063458,chemeleon__lightgbm,0,3
31,0.03,20,0.9163826757439558,chemeleon__lightgbm,0,3
31,0.03,30,0.933937280476425,chemeleon__lightgbm,0,3
31,0.05,5,0.9317051851338921,chemeleon__lightgbm,0,3
31,0.05,10,0.935499397311828,chemeleon__lightgbm,0,3
31,0.05,20,0.9247498959831095,chemeleon__lightgbm,0,3
31,0.05,30,0.9250008934278398,chemeleon__lightgbm,0,3
31,0.1,5,0.9575403309206967,chemeleon__lightgbm,0,3
31,0.1,10,0.9315358684108032,chemeleon__lightgbm,0,3
31,0.1,20,0.9291679198045268,chemeleon__lightgbm,0,3
31,0.1,30,0.9495179941160796,chemeleon__lightgbm,0,3
63,0.01,5,0.9592879735618975,chemeleon__lightgbm,0,3
63,0.01,10,0.9631143239698285,chemeleon__lightgbm,0,3
63,0.01,20,0.9411505172794107,chemeleon__lightgbm,0,3
63,0.01,30,0.9513049144892979,chemeleon__lightgbm,0,3
63,0.03,5,0.9407388996426905,chemeleon__lightgbm,0,3
63,0.03,10,0.9374220287976259,chemeleon__lightgbm,0,3
63,0.03,20,0.9266390345869522,chemeleon__lightgbm,0,3
63,0.03,30,0.933937280476425,chemeleon__lightgbm,0,3
63,0.05,5,0.9225176996010848,chemeleon__lightgbm,0,3
63,0.05,10,0.9523948623285765,chemeleon__lightgbm,0,3
63,0.05,20,0.9116859074842559,chemeleon__lightgbm,0,3
63,0.05,30,0.9250008934278398,chemeleon__lightgbm,0,3
63,0.1,5,0.9451444997593482,chemeleon__lightgbm,0,3
63,0.1,10,0.958296333359368,chemeleon__lightgbm,0,3
63,0.1,20,0.9210668167868181,chemeleon__lightgbm,0,3
63,0.1,30,0.9495179941160796,chemeleon__lightgbm,0,3
127,0.01,5,0.9714623663393126,chemeleon__lightgbm,0,3
127,0.01,10,0.9551633235883876,chemeleon__lightgbm,0,3
127,0.01,20,0.9411505172794107,chemeleon__lightgbm,0,3
127,0.01,30,0.9513049144892979,chemeleon__lightgbm,0,3
127,0.03,5,0.9832253490926718,chemeleon__lightgbm,0,3
127,0.03,10,0.9420621708506826,chemeleon__lightgbm,0,3
127,0.03,20,0.9266390345869522,chemeleon__lightgbm,0,3
127,0.03,30,0.933937280476425,chemeleon__lightgbm,0,3
127,0.05,5,0.9375315872439295,chemeleon__lightgbm,0,3
127,0.05,10,0.9398213364117274,chemeleon__lightgbm,0,3
127,0.05,20,0.9116859074842559,chemeleon__lightgbm,0,3
127,0.05,30,0.9250008934278398,chemeleon__lightgbm,0,3
127,0.1,5,0.9583109291078123,chemeleon__lightgbm,0,3
127,0.1,10,0.9389824683168793,chemeleon__lightgbm,0,3
127,0.1,20,0.9210668167868181,chemeleon__lightgbm,0,3
127,0.1,30,0.9495179941160796,chemeleon__lightgbm,0,3
