n_estimators,max_depth,min_samples_leaf,inner_val_RAE,config,repeat,fold
200,10,1,0.9477089165528904,chemeleon__rf,2,2
200,10,2,0.948756029562857,chemeleon__rf,2,2
200,10,3,0.9539539944224378,chemeleon__rf,2,2
200,10,5,0.9540092839529811,chemeleon__rf,2,2
200,20,1,0.9492040633546798,chemeleon__rf,2,2
200,20,2,0.9512843908232039,chemeleon__rf,2,2
200,20,3,0.9582867691520641,chemeleon__rf,2,2
200,20,5,0.9546539896593657,chemeleon__rf,2,2
500,10,1,0.9534046946878609,chemeleon__rf,2,2
500,10,2,0.956503843450663,chemeleon__rf,2,2
500,10,3,0.958632263824963,chemeleon__rf,2,2
500,10,5,0.9617392918783417,chemeleon__rf,2,2
500,20,1,0.9564000033976434,chemeleon__rf,2,2
500,20,2,0.9606139674064118,chemeleon__rf,2,2
500,20,3,0.9626661616765207,chemeleon__rf,2,2
500,20,5,0.9626298834710938,chemeleon__rf,2,2
1000,10,1,0.9590781479871372,chemeleon__rf,2,2
1000,10,2,0.9624869623275649,chemeleon__rf,2,2
1000,10,3,0.9645455168004682,chemeleon__rf,2,2
1000,10,5,0.9603772533960273,chemeleon__rf,2,2
1000,20,1,0.9605310151630987,chemeleon__rf,2,2
1000,20,2,0.963247988238292,chemeleon__rf,2,2
1000,20,3,0.9658581347958201,chemeleon__rf,2,2
1000,20,5,0.9619399908613575,chemeleon__rf,2,2
