n_estimators,max_depth,min_samples_leaf,inner_val_RAE,config,repeat,fold
200,10,1,0.9007688451422742,chemeleon__rf,2,4
200,10,2,0.9056848620064161,chemeleon__rf,2,4
200,10,3,0.9013325156746086,chemeleon__rf,2,4
200,10,5,0.8965324358707437,chemeleon__rf,2,4
200,20,1,0.9080829459435154,chemeleon__rf,2,4
200,20,2,0.9153750797935605,chemeleon__rf,2,4
200,20,3,0.9045962439662129,chemeleon__rf,2,4
200,20,5,0.8961194054279248,chemeleon__rf,2,4
500,10,1,0.9036247452912338,chemeleon__rf,2,4
500,10,2,0.9052884145708366,chemeleon__rf,2,4
500,10,3,0.9039178894084526,chemeleon__rf,2,4
500,10,5,0.8977328023046779,chemeleon__rf,2,4
500,20,1,0.9018318170562735,chemeleon__rf,2,4
500,20,2,0.9064122507309589,chemeleon__rf,2,4
500,20,3,0.9065462356001608,chemeleon__rf,2,4
500,20,5,0.8985264495372409,chemeleon__rf,2,4
1000,10,1,0.8979046093583218,chemeleon__rf,2,4
1000,10,2,0.9026676497521027,chemeleon__rf,2,4
1000,10,3,0.9033112280937773,chemeleon__rf,2,4
1000,10,5,0.897896350252317,chemeleon__rf,2,4
1000,20,1,0.8967644217275138,chemeleon__rf,2,4
1000,20,2,0.9033143563671776,chemeleon__rf,2,4
1000,20,3,0.9024076718613754,chemeleon__rf,2,4
1000,20,5,0.8971991000124613,chemeleon__rf,2,4
