n_estimators,max_depth,min_samples_leaf,inner_val_RAE,config,repeat,fold
200,10,1,0.924769990839637,chemeleon__rf,3,4
200,10,2,0.920876908369345,chemeleon__rf,3,4
200,10,3,0.9193743742441338,chemeleon__rf,3,4
200,10,5,0.913938260546548,chemeleon__rf,3,4
200,20,1,0.9242543357736712,chemeleon__rf,3,4
200,20,2,0.9254238242419897,chemeleon__rf,3,4
200,20,3,0.9247584735366154,chemeleon__rf,3,4
200,20,5,0.9180436762244317,chemeleon__rf,3,4
500,10,1,0.9189476842251079,chemeleon__rf,3,4
500,10,2,0.9180780045176373,chemeleon__rf,3,4
500,10,3,0.9160674141358394,chemeleon__rf,3,4
500,10,5,0.9147977418608029,chemeleon__rf,3,4
500,20,1,0.9186397709845723,chemeleon__rf,3,4
500,20,2,0.9216593440331432,chemeleon__rf,3,4
500,20,3,0.9166648292589337,chemeleon__rf,3,4
500,20,5,0.9162337462379884,chemeleon__rf,3,4
1000,10,1,0.9201241573746326,chemeleon__rf,3,4
1000,10,2,0.9201305150353394,chemeleon__rf,3,4
1000,10,3,0.9169073801654714,chemeleon__rf,3,4
1000,10,5,0.9147075462817477,chemeleon__rf,3,4
1000,20,1,0.9226545396679455,chemeleon__rf,3,4
1000,20,2,0.924715396442836,chemeleon__rf,3,4
1000,20,3,0.9201757421903917,chemeleon__rf,3,4
1000,20,5,0.9172366498034323,chemeleon__rf,3,4
