num_leaves,learning_rate,min_child_samples,inner_val_RAE,config,repeat,fold
15,0.01,5,0.9133422334479089,chemeleon__lightgbm,1,1
15,0.01,10,0.9044196970412793,chemeleon__lightgbm,1,1
15,0.01,20,0.9036837601161474,chemeleon__lightgbm,1,1
15,0.01,30,0.9167953599513601,chemeleon__lightgbm,1,1
15,0.03,5,0.8888811027778327,chemeleon__lightgbm,1,1
15,0.03,10,0.8957942062220515,chemeleon__lightgbm,1,1
15,0.03,20,0.9065671348641908,chemeleon__lightgbm,1,1
15,0.03,30,0.9147975618208479,chemeleon__lightgbm,1,1
15,0.05,5,0.8870747909222635,chemeleon__lightgbm,1,1
15,0.05,10,0.890116178211751,chemeleon__lightgbm,1,1
15,0.05,20,0.9087427790950372,chemeleon__lightgbm,1,1
15,0.05,30,0.9060759255345779,chemeleon__lightgbm,1,1
15,0.1,5,0.8866380838533732,chemeleon__lightgbm,1,1
15,0.1,10,0.9176185955457535,chemeleon__lightgbm,1,1
15,0.1,20,0.9037246813091357,chemeleon__lightgbm,1,1
15,0.1,30,0.9049531545273057,chemeleon__lightgbm,1,1
31,0.01,5,0.9046968234412569,chemeleon__lightgbm,1,1
31,0.01,10,0.8902616619634274,chemeleon__lightgbm,1,1
31,0.01,20,0.8874381580698122,chemeleon__lightgbm,1,1
31,0.01,30,0.9028279198796231,chemeleon__lightgbm,1,1
31,0.03,5,0.9156013738517106,chemeleon__lightgbm,1,1
31,0.03,10,0.8882218498031517,chemeleon__lightgbm,1,1
31,0.03,20,0.8743204032653936,chemeleon__lightgbm,1,1
31,0.03,30,0.8775517083866243,chemeleon__lightgbm,1,1
31,0.05,5,0.9075775118110024,chemeleon__lightgbm,1,1
31,0.05,10,0.893356429459502,chemeleon__lightgbm,1,1
31,0.05,20,0.8603116140018687,chemeleon__lightgbm,1,1
31,0.05,30,0.8665597613275683,chemeleon__lightgbm,1,1
31,0.1,5,0.90955778499972,chemeleon__lightgbm,1,1
31,0.1,10,0.8833953012917113,chemeleon__lightgbm,1,1
31,0.1,20,0.8758610580952422,chemeleon__lightgbm,1,1
31,0.1,30,0.8914410031627192,chemeleon__lightgbm,1,1
63,0.01,5,0.8881113922018742,chemeleon__lightgbm,1,1
63,0.01,10,0.9065930641564138,chemeleon__lightgbm,1,1
63,0.01,20,0.888590810802091,chemeleon__lightgbm,1,1
63,0.01,30,0.9028279198796231,chemeleon__lightgbm,1,1
63,0.03,5,0.9080590673392939,chemeleon__lightgbm,1,1
63,0.03,10,0.9020477011954012,chemeleon__lightgbm,1,1
63,0.03,20,0.8615601651183775,chemeleon__lightgbm,1,1
63,0.03,30,0.8775517083866243,chemeleon__lightgbm,1,1
63,0.05,5,0.9050524587422633,chemeleon__lightgbm,1,1
63,0.05,10,0.9101056500521364,chemeleon__lightgbm,1,1
63,0.05,20,0.8783021862657314,chemeleon__lightgbm,1,1
63,0.05,30,0.8665597613275683,chemeleon__lightgbm,1,1
63,0.1,5,0.8732235989265935,chemeleon__lightgbm,1,1
63,0.1,10,0.9074941352107527,chemeleon__lightgbm,1,1
63,0.1,20,0.8640868204969008,chemeleon__lightgbm,1,1
63,0.1,30,0.8914410031627192,chemeleon__lightgbm,1,1
127,0.01,5,0.901792071453494,chemeleon__lightgbm,1,1
127,0.01,10,0.9194428134610453,chemeleon__lightgbm,1,1
127,0.01,20,0.888590810802091,chemeleon__lightgbm,1,1
127,0.01,30,0.9028279198796231,chemeleon__lightgbm,1,1
127,0.03,5,0.9034111040118091,chemeleon__lightgbm,1,1
127,0.03,10,0.9145155952118099,chemeleon__lightgbm,1,1
127,0.03,20,0.8615601651183775,chemeleon__lightgbm,1,1
127,0.03,30,0.8775517083866243,chemeleon__lightgbm,1,1
127,0.05,5,0.8976362299583153,chemeleon__lightgbm,1,1
127,0.05,10,0.9129514061528619,chemeleon__lightgbm,1,1
127,0.05,20,0.8783021862657314,chemeleon__lightgbm,1,1
127,0.05,30,0.8665597613275683,chemeleon__lightgbm,1,1
127,0.1,5,0.9104183134008489,chemeleon__lightgbm,1,1
127,0.1,10,0.9244960620941178,chemeleon__lightgbm,1,1
127,0.1,20,0.8640868204969008,chemeleon__lightgbm,1,1
127,0.1,30,0.8914410031627192,chemeleon__lightgbm,1,1
