isoform,combiner,repeat,fold,ST-RAE
CYP2D6,nn_ridge,0,2,0.8610296999950718
CYP2D6,nn_ridge,0,3,0.8951572015142303
CYP2D6,nn_ridge,0,4,0.8696675661529273
CYP2D6,nn_ridge,1,0,0.8781133567993322
CYP2D6,nn_ridge,1,1,0.8858280068997937
CYP2D6,nn_ridge,1,2,0.8998303734553362
CYP2D6,nn_ridge,1,3,0.8628413224568943
CYP2D6,nn_ridge,1,4,0.9416410554751088
CYP2D6,nn_ridge,2,0,0.9239794228661875
CYP2D6,nn_ridge,2,1,0.8750193558955979
CYP2D6,nn_ridge,2,2,0.8721353268076454
CYP2D6,nn_ridge,2,3,0.9097564166663138
CYP2D6,nn_ridge,2,4,0.9216028152979363
CYP2D6,nn_ridge,3,0,0.9225904538484613
CYP2D6,nn_ridge,3,1,0.920217712034557
CYP2D6,nn_ridge,3,2,0.8792071715869038
CYP2D6,nn_ridge,3,3,0.8891422868859314
CYP2D6,nn_ridge,3,4,0.8370506271977758
CYP2D6,nn_ridge,4,0,0.8856544025091392
CYP2D6,nn_ridge,4,1,0.8809264272717429
CYP2D6,nn_ridge,4,2,0.8859380853050958
CYP2D6,nn_ridge,4,3,0.8600175146014423
CYP2D6,nn_ridge,4,4,0.9277271363549994
CYP3A4,simple_average,0,0,0.5550924298701453
CYP3A4,simple_average,0,1,0.5445350133790997
CYP3A4,simple_average,0,2,0.5663613250675202
CYP3A4,simple_average,0,3,0.5281551745904395
CYP3A4,simple_average,0,4,0.517250656799975
CYP3A4,simple_average,1,0,0.4709709848161617
CYP3A4,simple_average,1,1,0.49649732104009964
CYP3A4,simple_average,1,2,0.5165913652032968
CYP3A4,simple_average,1,3,0.5556746191995493
CYP3A4,simple_average,1,4,0.5734440605633515
CYP3A4,simple_average,2,0,0.5436023185405199
CYP3A4,simple_average,2,1,0.5224873982784957
CYP3A4,simple_average,2,2,0.5582343232246656
CYP3A4,simple_average,2,3,0.5109499248508301
CYP3A4,simple_average,2,4,0.5539616215653109
CYP3A4,simple_average,3,0,0.5236546033145997
CYP3A4,simple_average,3,1,0.5685369073914155
CYP3A4,simple_average,3,2,0.4557092795136331
CYP3A4,simple_average,3,3,0.5506925335653373
CYP3A4,simple_average,3,4,0.5473783480305817
CYP3A4,simple_average,4,0,0.5452327902775366
CYP3A4,simple_average,4,1,0.5170827712946006
CYP3A4,simple_average,4,2,0.5252297351569548
CYP3A4,simple_average,4,3,0.5815262955940892
CYP3A4,simple_average,4,4,0.5122920066598101
CYP3A4,ridge,0,0,0.4846156356659229
CYP3A4,ridge,0,1,0.5257313599388014
CYP3A4,ridge,0,2,0.5613079378991768
CYP3A4,ridge,0,3,0.4591306402834386
CYP3A4,ridge,0,4,0.5009866579179773
CYP3A4,ridge,1,0,0.454545941841813
CYP3A4,ridge,1,1,0.4708979536783097
CYP3A4,ridge,1,2,0.44668318413761643
CYP3A4,ridge,1,3,0.48035833123023963
CYP3A4,ridge,1,4,0.5300450932132329
CYP3A4,ridge,2,0,0.47176937651272993
CYP3A4,ridge,2,1,0.4929517942070004
CYP3A4,ridge,2,2,0.5246783890455332
CYP3A4,ridge,2,3,0.48751476368344043
CYP3A4,ridge,2,4,0.4985305181917963
CYP3A4,ridge,3,0,0.473204238202871
CYP3A4,ridge,3,1,0.5093709667482424
CYP3A4,ridge,3,2,0.4528962127013514
CYP3A4,ridge,3,3,0.489093963720387
CYP3A4,ridge,3,4,0.5093736686600262
CYP3A4,ridge,4,0,0.5083288574775321
CYP3A4,ridge,4,1,0.49644690657595525
CYP3A4,ridge,4,2,0.509522161785941
CYP3A4,ridge,4,3,0.5046748942449139
CYP3A4,ridge,4,4,0.4930791270928683
CYP3A4,elastic_net,0,0,0.48536295675169094
CYP3A4,elastic_net,0,1,0.5260082622333467
CYP3A4,elastic_net,0,2,0.561700875757801
CYP3A4,elastic_net,0,3,0.4588381218444647
CYP3A4,elastic_net,0,4,0.5014731868200287
CYP3A4,elastic_net,1,0,0.45393924936951613
CYP3A4,elastic_net,1,1,0.4698122979618725
CYP3A4,elastic_net,1,2,0.4459347624497959
CYP3A4,elastic_net,1,3,0.4800149697467719
CYP3A4,elastic_net,1,4,0.5298364725027667
CYP3A4,elastic_net,2,0,0.47202914771992605
CYP3A4,elastic_net,2,1,0.4928902536844203
CYP3A4,elastic_net,2,2,0.5240562369071797
CYP3A4,elastic_net,2,3,0.48693060365681784
CYP3A4,elastic_net,2,4,0.49931065724815654
CYP3A4,elastic_net,3,0,0.4730424808444504
CYP3A4,elastic_net,3,1,0.5099917574756149
CYP3A4,elastic_net,3,2,0.45179353042918474
CYP3A4,elastic_net,3,3,0.4888743666354677
CYP3A4,elastic_net,3,4,0.5096319516837757
CYP3A4,elastic_net,4,0,0.5076956810861656
CYP3A4,elastic_net,4,1,0.495416275185955
CYP3A4,elastic_net,4,2,0.5093430043282158
CYP3A4,elastic_net,4,3,0.5044807688596383
CYP3A4,elastic_net,4,4,0.49149701836966997
CYP3A4,nnls,0,0,0.47864575003499993
CYP3A4,nnls,0,1,0.5259771009713304
CYP3A4,nnls,0,2,0.5649545304719731
CYP3A4,nnls,0,3,0.44947904190917587
CYP3A4,nnls,0,4,0.5057624758904675
CYP3A4,nnls,1,0,0.4456325711199659
CYP3A4,nnls,1,1,0.4673781476501951
CYP3A4,nnls,1,2,0.438985713565658
CYP3A4,nnls,1,3,0.47598074320252737
CYP3A4,nnls,1,4,0.522820111292675
CYP3A4,nnls,2,0,0.46669509517404634
CYP3A4,nnls,2,1,0.49076419829727047
CYP3A4,nnls,2,2,0.5186170286647721
CYP3A4,nnls,2,3,0.47363509368967677
CYP3A4,nnls,2,4,0.5101223529741625
CYP3A4,nnls,3,0,0.4691260808010481
CYP3A4,nnls,3,1,0.5006695598109009
CYP3A4,nnls,3,2,0.4439185101904436
CYP3A4,nnls,3,3,0.47775440713121925
CYP3A4,nnls,3,4,0.4953739283719335
CYP3A4,nnls,4,0,0.5014453245775723
CYP3A4,nnls,4,1,0.49719364518933373
CYP3A4,nnls,4,2,0.5022168565972481
CYP3A4,nnls,4,3,0.49380414916905574
CYP3A4,nnls,4,4,0.4910532912551725
CYP3A4,nn_ridge,0,0,0.4793065554334951
CYP3A4,nn_ridge,0,1,0.5258183809643378
CYP3A4,nn_ridge,0,2,0.5648820402186434
CYP3A4,nn_ridge,0,3,0.449910107780521
CYP3A4,nn_ridge,0,4,0.5057624516456608
CYP3A4,nn_ridge,1,0,0.44563137525266355
CYP3A4,nn_ridge,1,1,0.46698145146982917
CYP3A4,nn_ridge,1,2,0.439093181602497
CYP3A4,nn_ridge,1,3,0.47606111926525246
CYP3A4,nn_ridge,1,4,0.5225067730380397
CYP3A4,nn_ridge,2,0,0.4666951097514883
CYP3A4,nn_ridge,2,1,0.49076418744196604
CYP3A4,nn_ridge,2,2,0.5190525867820612
CYP3A4,nn_ridge,2,3,0.47336988221833576
CYP3A4,nn_ridge,2,4,0.5102030778270866
CYP3A4,nn_ridge,3,0,0.46908739376291286
CYP3A4,nn_ridge,3,1,0.5009096127738454
CYP3A4,nn_ridge,3,2,0.4432217167878821
CYP3A4,nn_ridge,3,3,0.4777544017627356
CYP3A4,nn_ridge,3,4,0.49567537943057166
CYP3A4,nn_ridge,4,0,0.5014453205465943
CYP3A4,nn_ridge,4,1,0.49666758971152536
CYP3A4,nn_ridge,4,2,0.5022042740253204
CYP3A4,nn_ridge,4,3,0.49404082043661895
CYP3A4,nn_ridge,4,4,0.49096185998806813
