isoform,combiner,repeat,fold,config,coefficient
CYP1A2,elastic_net,3,4,mordred_pca__lightgbm,0.1036602032424184
CYP1A2,elastic_net,3,4,mordred_pca__rf,0.041724051142022434
CYP1A2,elastic_net,3,4,mordred_pca__xgboost,0.0
CYP1A2,elastic_net,3,4,__intercept__,-0.8146788012852539
CYP1A2,nnls,3,4,chemeleon__lightgbm,0.0
CYP1A2,nnls,3,4,chemeleon__rf,0.1445276562282803
CYP1A2,nnls,3,4,chemeleon__xgboost,0.0
CYP1A2,nnls,3,4,chemprop_chemeleoninit,0.4434615725625514
CYP1A2,nnls,3,4,chemprop_randominit,0.14091213681311496
CYP1A2,nnls,3,4,ecfp4_narrow__lightgbm,0.1831233735261061
CYP1A2,nnls,3,4,ecfp4_narrow__rf,0.06206862387752598
CYP1A2,nnls,3,4,ecfp4_narrow__xgboost,0.0
CYP1A2,nnls,3,4,mordred_pca__lightgbm,0.026016143094464542
CYP1A2,nnls,3,4,mordred_pca__rf,0.0
CYP1A2,nnls,3,4,mordred_pca__xgboost,0.0
CYP1A2,nn_ridge,3,4,chemeleon__lightgbm,0.0
CYP1A2,nn_ridge,3,4,chemeleon__rf,0.14343972836407123
CYP1A2,nn_ridge,3,4,chemeleon__xgboost,0.0
CYP1A2,nn_ridge,3,4,chemprop_chemeleoninit,0.43322364061809626
CYP1A2,nn_ridge,3,4,chemprop_randominit,0.14504906392743627
CYP1A2,nn_ridge,3,4,ecfp4_narrow__lightgbm,0.17697189469100894
CYP1A2,nn_ridge,3,4,ecfp4_narrow__rf,0.07089838967551626
CYP1A2,nn_ridge,3,4,ecfp4_narrow__xgboost,0.0
CYP1A2,nn_ridge,3,4,mordred_pca__lightgbm,0.030461079826349432
CYP1A2,nn_ridge,3,4,mordred_pca__rf,0.0
CYP1A2,nn_ridge,3,4,mordred_pca__xgboost,0.0
CYP1A2,ridge,4,0,chemeleon__lightgbm,0.00451717443651051
CYP1A2,ridge,4,0,chemeleon__rf,0.1801520356131208
CYP1A2,ridge,4,0,chemeleon__xgboost,-0.011886458410658985
CYP1A2,ridge,4,0,chemprop_chemeleoninit,0.375610592517588
CYP1A2,ridge,4,0,chemprop_randominit,0.15516275374962565
CYP1A2,ridge,4,0,ecfp4_narrow__lightgbm,0.169533238388361
CYP1A2,ridge,4,0,ecfp4_narrow__rf,0.11751415993167111
CYP1A2,ridge,4,0,ecfp4_narrow__xgboost,0.04307318301851219
CYP1A2,ridge,4,0,mordred_pca__lightgbm,0.09501858344104533
CYP1A2,ridge,4,0,mordred_pca__rf,0.06808676783468698
CYP1A2,ridge,4,0,mordred_pca__xgboost,-0.010730976086268716
CYP1A2,ridge,4,0,__intercept__,-0.9296637087543989
CYP1A2,elastic_net,4,0,chemeleon__lightgbm,0.0
CYP1A2,elastic_net,4,0,chemeleon__rf,0.18060600977722704
CYP1A2,elastic_net,4,0,chemeleon__xgboost,-0.0
CYP1A2,elastic_net,4,0,chemprop_chemeleoninit,0.4040761711942992
CYP1A2,elastic_net,4,0,chemprop_randominit,0.14583233588353958
CYP1A2,elastic_net,4,0,ecfp4_narrow__lightgbm,0.18504810797891558
CYP1A2,elastic_net,4,0,ecfp4_narrow__rf,0.1062186222596217
CYP1A2,elastic_net,4,0,ecfp4_narrow__xgboost,0.01944205971271693
CYP1A2,elastic_net,4,0,mordred_pca__lightgbm,0.08068497319248549
CYP1A2,elastic_net,4,0,mordred_pca__rf,0.0387710964711375
CYP1A2,elastic_net,4,0,mordred_pca__xgboost,0.0
CYP1A2,elastic_net,4,0,__intercept__,-0.8043512971621203
CYP1A2,nnls,4,0,chemeleon__lightgbm,0.0
CYP1A2,nnls,4,0,chemeleon__rf,0.1487738443192716
CYP1A2,nnls,4,0,chemeleon__xgboost,0.0
CYP1A2,nnls,4,0,chemprop_chemeleoninit,0.43958374864742483
CYP1A2,nnls,4,0,chemprop_randominit,0.1507597822632938
CYP1A2,nnls,4,0,ecfp4_narrow__lightgbm,0.17696179470877846
CYP1A2,nnls,4,0,ecfp4_narrow__rf,0.07768140443427471
CYP1A2,nnls,4,0,ecfp4_narrow__xgboost,0.0
CYP1A2,nnls,4,0,mordred_pca__lightgbm,0.004998880643810196
CYP1A2,nnls,4,0,mordred_pca__rf,0.0
CYP1A2,nnls,4,0,mordred_pca__xgboost,0.0
CYP1A2,nn_ridge,4,0,chemeleon__lightgbm,0.0
CYP1A2,nn_ridge,4,0,chemeleon__rf,0.1487737873214332
CYP1A2,nn_ridge,4,0,chemeleon__xgboost,0.0
CYP1A2,nn_ridge,4,0,chemprop_chemeleoninit,0.43958343293668134
CYP1A2,nn_ridge,4,0,chemprop_randominit,0.15075990361812305
CYP1A2,nn_ridge,4,0,ecfp4_narrow__lightgbm,0.17696161725729784
CYP1A2,nn_ridge,4,0,ecfp4_narrow__rf,0.07768165740734274
CYP1A2,nn_ridge,4,0,ecfp4_narrow__xgboost,0.0
CYP1A2,nn_ridge,4,0,mordred_pca__lightgbm,0.004999055201900897
CYP1A2,nn_ridge,4,0,mordred_pca__rf,0.0
CYP1A2,nn_ridge,4,0,mordred_pca__xgboost,0.0
CYP1A2,ridge,4,1,chemeleon__lightgbm,-0.005160167748216555
CYP1A2,ridge,4,1,chemeleon__rf,0.20485763631444082
CYP1A2,ridge,4,1,chemeleon__xgboost,-0.020370073276164847
CYP1A2,ridge,4,1,chemprop_chemeleoninit,0.4146992123806351
CYP1A2,ridge,4,1,chemprop_randominit,0.14016107024549912
CYP1A2,ridge,4,1,ecfp4_narrow__lightgbm,0.17467157273867653
CYP1A2,ridge,4,1,ecfp4_narrow__rf,0.10154960806443945
CYP1A2,ridge,4,1,ecfp4_narrow__xgboost,0.030578419180134896
CYP1A2,ridge,4,1,mordred_pca__lightgbm,0.1029387007472647
CYP1A2,ridge,4,1,mordred_pca__rf,0.04498026141449245
CYP1A2,ridge,4,1,mordred_pca__xgboost,-0.006594428401664508
CYP1A2,ridge,4,1,__intercept__,-0.90604412517244
CYP1A2,elastic_net,4,1,chemeleon__lightgbm,0.0
CYP1A2,elastic_net,4,1,chemeleon__rf,0.18702464454504902
CYP1A2,elastic_net,4,1,chemeleon__xgboost,-0.0
CYP1A2,elastic_net,4,1,chemprop_chemeleoninit,0.42223364004585534
CYP1A2,elastic_net,4,1,chemprop_randominit,0.13806676120466496
CYP1A2,elastic_net,4,1,ecfp4_narrow__lightgbm,0.1764164386803819
CYP1A2,elastic_net,4,1,ecfp4_narrow__rf,0.09731809908062149
CYP1A2,elastic_net,4,1,ecfp4_narrow__xgboost,0.02233575488325251
CYP1A2,elastic_net,4,1,mordred_pca__lightgbm,0.09042141903960636
CYP1A2,elastic_net,4,1,mordred_pca__rf,0.03173811929644011
CYP1A2,elastic_net,4,1,mordred_pca__xgboost,0.0
CYP1A2,elastic_net,4,1,__intercept__,-0.8233667664421258
CYP1A2,nnls,4,1,chemeleon__lightgbm,0.0
CYP1A2,nnls,4,1,chemeleon__rf,0.15278580944972553
CYP1A2,nnls,4,1,chemeleon__xgboost,0.0
CYP1A2,nnls,4,1,chemprop_chemeleoninit,0.4617142001600835
CYP1A2,nnls,4,1,chemprop_randominit,0.14258002945762044
CYP1A2,nnls,4,1,ecfp4_narrow__lightgbm,0.17159751171586127
CYP1A2,nnls,4,1,ecfp4_narrow__rf,0.06620944320729914
CYP1A2,nnls,4,1,ecfp4_narrow__xgboost,0.0
CYP1A2,nnls,4,1,mordred_pca__lightgbm,0.004858773483538629
CYP1A2,nnls,4,1,mordred_pca__rf,0.0
CYP1A2,nnls,4,1,mordred_pca__xgboost,0.0
CYP1A2,nn_ridge,4,1,chemeleon__lightgbm,0.0
CYP1A2,nn_ridge,4,1,chemeleon__rf,0.15272043054908072
CYP1A2,nn_ridge,4,1,chemeleon__xgboost,0.0
CYP1A2,nn_ridge,4,1,chemprop_chemeleoninit,0.4613617273012082
CYP1A2,nn_ridge,4,1,chemprop_randominit,0.14272083764816546
CYP1A2,nn_ridge,4,1,ecfp4_narrow__lightgbm,0.17141658426968923
CYP1A2,nn_ridge,4,1,ecfp4_narrow__rf,0.06649111159226383
CYP1A2,nn_ridge,4,1,ecfp4_narrow__xgboost,0.0
CYP1A2,nn_ridge,4,1,mordred_pca__lightgbm,0.005033377602864484
CYP1A2,nn_ridge,4,1,mordred_pca__rf,0.0
CYP1A2,nn_ridge,4,1,mordred_pca__xgboost,0.0
CYP1A2,ridge,4,2,chemeleon__lightgbm,0.00673195396367902
CYP1A2,ridge,4,2,chemeleon__rf,0.20151826135586934
CYP1A2,ridge,4,2,chemeleon__xgboost,-0.010160548978257767
CYP1A2,ridge,4,2,chemprop_chemeleoninit,0.3654710750341993
CYP1A2,ridge,4,2,chemprop_randominit,0.15081957404984597
CYP1A2,ridge,4,2,ecfp4_narrow__lightgbm,0.16409774234325986
CYP1A2,ridge,4,2,ecfp4_narrow__rf,0.11174012204109496
CYP1A2,ridge,4,2,ecfp4_narrow__xgboost,0.043777891429883496
CYP1A2,ridge,4,2,mordred_pca__lightgbm,0.094463372250366
CYP1A2,ridge,4,2,mordred_pca__rf,0.05824723179580048
CYP1A2,ridge,4,2,mordred_pca__xgboost,-0.0006318099385671385
CYP1A2,ridge,4,2,__intercept__,-0.9251122538094885
CYP1A2,elastic_net,4,2,chemeleon__lightgbm,0.004665487333368967
CYP1A2,elastic_net,4,2,chemeleon__rf,0.19251391482870056
CYP1A2,elastic_net,4,2,chemeleon__xgboost,0.0
CYP1A2,elastic_net,4,2,chemprop_chemeleoninit,0.36637701306859477
CYP1A2,elastic_net,4,2,chemprop_randominit,0.15234028038534603
CYP1A2,elastic_net,4,2,ecfp4_narrow__lightgbm,0.16169600766314118
CYP1A2,elastic_net,4,2,ecfp4_narrow__rf,0.11038179472046142
CYP1A2,elastic_net,4,2,ecfp4_narrow__xgboost,0.041282306806115374
CYP1A2,elastic_net,4,2,mordred_pca__lightgbm,0.08653501732049511
CYP1A2,elastic_net,4,2,mordred_pca__rf,0.05368258355469062
CYP1A2,elastic_net,4,2,mordred_pca__xgboost,0.0
CYP1A2,elastic_net,4,2,__intercept__,-0.8431860234579993
CYP1A2,nnls,4,2,chemeleon__lightgbm,0.0
CYP1A2,nnls,4,2,chemeleon__rf,0.17633337875924637
CYP1A2,nnls,4,2,chemeleon__xgboost,0.0
CYP1A2,nnls,4,2,chemprop_chemeleoninit,0.427026572541749
CYP1A2,nnls,4,2,chemprop_randominit,0.14916188939481673
CYP1A2,nnls,4,2,ecfp4_narrow__lightgbm,0.16867993968009806
CYP1A2,nnls,4,2,ecfp4_narrow__rf,0.07368530789952887
CYP1A2,nnls,4,2,ecfp4_narrow__xgboost,0.0
CYP1A2,nnls,4,2,mordred_pca__lightgbm,0.0047614581133347
CYP1A2,nnls,4,2,mordred_pca__rf,0.0
CYP1A2,nnls,4,2,mordred_pca__xgboost,0.0
CYP1A2,nn_ridge,4,2,chemeleon__lightgbm,0.0
CYP1A2,nn_ridge,4,2,chemeleon__rf,0.1751217820258135
CYP1A2,nn_ridge,4,2,chemeleon__xgboost,0.0
CYP1A2,nn_ridge,4,2,chemprop_chemeleoninit,0.424091889068376
CYP1A2,nn_ridge,4,2,chemprop_randominit,0.15035612255064842
CYP1A2,nn_ridge,4,2,ecfp4_narrow__lightgbm,0.16709470803770282
CYP1A2,nn_ridge,4,2,ecfp4_narrow__rf,0.07624315902996373
CYP1A2,nn_ridge,4,2,ecfp4_narrow__xgboost,0.0
CYP1A2,nn_ridge,4,2,mordred_pca__lightgbm,0.0067225129414526805
CYP1A2,nn_ridge,4,2,mordred_pca__rf,0.0
CYP1A2,nn_ridge,4,2,mordred_pca__xgboost,0.0
CYP1A2,ridge,4,3,chemeleon__lightgbm,-0.028805326357663523
CYP1A2,ridge,4,3,chemeleon__rf,0.20018732549911644
CYP1A2,ridge,4,3,chemeleon__xgboost,-0.017895659764495545
CYP1A2,ridge,4,3,chemprop_chemeleoninit,0.40038966416975513
CYP1A2,ridge,4,3,chemprop_randominit,0.15559844517578328
CYP1A2,ridge,4,3,ecfp4_narrow__lightgbm,0.18650055857595038
CYP1A2,ridge,4,3,ecfp4_narrow__rf,0.09785008750632532
CYP1A2,ridge,4,3,ecfp4_narrow__xgboost,0.028794589276073212
CYP1A2,ridge,4,3,mordred_pca__lightgbm,0.10284702298840612
CYP1A2,ridge,4,3,mordred_pca__rf,0.035193773649671335
CYP1A2,ridge,4,3,mordred_pca__xgboost,0.0027468923138423283
CYP1A2,ridge,4,3,__intercept__,-0.8080596389144983
CYP1A2,elastic_net,4,3,chemeleon__lightgbm,0.0
CYP1A2,elastic_net,4,3,chemeleon__rf,0.16555345695192464
CYP1A2,elastic_net,4,3,chemeleon__xgboost,-0.0
CYP1A2,elastic_net,4,3,chemprop_chemeleoninit,0.4007700233201935
CYP1A2,elastic_net,4,3,chemprop_randominit,0.15640283355375345
CYP1A2,elastic_net,4,3,ecfp4_narrow__lightgbm,0.18138839365491538
CYP1A2,elastic_net,4,3,ecfp4_narrow__rf,0.09654669741854768
CYP1A2,elastic_net,4,3,ecfp4_narrow__xgboost,0.02381044895644113
CYP1A2,elastic_net,4,3,mordred_pca__lightgbm,0.08948500664478415
CYP1A2,elastic_net,4,3,mordred_pca__rf,0.02988415709426881
CYP1A2,elastic_net,4,3,mordred_pca__xgboost,0.0
CYP1A2,elastic_net,4,3,__intercept__,-0.7114085677859636
CYP1A2,nnls,4,3,chemeleon__lightgbm,0.0
CYP1A2,nnls,4,3,chemeleon__rf,0.13600921618445105
CYP1A2,nnls,4,3,chemeleon__xgboost,0.0
CYP1A2,nnls,4,3,chemprop_chemeleoninit,0.44222209825506037
CYP1A2,nnls,4,3,chemprop_randominit,0.1599899837763504
CYP1A2,nnls,4,3,ecfp4_narrow__lightgbm,0.181493483664513
CYP1A2,nnls,4,3,ecfp4_narrow__rf,0.06500192362769204
CYP1A2,nnls,4,3,ecfp4_narrow__xgboost,0.0
CYP1A2,nnls,4,3,mordred_pca__lightgbm,0.016090994223251536
CYP1A2,nnls,4,3,mordred_pca__rf,0.0
CYP1A2,nnls,4,3,mordred_pca__xgboost,0.0
CYP1A2,nn_ridge,4,3,chemeleon__lightgbm,0.0
CYP1A2,nn_ridge,4,3,chemeleon__rf,0.13576571110177832
CYP1A2,nn_ridge,4,3,chemeleon__xgboost,0.0
CYP1A2,nn_ridge,4,3,chemprop_chemeleoninit,0.4389874306448192
CYP1A2,nn_ridge,4,3,chemprop_randominit,0.1611103404081343
CYP1A2,nn_ridge,4,3,ecfp4_narrow__lightgbm,0.17950498922376631
CYP1A2,nn_ridge,4,3,ecfp4_narrow__rf,0.06784922299081882
CYP1A2,nn_ridge,4,3,ecfp4_narrow__xgboost,0.0
CYP1A2,nn_ridge,4,3,mordred_pca__lightgbm,0.017568367029219784
CYP1A2,nn_ridge,4,3,mordred_pca__rf,0.0
CYP1A2,nn_ridge,4,3,mordred_pca__xgboost,0.0
CYP1A2,ridge,4,4,chemeleon__lightgbm,0.006106133114939656
CYP1A2,ridge,4,4,chemeleon__rf,0.17799493175777434
CYP1A2,ridge,4,4,chemeleon__xgboost,0.00030675042183084185
CYP1A2,ridge,4,4,chemprop_chemeleoninit,0.3798738106582544
CYP1A2,ridge,4,4,chemprop_randominit,0.15083647319510785
CYP1A2,ridge,4,4,ecfp4_narrow__lightgbm,0.17559371163664098
CYP1A2,ridge,4,4,ecfp4_narrow__rf,0.09691172010561046
CYP1A2,ridge,4,4,ecfp4_narrow__xgboost,0.053036600334537706
CYP1A2,ridge,4,4,mordred_pca__lightgbm,0.0875952756566415
CYP1A2,ridge,4,4,mordred_pca__rf,0.06671033975707144
CYP1A2,ridge,4,4,mordred_pca__xgboost,-0.006633314582635588
CYP1A2,ridge,4,4,__intercept__,-0.9424748993793974
CYP1A2,elastic_net,4,4,chemeleon__lightgbm,0.003119876195353348
CYP1A2,elastic_net,4,4,chemeleon__rf,0.1769590600347
CYP1A2,elastic_net,4,4,chemeleon__xgboost,0.0
CYP1A2,elastic_net,4,4,chemprop_chemeleoninit,0.3838577995996224
CYP1A2,elastic_net,4,4,chemprop_randominit,0.1510636242540562
CYP1A2,elastic_net,4,4,ecfp4_narrow__lightgbm,0.17543118713277647
CYP1A2,elastic_net,4,4,ecfp4_narrow__rf,0.09487443535154975
CYP1A2,elastic_net,4,4,ecfp4_narrow__xgboost,0.04959680960900835
CYP1A2,elastic_net,4,4,mordred_pca__lightgbm,0.07896321684872404
CYP1A2,elastic_net,4,4,mordred_pca__rf,0.0597303308633635
CYP1A2,elastic_net,4,4,mordred_pca__xgboost,0.0
CYP1A2,elastic_net,4,4,__intercept__,-0.8697111226720606
CYP1A2,nnls,4,4,chemeleon__lightgbm,0.0
CYP1A2,nnls,4,4,chemeleon__rf,0.15673138333643927
CYP1A2,nnls,4,4,chemeleon__xgboost,0.0
CYP1A2,nnls,4,4,chemprop_chemeleoninit,0.44529489830101826
CYP1A2,nnls,4,4,chemprop_randominit,0.14771354298689957
CYP1A2,nnls,4,4,ecfp4_narrow__lightgbm,0.19035450423219757
CYP1A2,nnls,4,4,ecfp4_narrow__rf,0.05828594545796257
CYP1A2,nnls,4,4,ecfp4_narrow__xgboost,0.0
CYP1A2,nnls,4,4,mordred_pca__lightgbm,0.0
CYP1A2,nnls,4,4,mordred_pca__rf,0.0
CYP1A2,nnls,4,4,mordred_pca__xgboost,0.0
CYP1A2,nn_ridge,4,4,chemeleon__lightgbm,0.0
CYP1A2,nn_ridge,4,4,chemeleon__rf,0.1567314252846713
CYP1A2,nn_ridge,4,4,chemeleon__xgboost,0.0
CYP1A2,nn_ridge,4,4,chemprop_chemeleoninit,0.4452945727697751
CYP1A2,nn_ridge,4,4,chemprop_randominit,0.14771368077249944
CYP1A2,nn_ridge,4,4,ecfp4_narrow__lightgbm,0.1903542806513643
CYP1A2,nn_ridge,4,4,ecfp4_narrow__rf,0.05828631243790488
CYP1A2,nn_ridge,4,4,ecfp4_narrow__xgboost,0.0
CYP1A2,nn_ridge,4,4,mordred_pca__lightgbm,0.0
CYP1A2,nn_ridge,4,4,mordred_pca__rf,0.0
CYP1A2,nn_ridge,4,4,mordred_pca__xgboost,0.0
CYP2C9,ridge,0,0,chemeleon__lightgbm,0.015646011967081496
CYP2C9,ridge,0,0,chemeleon__rf,0.06028864575218695
CYP2C9,ridge,0,0,chemeleon__xgboost,-0.05159867694385405
CYP2C9,ridge,0,0,chemprop_chemeleoninit,0.520942271028434
CYP2C9,ridge,0,0,chemprop_randominit,0.18884945391553254
CYP2C9,ridge,0,0,ecfp4_narrow__lightgbm,0.11772451415272117
CYP2C9,ridge,0,0,ecfp4_narrow__rf,0.21228178713222665
CYP2C9,ridge,0,0,ecfp4_narrow__xgboost,0.003951530418600911
CYP2C9,ridge,0,0,mordred_pca__lightgbm,-0.016129794096860828
CYP2C9,ridge,0,0,mordred_pca__rf,0.03282757782161957
CYP2C9,ridge,0,0,mordred_pca__xgboost,0.013713870481980243
CYP2C9,ridge,0,0,__intercept__,-0.45247770872391424
CYP2C9,elastic_net,0,0,chemeleon__lightgbm,0.0
CYP2C9,elastic_net,0,0,chemeleon__rf,0.0
CYP2C9,elastic_net,0,0,chemeleon__xgboost,-0.0
CYP2C9,elastic_net,0,0,chemprop_chemeleoninit,0.5450647057323226
CYP2C9,elastic_net,0,0,chemprop_randominit,0.18535414894869587
CYP2C9,elastic_net,0,0,ecfp4_narrow__lightgbm,0.10675478373003772
CYP2C9,elastic_net,0,0,ecfp4_narrow__rf,0.2100828397478084
CYP2C9,elastic_net,0,0,ecfp4_narrow__xgboost,0.0
CYP2C9,elastic_net,0,0,mordred_pca__lightgbm,0.0
CYP2C9,elastic_net,0,0,mordred_pca__rf,0.0
CYP2C9,elastic_net,0,0,mordred_pca__xgboost,0.0
CYP2C9,elastic_net,0,0,__intercept__,-0.21821045650855098
CYP2C9,nnls,0,0,chemeleon__lightgbm,0.0
CYP2C9,nnls,0,0,chemeleon__rf,0.0
CYP2C9,nnls,0,0,chemeleon__xgboost,0.0
CYP2C9,nnls,0,0,chemprop_chemeleoninit,0.5425490953118559
CYP2C9,nnls,0,0,chemprop_randominit,0.1830547259968597
CYP2C9,nnls,0,0,ecfp4_narrow__lightgbm,0.09956463626374278
CYP2C9,nnls,0,0,ecfp4_narrow__rf,0.175093134190662
CYP2C9,nnls,0,0,ecfp4_narrow__xgboost,0.0
CYP2C9,nnls,0,0,mordred_pca__lightgbm,0.0
CYP2C9,nnls,0,0,mordred_pca__rf,0.0
CYP2C9,nnls,0,0,mordred_pca__xgboost,0.0
CYP2C9,nn_ridge,0,0,chemeleon__lightgbm,0.0
CYP2C9,nn_ridge,0,0,chemeleon__rf,0.0
CYP2C9,nn_ridge,0,0,chemeleon__xgboost,0.0
CYP2C9,nn_ridge,0,0,chemprop_chemeleoninit,0.536261632096806
CYP2C9,nn_ridge,0,0,chemprop_randominit,0.18594860229201396
CYP2C9,nn_ridge,0,0,ecfp4_narrow__lightgbm,0.10335443931017567
CYP2C9,nn_ridge,0,0,ecfp4_narrow__rf,0.17466147942298138
CYP2C9,nn_ridge,0,0,ecfp4_narrow__xgboost,0.0
CYP2C9,nn_ridge,0,0,mordred_pca__lightgbm,0.0
CYP2C9,nn_ridge,0,0,mordred_pca__rf,0.0
CYP2C9,nn_ridge,0,0,mordred_pca__xgboost,0.0
CYP2C9,ridge,0,1,chemeleon__lightgbm,0.019747365175456364
CYP2C9,ridge,0,1,chemeleon__rf,0.08133169160544558
CYP2C9,ridge,0,1,chemeleon__xgboost,-0.059114339293629165
CYP2C9,ridge,0,1,chemprop_chemeleoninit,0.5210569321600483
CYP2C9,ridge,0,1,chemprop_randominit,0.17404533012906487
CYP2C9,ridge,0,1,ecfp4_narrow__lightgbm,0.11414446238288797
CYP2C9,ridge,0,1,ecfp4_narrow__rf,0.24176484256400843
CYP2C9,ridge,0,1,ecfp4_narrow__xgboost,-0.0010408926934039376
CYP2C9,ridge,0,1,mordred_pca__lightgbm,-0.033667718866560635
CYP2C9,ridge,0,1,mordred_pca__rf,0.01669860772787066
CYP2C9,ridge,0,1,mordred_pca__xgboost,0.02926234991714698
CYP2C9,ridge,0,1,__intercept__,-0.4760041927578511
CYP2C9,elastic_net,0,1,chemeleon__lightgbm,0.0
CYP2C9,elastic_net,0,1,chemeleon__rf,0.0021872033037817107
CYP2C9,elastic_net,0,1,chemeleon__xgboost,-0.0
CYP2C9,elastic_net,0,1,chemprop_chemeleoninit,0.545933558953332
CYP2C9,elastic_net,0,1,chemprop_randominit,0.1711439155191183
CYP2C9,elastic_net,0,1,ecfp4_narrow__lightgbm,0.09850562447403965
CYP2C9,elastic_net,0,1,ecfp4_narrow__rf,0.24407181246639084
CYP2C9,elastic_net,0,1,ecfp4_narrow__xgboost,0.0
CYP2C9,elastic_net,0,1,mordred_pca__lightgbm,0.0
CYP2C9,elastic_net,0,1,mordred_pca__rf,0.0
CYP2C9,elastic_net,0,1,mordred_pca__xgboost,0.0
CYP2C9,elastic_net,0,1,__intercept__,-0.2825186926464891
CYP2C9,nnls,0,1,chemeleon__lightgbm,0.0
CYP2C9,nnls,0,1,chemeleon__rf,0.0
CYP2C9,nnls,0,1,chemeleon__xgboost,0.0
CYP2C9,nnls,0,1,chemprop_chemeleoninit,0.5426670676420072
CYP2C9,nnls,0,1,chemprop_randominit,0.1692020363220874
CYP2C9,nnls,0,1,ecfp4_narrow__lightgbm,0.08913768462532912
CYP2C9,nnls,0,1,ecfp4_narrow__rf,0.1998944609938002
CYP2C9,nnls,0,1,ecfp4_narrow__xgboost,0.0
CYP2C9,nnls,0,1,mordred_pca__lightgbm,0.0
CYP2C9,nnls,0,1,mordred_pca__rf,0.0
CYP2C9,nnls,0,1,mordred_pca__xgboost,0.0
CYP2C9,nn_ridge,0,1,chemeleon__lightgbm,0.0
CYP2C9,nn_ridge,0,1,chemeleon__rf,0.0
CYP2C9,nn_ridge,0,1,chemeleon__xgboost,0.0
CYP2C9,nn_ridge,0,1,chemprop_chemeleoninit,0.5237516678928049
CYP2C9,nn_ridge,0,1,chemprop_randominit,0.17815378569114124
CYP2C9,nn_ridge,0,1,ecfp4_narrow__lightgbm,0.10297450761651382
CYP2C9,nn_ridge,0,1,ecfp4_narrow__rf,0.1959153285376373
CYP2C9,nn_ridge,0,1,ecfp4_narrow__xgboost,0.0
CYP2C9,nn_ridge,0,1,mordred_pca__lightgbm,0.0
CYP2C9,nn_ridge,0,1,mordred_pca__rf,0.0
CYP2C9,nn_ridge,0,1,mordred_pca__xgboost,0.0
CYP2C9,ridge,0,2,chemeleon__lightgbm,-0.0017811765654749778
CYP2C9,ridge,0,2,chemeleon__rf,0.08160168831129132
CYP2C9,ridge,0,2,chemeleon__xgboost,-0.05541673174227897
CYP2C9,ridge,0,2,chemprop_chemeleoninit,0.5173456805626513
CYP2C9,ridge,0,2,chemprop_randominit,0.19309478637402985
CYP2C9,ridge,0,2,ecfp4_narrow__lightgbm,0.10839074275408578
CYP2C9,ridge,0,2,ecfp4_narrow__rf,0.24633913509438926
CYP2C9,ridge,0,2,ecfp4_narrow__xgboost,-0.008435860515594654
CYP2C9,ridge,0,2,mordred_pca__lightgbm,-0.004054338654238833
CYP2C9,ridge,0,2,mordred_pca__rf,0.02839986479373371
CYP2C9,ridge,0,2,mordred_pca__xgboost,0.018281851840749333
CYP2C9,ridge,0,2,__intercept__,-0.5666666187785641
CYP2C9,elastic_net,0,2,chemeleon__lightgbm,0.0
CYP2C9,elastic_net,0,2,chemeleon__rf,0.05077247032350157
CYP2C9,elastic_net,0,2,chemeleon__xgboost,-0.03185235414098279
CYP2C9,elastic_net,0,2,chemprop_chemeleoninit,0.5326416874968043
CYP2C9,elastic_net,0,2,chemprop_randominit,0.18966211272781033
CYP2C9,elastic_net,0,2,ecfp4_narrow__lightgbm,0.09458902205960963
CYP2C9,elastic_net,0,2,ecfp4_narrow__rf,0.24993366198556444
CYP2C9,elastic_net,0,2,ecfp4_narrow__xgboost,0.0
CYP2C9,elastic_net,0,2,mordred_pca__lightgbm,0.0
CYP2C9,elastic_net,0,2,mordred_pca__rf,0.004942941002380769
CYP2C9,elastic_net,0,2,mordred_pca__xgboost,0.011815189954694973
CYP2C9,elastic_net,0,2,__intercept__,-0.4694838435978541
CYP2C9,nnls,0,2,chemeleon__lightgbm,0.0
CYP2C9,nnls,0,2,chemeleon__rf,0.0
CYP2C9,nnls,0,2,chemeleon__xgboost,0.0
CYP2C9,nnls,0,2,chemprop_chemeleoninit,0.5388250099513829
CYP2C9,nnls,0,2,chemprop_randominit,0.18726650094782968
CYP2C9,nnls,0,2,ecfp4_narrow__lightgbm,0.07516127449676532
CYP2C9,nnls,0,2,ecfp4_narrow__rf,0.19947693492328214
CYP2C9,nnls,0,2,ecfp4_narrow__xgboost,0.0
CYP2C9,nnls,0,2,mordred_pca__lightgbm,0.0
CYP2C9,nnls,0,2,mordred_pca__rf,0.0
CYP2C9,nnls,0,2,mordred_pca__xgboost,0.0
CYP2C9,nn_ridge,0,2,chemeleon__lightgbm,0.0
CYP2C9,nn_ridge,0,2,chemeleon__rf,0.0
CYP2C9,nn_ridge,0,2,chemeleon__xgboost,0.0
CYP2C9,nn_ridge,0,2,chemprop_chemeleoninit,0.520675809490304
CYP2C9,nn_ridge,0,2,chemprop_randominit,0.1952557157686413
CYP2C9,nn_ridge,0,2,ecfp4_narrow__lightgbm,0.09031909693012338
CYP2C9,nn_ridge,0,2,ecfp4_narrow__rf,0.1943967712150829
CYP2C9,nn_ridge,0,2,ecfp4_narrow__xgboost,0.0
CYP2C9,nn_ridge,0,2,mordred_pca__lightgbm,0.0
CYP2C9,nn_ridge,0,2,mordred_pca__rf,0.0
CYP2C9,nn_ridge,0,2,mordred_pca__xgboost,0.0
