isoform,offset,strae,r2
CYP1A2,0.7,1.2687147901505056,-0.23602035135759536
CYP1A2,0.71,1.2810329714928435,-0.24939874252316785
CYP1A2,0.72,1.2934986226674214,-0.2629656121552142
CYP1A2,0.73,1.3061187538530168,-0.27672096025373527
CYP1A2,0.74,1.3188752318264025,-0.2906647868187302
CYP1A2,0.75,1.3317652287654982,-0.30479709185019854
CYP1A2,0.76,1.3447998059609654,-0.31911787534814073
CYP1A2,0.77,1.3579466484595535,-0.3336271373125579
CYP1A2,0.78,1.3712250575618525,-0.34832487774344845
CYP1A2,0.79,1.3846303249665746,-0.36321109664081264
CYP1A2,0.8,1.398159678381061,-0.3782857940046509
CYP1A2,0.81,1.4118276020943195,-0.3935489698349637
CYP1A2,0.82,1.425639732068832,-0.4090006241317503
CYP1A2,0.83,1.4395736261769598,-0.42464075689501035
CYP1A2,0.84,1.453633342922024,-0.44046936812474424
CYP1A2,0.85,1.4678037920181515,-0.45648645782095243
CYP1A2,0.86,1.4820855387156602,-0.4726920259836358
CYP1A2,0.87,1.4965000992964306,-0.48908607261279147
CYP1A2,0.88,1.511027465720477,-0.5056685977084212
CYP1A2,0.89,1.5256590439525968,-0.522439601270525
CYP1A2,0.9,1.5404196691301406,-0.5393990832991042
CYP1A2,0.91,1.5552912906035998,-0.556547043794156
CYP1A2,0.92,1.5702779815294945,-0.573883482755682
CYP1A2,0.93,1.5853645720163325,-0.5914084001836815
CYP1A2,0.94,1.6005145414272006,-0.6091217960781559
CYP1A2,0.95,1.615746542547058,-0.6270236704391043
CYP1A2,0.96,1.631091366324626,-0.6451140232665258
CYP1A2,0.97,1.6465344822203944,-0.6633928545604213
CYP1A2,0.98,1.662072195006417,-0.6818601643207913
CYP1A2,0.99,1.677714035528335,-0.7005159525476359
CYP1A2,1.0,1.6934446773489482,-0.7193602192409532
CYP1A2,1.01,1.7092737453133648,-0.7383929644007445
CYP1A2,1.02,1.72519235432519,-0.7576141880270104
CYP1A2,1.03,1.7411891596401288,-0.7770238901197508
CYP1A2,1.04,1.7572812290340523,-0.796622070678964
CYP1A2,1.05,1.7734578862049168,-0.8164087297046514
CYP1A2,1.06,1.789707109796698,-0.8363838671968131
CYP1A2,1.07,1.8060368816809973,-0.8565474831554494
CYP1A2,1.08,1.8224496901781442,-0.8768995775805581
CYP1A2,1.09,1.8389316585376811,-0.8974401504721417
CYP1A2,1.1,1.8554957807305912,-0.9181692018301995
CYP1A2,1.11,1.872142949290739,-0.9390867316547313
CYP1A2,1.12,1.8888651084321646,-0.9601927399457362
CYP1A2,1.13,1.9056585921612736,-0.9814872267032153
CYP1A2,1.14,1.922517517889455,-1.0029701919271683
CYP1A2,1.15,1.9394407810941638,-1.0246416356175958
CYP1A2,1.16,1.9564344675348377,-1.0465015577744974
CYP1A2,1.17,1.9734970090456405,-1.0685499583978726
CYP1A2,1.18,1.9906119608925341,-1.090786837487721
CYP1A2,1.19,2.0077837358778714,-1.1132121950440448
CYP1A2,1.2,2.02503918770694,-1.1358260310668422
CYP1A2,1.21,2.0423588286074916,-1.1586283455561133
CYP1A2,1.22,2.0597346415805937,-1.1816191385118575
CYP1A2,1.23,2.077188065074728,-1.2047984099340772
CYP1A2,1.24,2.094705489151532,-1.2281661598227709
CYP1A2,1.25,2.1122784734398596,-1.2517223881779374
CYP1A2,1.26,2.1299191269555706,-1.2754670949995774
CYP1A2,1.27,2.1476051238168408,-1.2994002802876934
CYP1A2,1.28,2.165336520936284,-1.3235219440422825
