isoform,s,strae,r2
CYP2C9,2.16,1.4023141020650747,-0.4027748170726748
CYP2C9,2.17,1.4118728296073528,-0.4155010124040006
CYP2C9,2.18,1.4214543249884628,-0.4283273162416632
CYP2C9,2.19,1.4310684617241387,-0.4412537285856617
CYP2C9,2.2,1.4407151042274158,-0.454280249435997
CYP2C9,2.21,1.4503797548753916,-0.46740687879266773
CYP2C9,2.22,1.4600903480355623,-0.4806336166556755
CYP2C9,2.23,1.4698226961180993,-0.49396046302501895
CYP2C9,2.24,1.4795749187132774,-0.507387417900699
CYP2C9,2.25,1.4893647899673468,-0.5209144812827149
CYP2C9,2.26,1.4991856302543511,-0.5345416531710674
CYP2C9,2.27,1.5090325644826281,-0.548268933565756
CYP2C9,2.28,1.518908422068683,-0.562096322466781
CYP2C9,2.29,1.5288129405467639,-0.5760238198741425
CYP2C9,2.3,1.5387425151922498,-0.5900514257878395
CYP2C9,2.31,1.5486915839612432,-0.6041791402078736
CYP2C9,2.32,1.55867051547381,-0.6184069631342433
CYP2C9,2.33,1.568693640622454,-0.6327348945669498
CYP2C9,2.34,1.578748195964467,-0.6471629345059917
CYP2C9,2.35,1.5888330600589866,-0.6616910829513707
CYP2C9,2.36,1.5989511315158917,-0.6763193399030853
CYP2C9,2.37,1.6090983470244724,-0.6910477053611366
CYP2C9,2.38,1.6192729404000574,-0.7058761793255239
CYP2C9,2.39,1.629471638215926,-0.7208047617962479
CYP2C9,2.4,1.639705147693896,-0.7358334527733075
CYP2C9,2.41,1.6499647186972073,-0.7509622522567039
CYP2C9,2.42,1.6602420556700945,-0.766191160246436
CYP2C9,2.43,1.670546050274015,-0.7815201767425048
CYP2C9,2.44,1.6808845207231506,-0.7969493017449094
CYP2C9,2.45,1.691242324497116,-0.812478535253651
CYP2C9,2.46,1.7016245227959577,-0.8281078772687278
CYP2C9,2.47,1.7120346965876116,-0.8438373277901419
CYP2C9,2.48,1.7224702353077956,-0.8596668868178909
CYP2C9,2.49,1.7329255280240081,-0.8755965543519775
CYP2C9,2.5,1.74341048698119,-0.8916263303923997
CYP2C9,2.51,1.753910358748883,-0.907756214939158
CYP2C9,2.52,1.7644375105645558,-0.923986207992253
CYP2C9,2.53,1.7749817553718434,-0.940316309551684
CYP2C9,2.54,1.785541831348167,-0.9567465196174516
CYP2C9,2.55,1.7961250596724474,-0.9732768381895549
CYP2C9,2.56,1.8067375718973386,-0.989907265267995
CYP2C9,2.57,1.817376877475745,-1.0066378008527708
CYP2C9,2.58,1.8280358909362118,-1.0234684449438833
CYP2C9,2.59,1.8387210544657666,-1.0403991975413316
CYP2C9,2.6,1.849426886869238,-1.0574300586451169
CYP2C9,2.61,1.860167397076127,-1.0745610282552374
CYP2C9,2.62,1.870933257773385,-1.0917921063716953
CYP2C9,2.63,1.8817219307850979,-1.109123292994488
CYP2C9,2.64,1.8925272725645015,-1.1265545881236187
CYP2C9,2.65,1.9033551897299477,-1.1440859917590838
CYP2C9,2.66,1.9142043900080554,-1.1617175039008867
CYP2C9,2.67,1.925074469547854,-1.1794491245490253
CYP2C9,2.68,1.9359618655601127,-1.1972808537035
CYP2C9,2.69,1.9468688682246655,-1.2152126913643109
CYP2C9,2.7,1.9577942275556335,-1.2332446375314587
CYP2C9,2.71,1.9687385972481972,-1.2513766922049419
CYP2C9,2.72,1.9797028010912092,-1.269608855384762
CYP2C9,2.73,1.9906819211669018,-1.2879411270709178
CYP2C9,2.74,2.0016767303491565,-1.3063735072634097
CYP2C9,2.75,2.012694579157219,-1.3249059959622382
CYP2C9,2.76,2.0237229907379874,-1.3435385931674024
CYP2C9,2.77,2.034757200255038,-1.362271298878904
CYP2C9,2.78,2.0458058094345377,-1.381104113096741
CYP2C9,2.79,2.0568701327338332,-1.4000370358209149
CYP2C9,2.8,2.067961072530146,-1.4190700670514245
CYP2C9,2.81,2.079069759959103,-1.438203206788271
CYP2C9,2.82,2.090194249170092,-1.457436455031453
CYP2C9,2.83,2.101329370372997,-1.4767698117809713
CYP2C9,2.84,2.112478552033105,-1.4962032770368259
CYP2C9,2.85,2.1236506218647433,-1.515736850799017
CYP2C9,2.86,2.134864065205445,-1.5353705330675438
CYP2C9,2.87,2.1460911197962647,-1.5551043238424076
CYP2C9,2.88,2.157329472980574,-1.574938223123607
CYP2C9,2.89,2.1685866807712357,-1.5948722309111436
CYP2C9,2.9,2.179862646585997,-1.6149063472050154
CYP2C9,2.91,2.191149812054373,-1.6350405720052241
CYP2C9,2.92,2.202464565767594,-1.6552749053117681
CYP2C9,2.93,2.213794057973191,-1.6756093471246496
CYP2C9,2.94,2.225134993387088,-1.6960438974438667
CYP2C9,2.95,2.2364888056935195,-1.7165785562694205
CYP2C9,2.96,2.2478672547765726,-1.7372133236013094
CYP2C9,2.97,2.2592589573024817,-1.7579481994395354
CYP2C9,2.98,2.2706655545473513,-1.7787831837840975
CYP2C9,2.99,2.2820898741640536,-1.7997182766349966
CYP2C9,3.0,2.2935225744303773,-1.820753477992231
CYP2D6,0.2,0.9407306191167368,0.06565028941419793
CYP2D6,0.21,0.9386281746262125,0.06841105404900116
CYP2D6,0.22,0.9365979879824664,0.07111521413500566
CYP2D6,0.23,0.9346441184909589,0.07376276967221096
CYP2D6,0.24,0.932769288470563,0.07635372066061752
CYP2D6,0.25,0.9309629811392484,0.07888806710022511
CYP2D6,0.26,0.9292428046512303,0.08136580899103385
CYP2D6,0.27,0.9276028607450839,0.08378694633304351
CYP2D6,0.28,0.9260450444832006,0.0861514791262542
CYP2D6,0.29,0.9245617088747407,0.08845940737066604
CYP2D6,0.3,0.9231739156275524,0.0907107310662788
CYP2D6,0.31,0.9218463626791751,0.09290545021309282
CYP2D6,0.32,0.9205852076106026,0.09504356481110776
CYP2D6,0.33,0.919415320377925,0.09712507486032385
CYP2D6,0.34,0.9183214441184648,0.09914998036074107
CYP2D6,0.35,0.9173208486941575,0.10111828131235912
CYP2D6,0.36,0.916413923881072,0.10302997771517841
CYP2D6,0.37,0.9155937488182273,0.10488506956919874
CYP2D6,0.38,0.9148480981476814,0.10668355687442
CYP2D6,0.39,0.9141661512957094,0.10842543963084239
CYP2D6,0.4,0.913556552621985,0.11011071783846604
CYP2D6,0.41,0.9130129616116079,0.1117393914972904
CYP2D6,0.42,0.9125347703490717,0.113311460607316
CYP2D6,0.43,0.912142802506566,0.11482692516854276
CYP2D6,0.44,0.911835977632632,0.11628578518097032
CYP2D6,0.45,0.9115955481958138,0.11768804064459915
CYP2D6,0.46,0.9114396562516076,0.11903369155942911
CYP2D6,0.47,0.9113530496439747,0.12032273792546
CYP2D6,0.48,0.9113372755342697,0.12155517974269181
CYP2D6,0.49,0.9113801530935153,0.12273101701112499
CYP2D6,0.5,0.9115027963349359,0.12385024973075909
CYP2D6,0.51,0.9116974034569318,0.12491287790159422
CYP2D6,0.52,0.9119577445293638,0.1259189015236304
CYP2D6,0.53,0.9122930617764838,0.1268683205968677
CYP2D6,0.54,0.9127001336543843,0.12776113512130594
CYP2D6,0.55,0.9131722206867371,0.12859734509694554
CYP2D6,0.56,0.9137100877774759,0.12937695052378595
CYP2D6,0.57,0.9143123795513857,0.1300999514018274
CYP2D6,0.58,0.914987484898708,0.13076634773106988
CYP2D6,0.59,0.9157412469217339,0.1313761395115135
CYP2D6,0.6,0.916557915719438,0.13192932674315827
CYP2D6,0.61,0.9174458649579887,0.13242590942600396
CYP2D6,0.62,0.9183930354858895,0.1328658875600508
CYP2D6,0.63,0.9193965193449628,0.13324926114529878
CYP2D6,0.64,0.9204792777421449,0.13357603018174768
CYP2D6,0.65,0.9216355291672567,0.13384619466939762
CYP2D6,0.66,0.9228510386650438,0.1340597546082487
CYP2D6,0.67,0.9241409010235427,0.1342167099983007
CYP2D6,0.68,0.9254963959680157,0.13431706083955397
CYP2D6,0.69,0.9269143198061978,0.13436080713200804
CYP2D6,0.7,0.9283834563610317,0.1343479488756637
CYP2D6,0.71,0.9299094229522173,0.13427848607051984
CYP2D6,0.72,0.9314944361976104,0.13415241871657735
CYP2D6,0.73,0.933146035214435,0.13396974681383578
CYP2D6,0.74,0.9348644711491477,0.13373047036229535
CYP2D6,0.75,0.9366365316154474,0.13343458936195596
CYP2D6,0.76,0.9384691934669016,0.1330821038128176
CYP2D6,0.77,0.9403503601411491,0.13267301371488038
CYP2D6,0.78,0.9422918828543304,0.1322073190681441
CYP2D6,0.79,0.944310689624122,0.13168501987260894
CYP2D6,0.8,0.9463860909207634,0.13110611612827483
CYP2D6,0.81,0.948541150653243,0.13047060783514175
CYP2D6,0.82,0.9507604474502517,0.12977849499320993
CYP2D6,0.83,0.9530284469321112,0.1290297776024789
CYP2D6,0.84,0.9553450125162968,0.12822445566294904
CYP2D6,0.85,0.9577145942499155,0.1273625291746202
CYP2D6,0.86,0.9601274494352922,0.12644399813749252
CYP2D6,0.87,0.9625920303991322,0.12546886255156586
CYP2D6,0.88,0.9651036466079886,0.12443712241684024
CYP2D6,0.89,0.9676473873978749,0.12334877773331576
CYP2D6,0.9,0.9702509082011708,0.12220382850099232
CYP2D6,0.91,0.9729183474851478,0.1210022747198699
CYP2D6,0.92,0.9756380922926616,0.11974411638994853
CYP2D6,0.93,0.9784145631687665,0.11842935351122819
CYP2D6,0.94,0.9812515539299427,0.11705798608370899
CYP2D6,0.95,0.9841395229772351,0.11563001410739082
CYP2D6,0.96,0.9870712112776835,0.11414543758227358
CYP2D6,0.97,0.9900495815194369,0.11260425650835759
CYP2D6,0.98,0.9930741043516321,0.11100647088564264
CYP2D6,0.99,0.996145519355185,0.10935208071412861
CYP2D6,1.0,0.9992799924527885,0.10764108599381572
CYP2D6,1.01,1.0024601452365938,0.10587348672470398
CYP2D6,1.02,1.0056948222542972,0.10404928290679316
CYP2D6,1.03,1.008966238947163,0.10216847454008338
CYP2D6,1.04,1.0122790042634047,0.10023106162457496
CYP2D6,1.05,1.0156338334687403,0.09823704416026746
CYP2D6,1.06,1.01902982778668,0.09618642214716078
CYP2D6,1.07,1.0224780349886142,0.09407919558525524
CYP2D6,1.08,1.0259564259941427,0.09191536447455084
CYP2D6,1.09,1.0294746115015179,0.08969492881504759
CYP2D6,1.1,1.0330342942899253,0.08741788860674515
CYP2D6,1.11,1.0366322773986762,0.08508424384964408
CYP2D6,1.12,1.0402658733272967,0.08269399454374382
CYP2D6,1.13,1.0439308520785069,0.08024714068904493
CYP2D6,1.14,1.047632809066686,0.07774368228554696
CYP2D6,1.15,1.051372678164291,0.0751836193332498
CYP2D6,1.16,1.0551541357640726,0.07256695183215389
CYP2D6,1.17,1.0589627823397076,0.06989367978225902
CYP2D6,1.18,1.0627969110478828,0.0671638031835653
CYP2D6,1.19,1.0666612568300564,0.0643773220360726
CYP2D6,1.2,1.0705677606602357,0.061534236339780946
CYP2D6,1.21,1.0745047148862727,0.05863454609469043
CYP2D6,1.22,1.0784839130787593,0.05567825130080073
CYP2D6,1.23,1.0824972023259631,0.05266535195811228
CYP2D6,1.24,1.086544120858209,0.04959584806662476
CYP2D6,1.25,1.0906341019003472,0.04646973962633849
CYP2D6,1.26,1.0947672897653193,0.043287026637253145
CYP2D6,1.27,1.0989294125091338,0.040047709099369055
CYP2D6,1.28,1.1031203295230552,0.03675178701268589
CYP2D6,1.29,1.1073460703406361,0.033399260377203754
CYP2D6,1.3,1.1116015645047734,0.029990129192922654
CYP2D6,1.31,1.1158782710003887,0.026524393459842588
CYP2D6,1.32,1.1201980060642336,0.023002053177963666
CYP2D6,1.33,1.12454429038777,0.019423108347285778
CYP2D6,1.34,1.128918780926542,0.015787558967808923
CYP2D6,1.35,1.1333224016494228,0.012095405039533214
CYP2D6,1.36,1.137760926411245,0.008346646562458426
CYP2D6,1.37,1.1422204837637366,0.004541283536584895
CYP2D6,1.38,1.1467137150389854,0.0006793159619123967
CYP2D6,1.39,1.15123736964033,-0.0032392561615592896
CYP2D6,1.4,1.1557981800344248,-0.007214432833829498
CYP2D6,1.41,1.1603996795152887,-0.011246214054899006
CYP2D6,1.42,1.1650421630225618,-0.01533459982476737
CYP2D6,1.43,1.169707440744874,-0.01947959014343459
CYP2D6,1.44,1.1743994077816509,-0.023681185010900885
CYP2D6,1.45,1.1791280199938723,-0.027939384427165814
CYP2D6,1.46,1.18388620341792,-0.032254188392230265
CYP2D6,1.47,1.188675270389619,-0.03662559690609313
CYP2D6,1.48,1.193503100811393,-0.04105360996875507
CYP2D6,1.49,1.1983614610260842,-0.04553822758021586
CYP2D6,1.5,1.203249721422844,-0.050079449740475956
CYP2D6,1.51,1.2081675321617409,-0.054677276449534684
CYP2D6,1.52,1.2131156453565,-0.05933170770739227
CYP2D6,1.53,1.2180917513096952,-0.06404274351404893
CYP2D6,1.54,1.223091845743413,-0.06881038386950467
CYP2D6,1.55,1.2281282801117888,-0.07363462877375926
CYP2D6,1.56,1.2331925785957658,-0.07851547822681249
CYP2D6,1.57,1.2382758784219317,-0.08345293222866501
CYP2D6,1.58,1.2433790062630925,-0.08844699077931661
CYP2D6,1.59,1.2485033810931523,-0.09349765387876663
CYP2D6,1.6,1.2536403797862703,-0.09860492152701594
CYP2D6,1.61,1.2588024233815167,-0.10376879372406411
CYP2D6,1.62,1.263991862602854,-0.10898927046991136
CYP2D6,1.63,1.2692007388495101,-0.11426635176455724
CYP2D6,1.64,1.2744308656409669,-0.1196000376080022
CYP2D6,1.65,1.2796768265519,-0.12499032800024623
CYP2D6,1.66,1.2849476540890843,-0.13043722294128912
CYP2D6,1.67,1.290245290037717,-0.13594072243113087
CYP2D6,1.68,1.2955626502202402,-0.1415008264697717
CYP2D6,1.69,1.300902060112778,-0.14711753505721115
CYP2D6,1.7,1.3062662389725792,-0.1527908481934499
CYP2D6,1.71,1.3116548889975377,-0.1585207658784875
CYP2D6,1.72,1.317066164126087,-0.16430728811232376
CYP2D6,1.73,1.3224965199834517,-0.17015041489495952
CYP2D6,1.74,1.3279477884828967,-0.17605014622639392
CYP2D6,1.75,1.3334218160080704,-0.18200648210662718
CYP2D6,1.76,1.3389153039560324,-0.1880194225356595
CYP2D6,1.77,1.3444305386801647,-0.19408896751349092
CYP2D6,1.78,1.349975749457163,-0.20021511704012096
CYP2D6,1.79,1.3555479509316954,-0.20639787111555008
CYP2D6,1.8,1.3611343846973365,-0.21263722973977806
CYP2D6,1.81,1.3667388433324574,-0.21893319291280489
CYP2D6,1.82,1.372364689929464,-0.2252857606346308
CYP2D6,1.83,1.3780111692454025,-0.23169493290525578
CYP2D6,1.84,1.3836785903241713,-0.2381607097246794
CYP2D6,1.85,1.389357819170953,-0.2446830910929021
CYP2D6,1.86,1.395051396531215,-0.25126207700992387
CYP2D6,1.87,1.4007637334876162,-0.2578976674757445
CYP2D6,1.88,1.4064985476628926,-0.264589862490364
CYP2D6,1.89,1.4122605146636142,-0.2713386620537823
CYP2D6,1.9,1.4180400438064267,-0.27814406616599974
CYP2D6,1.91,1.423836422268085,-0.28500607482701623
CYP2D6,1.92,1.429649838054295,-0.2919246880368316
CYP2D6,1.93,1.4354824201093133,-0.2988999057954458
CYP2D6,1.94,1.441333390330094,-0.30593172810285885
CYP2D6,1.95,1.4472019805401033,-0.313020154959071
CYP2D6,1.96,1.453081588666397,-0.320165186364082
CYP2D6,1.97,1.458975717493077,-0.3273668223178918
CYP2D6,1.98,1.4648843942913345,-0.334625062820501
CYP2D6,1.99,1.470809476357149,-0.341939907871909
CYP2D6,2.0,1.4767454321475455,-0.34931135747211584
CYP2D6,2.01,1.4826977547679554,-0.3567394116211211
CYP2D6,2.02,1.488666592996646,-0.3642240703189261
CYP2D6,2.03,1.4946541864963874,-0.3717653335655293
CYP2D6,2.04,1.5006525990978254,-0.37936320136093227
CYP2D6,2.05,1.506662855450907,-0.3870176737051336
CYP2D6,2.06,1.5126917227088517,-0.3947287505981345
CYP2D6,2.07,1.518737383438717,-0.40249643203993335
CYP2D6,2.08,1.5248044499730076,-0.41032071803053194
CYP2D6,2.09,1.530890687243728,-0.41820160856992894
CYP2D6,2.1,1.5369909711693654,-0.42613910365812524
CYP2D6,2.11,1.5431152684526912,-0.4341332032951206
CYP2D6,2.12,1.5492628709395895,-0.44218390748091463
CYP2D6,2.13,1.5554255660583434,-0.4502912162155075
CYP2D6,2.14,1.5616110874287337,-0.45845512949889966
CYP2D6,2.15,1.5678121057866254,-0.46667564733109024
CYP2D6,2.16,1.574034739134118,-0.47495276971208056
CYP2D6,2.17,1.5802820331633438,-0.48328649664186907
CYP2D6,2.18,1.5865418495954404,-0.4916768281204571
CYP2D6,2.19,1.592819732927161,-0.5001237641478433
CYP2D6,2.2,1.5991163067822016,-0.5086273047240295
CYP2D6,2.21,1.6054226273167822,-0.5171874498490134
CYP2D6,2.22,1.6117437684426643,-0.5258041995227971
CYP2D6,2.23,1.618085536265768,-0.5344775537453796
CYP2D6,2.24,1.6244428393709418,-0.543207512516761
CYP2D6,2.25,1.630811937726065,-0.5519940758369413
CYP2D6,2.26,1.637188570243125,-0.5608372437059201
CYP2D6,2.27,1.6435787196627507,-0.5697370161236988
CYP2D6,2.28,1.649979957565568,-0.5786933930902756
CYP2D6,2.29,1.6563926540898766,-0.5877063746056517
CYP2D6,2.3,1.6628133206399212,-0.5967759606698266
CYP2D6,2.31,1.6692450323346562,-0.6059021512828009
CYP2D6,2.32,1.6756927112131852,-0.6150849464445731
CYP2D6,2.33,1.6821494731219178,-0.6243243461551455
CYP2D6,2.34,1.6886195516737645,-0.6336203504145157
CYP2D6,2.35,1.695103351385427,-0.642972959222686
CYP2D6,2.36,1.7015997331673514,-0.6523821725796544
CYP2D6,2.37,1.7081120869777338,-0.6618479904854222
CYP2D6,2.38,1.7146462274997196,-0.6713704129399882
CYP2D6,2.39,1.7211904754317895,-0.680949439943354
CYP2D6,2.4,1.7277441740456254,-0.6905850714955184
CYP2D6,2.41,1.734313752494939,-0.7002773075964817
CYP2D6,2.42,1.7408949631365236,-0.710026148246244
CYP2D6,2.43,1.7474859712634359,-0.7198315934448052
CYP2D6,2.44,1.7540880616053447,-0.7296936431921655
CYP2D6,2.45,1.7607005385237724,-0.7396122974883244
CYP2D6,2.46,1.7673202598417013,-0.7495875563332821
CYP2D6,2.47,1.7739499995871388,-0.7596194197270396
CYP2D6,2.48,1.7805939909109032,-0.7697078876695953
CYP2D6,2.49,1.7872510565857145,-0.7798529601609503
CYP2D6,2.5,1.7939216034146725,-0.7900546372011037
CYP2D6,2.51,1.8006038671136175,-0.8003129187900564
CYP2D6,2.52,1.8073010183137435,-0.8106278049278084
CYP2D6,2.53,1.8140080185085068,-0.8209992956143586
CYP2D6,2.54,1.8207301080281262,-0.8314273908497083
CYP2D6,2.55,1.827462092388322,-0.8419120906338566
CYP2D6,2.56,1.8342063191169924,-0.8524533949668043
CYP2D6,2.57,1.8409608615852067,-0.8630513038485503
CYP2D6,2.58,1.8477294436427745,-0.8737058172790959
CYP2D6,2.59,1.854512756096306,-0.8844169352584401
CYP2D6,2.6,1.861306890501657,-0.8951846577865834
CYP2D6,2.61,1.868113163754003,-0.9060089848635251
CYP2D6,2.62,1.8749323457367795,-0.9168899164892663
CYP2D6,2.63,1.8817611559585785,-0.9278274526638064
CYP2D6,2.64,1.888602572852081,-0.9388215933871455
CYP2D6,2.65,1.8954603955028466,-0.9498723386592833
CYP2D6,2.66,1.9023310050459104,-0.96097968848022
CYP2D6,2.67,1.90921180309682,-0.9721436428499557
CYP2D6,2.68,1.9161045960222518,-0.9833642017684905
CYP2D6,2.69,1.923009474965871,-0.9946413652358241
CYP2D6,2.7,1.9299238978403068,-1.0059751332519569
CYP2D6,2.71,1.9368455581849675,-1.0173655058168878
CYP2D6,2.72,1.9437809949822777,-1.0288124829306184
CYP2D6,2.73,1.9507245743581227,-1.040316064593148
CYP2D6,2.74,1.9576773364923685,-1.0518762508044768
CYP2D6,2.75,1.9646394116243837,-1.0634930415646036
CYP2D6,2.76,1.9716127656566316,-1.0751664368735296
CYP2D6,2.77,1.9785960448499924,-1.086896436731255
CYP2D6,2.78,1.9855883646040626,-1.0986830411377784
CYP2D6,2.79,1.9925865455845877,-1.1105262500931024
CYP2D6,2.8,1.999593818171471,-1.1224260635972239
CYP2D6,2.81,2.0066127747703333,-1.134382481650145
CYP2D6,2.82,2.0136425030959004,-1.1463955042518643
CYP2D6,2.83,2.020681972368636,-1.1584651314023833
CYP2D6,2.84,2.0277307057049514,-1.170591363101701
CYP2D6,2.85,2.0347904091838642,-1.1827741993498178
CYP2D6,2.86,2.0418649218929583,-1.1950136401467333
CYP2D6,2.87,2.048945252747403,-1.207309685492448
CYP2D6,2.88,2.0560419604859295,-1.219662335386961
CYP2D6,2.89,2.06315263702089,-1.2320715898302739
CYP2D6,2.9,2.070268975480633,-1.2445374488223848
CYP2D6,2.91,2.0773968127346674,-1.2570599123632955
CYP2D6,2.92,2.084530348210348,-1.2696389804530046
CYP2D6,2.93,2.0916730490685613,-1.2822746530915126
CYP2D6,2.94,2.0988260557565113,-1.2949669302788198
CYP2D6,2.95,2.105993838582466,-1.3077158120149264
CYP2D6,2.96,2.1131697744969493,-1.320521298299831
CYP2D6,2.97,2.120352637506306,-1.3333833891335347
CYP2D6,2.98,2.127552860124455,-1.3463020845160378
CYP2D6,2.99,2.1347597982495086,-1.3592773844473398
CYP2D6,3.0,2.141971702765578,-1.3723092889274402
CYP3A4,0.2,0.8218884429958485,0.21379350725097945
CYP3A4,0.21,0.8138528830370917,0.22316658073262563
CYP3A4,0.22,0.8059339690607251,0.2324131631890497
CYP3A4,0.23,0.7981335322721173,0.24153325462025166
CYP3A4,0.24,0.7904450285412492,0.2505268550262312
CYP3A4,0.25,0.7828981801846523,0.25939396440698836
CYP3A4,0.26,0.775492204321663,0.26813458276252344
CYP3A4,0.27,0.7682170537334617,0.2767487100928363
CYP3A4,0.28,0.7610948377602854,0.2852363463979267
CYP3A4,0.29,0.7541083052415712,0.29359749167779503
CYP3A4,0.3,0.7472521582540559,0.301832145932441
CYP3A4,0.31,0.7405326695682672,0.3099403091618649
CYP3A4,0.32,0.7339301214283448,0.3179219813660663
CYP3A4,0.33,0.7274361663847142,0.32577716254504563
CYP3A4,0.34,0.7210882243761298,0.33350585269880273
CYP3A4,0.35,0.7148533445912243,0.3411080518273374
CYP3A4,0.36,0.7087402194783013,0.34858375993064983
CYP3A4,0.37,0.7027529384931345,0.35593297700874016
CYP3A4,0.38,0.6968820752984698,0.36315570306160816
CYP3A4,0.39,0.6911219181866918,0.3702519380892537
CYP3A4,0.4,0.6854862517788297,0.3772216820916773
CYP3A4,0.41,0.6799698818491515,0.3840649350688786
CYP3A4,0.42,0.6745657161135956,0.39078169702085763
CYP3A4,0.43,0.669262055397698,0.3973719679476142
CYP3A4,0.44,0.6640632420119029,0.4038357478491488
CYP3A4,0.45,0.6589498809470674,0.410173036725461
CYP3A4,0.46,0.6539128199601996,0.4163838345765509
CYP3A4,0.47,0.6489866162159996,0.4224681414024186
CYP3A4,0.48,0.6441622057316929,0.428425957203064
CYP3A4,0.49,0.639431925860176,0.43425728197848734
CYP3A4,0.5,0.6348114749205932,0.43996211572868826
CYP3A4,0.51,0.63028870349628,0.44554045845366685
CYP3A4,0.52,0.6258623834090473,0.45099231015342345
CYP3A4,0.53,0.6215416033406826,0.4563176708279576
CYP3A4,0.54,0.6173240519218,0.46151654047726953
CYP3A4,0.55,0.6132281899943187,0.46658891910135913
CYP3A4,0.56,0.6092576170615804,0.4715348067002266
CYP3A4,0.57,0.605408201277436,0.4763542032738717
CYP3A4,0.58,0.6016502037033901,0.4810471088222946
CYP3A4,0.59,0.5979896121005702,0.48561352334549535
CYP3A4,0.6,0.5944298708633853,0.49005344684347363
CYP3A4,0.61,0.5909815766030857,0.4943668793162298
CYP3A4,0.62,0.5876351603292915,0.49855382076376376
CYP3A4,0.63,0.5843970444748371,0.5026142711860755
CYP3A4,0.64,0.5812582857475214,0.5065482305831648
CYP3A4,0.65,0.5782188470202395,0.510355698955032
CYP3A4,0.66,0.5752765993243634,0.5140366763016768
CYP3A4,0.67,0.5724386263069902,0.5175911626230995
CYP3A4,0.68,0.5696996455482143,0.5210191579192999
CYP3A4,0.69,0.5670799189900563,0.5243206621902778
CYP3A4,0.7,0.564566201833331,0.5274956754360337
CYP3A4,0.71,0.5621493786092069,0.5305441976565675
CYP3A4,0.72,0.5598410842774109,0.5334662288518788
CYP3A4,0.73,0.5576440842450766,0.5362617690219678
CYP3A4,0.74,0.5555399196863563,0.5389308181668346
CYP3A4,0.75,0.5535554189130313,0.5414733762864792
CYP3A4,0.76,0.5516869196052919,0.5438894433809016
CYP3A4,0.77,0.5499362323616911,0.5461790194501017
CYP3A4,0.78,0.548308650106905,0.5483421044940795
CYP3A4,0.79,0.5468001711111138,0.5503786985128352
CYP3A4,0.8,0.5454073699207269,0.5522888015063685
CYP3A4,0.81,0.544131476682947,0.5540724134746795
CYP3A4,0.82,0.5429773921013127,0.5557295344177682
CYP3A4,0.83,0.5419239760248971,0.5572601643356347
CYP3A4,0.84,0.5409813397915917,0.5586643032282792
CYP3A4,0.85,0.5401941106258463,0.5599419510957013
CYP3A4,0.86,0.5395536349675438,0.5610931079379011
CYP3A4,0.87,0.5390321252045885,0.5621177737548786
CYP3A4,0.88,0.5386354837512549,0.563015948546634
CYP3A4,0.89,0.5383689233088387,0.563787632313167
CYP3A4,0.9,0.5382316464792587,0.5644328250544777
CYP3A4,0.91,0.5382214607877288,0.5649515267705661
CYP3A4,0.92,0.5383372756489516,0.5653437374614325
CYP3A4,0.93,0.5385781271330365,0.5656094571270764
CYP3A4,0.94,0.5389411475212588,0.5657486857674983
CYP3A4,0.95,0.539436438675148,0.5657614233826977
CYP3A4,0.96,0.540071555970848,0.565647669972675
CYP3A4,0.97,0.540839118696287,0.56540742553743
CYP3A4,0.98,0.5417360783551081,0.5650406900769628
CYP3A4,0.99,0.5427748736835623,0.5645474635912733
CYP3A4,1.0,0.5439349487913188,0.5639277460803616
CYP3A4,1.01,0.5452234463825987,0.5631815375442275
CYP3A4,1.02,0.5466441344954031,0.5623088379828713
CYP3A4,1.03,0.5481690464741753,0.5613096473962926
CYP3A4,1.04,0.5498326660359215,0.560183965784492
CYP3A4,1.05,0.5516339650967055,0.5589317931474689
CYP3A4,1.06,0.553551078359378,0.5575531294852236
CYP3A4,1.07,0.5555870386597754,0.5560479747977563
CYP3A4,1.08,0.5577476798419463,0.5544163290850663
CYP3A4,1.09,0.5600048362134666,0.5526581923471543
CYP3A4,1.1,0.5623866862643924,0.5507735645840199
CYP3A4,1.11,0.5649081325407364,0.5487624457956635
CYP3A4,1.12,0.5675586290160608,0.5466248359820847
CYP3A4,1.13,0.5703195949433671,0.5443607351432835
CYP3A4,1.14,0.5731933784403751,0.5419701432792602
CYP3A4,1.15,0.5761725673042793,0.5394530603900147
CYP3A4,1.16,0.5792638773026465,0.5368094864755468
CYP3A4,1.17,0.5824747949530877,0.5340394215358568
CYP3A4,1.18,0.5858231579408657,0.5311428655709445
CYP3A4,1.19,0.5892781705594851,0.5281198185808098
CYP3A4,1.2,0.5928486716419216,0.524970280565453
CYP3A4,1.21,0.5965141809347824,0.5216942515248739
CYP3A4,1.22,0.6002694299048468,0.5182917314590725
CYP3A4,1.23,0.6041123402521541,0.5147627203680489
CYP3A4,1.24,0.6080635312316165,0.511107218251803
CYP3A4,1.25,0.6121210193422818,0.5073252251103348
CYP3A4,1.26,0.6162917811782805,0.5034167409436446
CYP3A4,1.27,0.6205591228420168,0.499381765751732
CYP3A4,1.28,0.6249286169530589,0.4952202995345971
CYP3A4,1.29,0.6294014027627224,0.49093234229224003
CYP3A4,1.3,0.6339967204262349,0.4865178940246605
CYP3A4,1.31,0.6386950878532789,0.481976954731859
CYP3A4,1.32,0.6434812266548989,0.477309524413835
