isoform,s,strae,r2
CYP1A2,0.63,0.8151294270473857,0.2382284327461921
CYP1A2,0.64,0.81494428393498,0.23948382346167507
CYP1A2,0.65,0.8148372077449494,0.24066026545617558
CYP1A2,0.66,0.8148088988131037,0.2417577587296934
CYP1A2,0.67,0.8148624962780908,0.24277630328222877
CYP1A2,0.68,0.8149879899995724,0.24371589911378155
CYP1A2,0.69,0.8151873390811549,0.24457654622435177
CYP1A2,0.7,0.8154848587758106,0.2453582446139395
CYP1A2,0.71,0.8158499675683356,0.2460609942825448
CYP1A2,0.72,0.8162924937925767,0.2466847952301674
CYP1A2,0.73,0.816813921252638,0.24722964745680753
CYP1A2,0.74,0.8174379223746601,0.2476955509624651
CYP1A2,0.75,0.8181495700071614,0.2480825057471402
CYP1A2,0.76,0.8189497206206962,0.2483905118108326
CYP1A2,0.77,0.8198229131322313,0.24861956915354266
CYP1A2,0.78,0.8207937159438663,0.24876967777526982
CYP1A2,0.79,0.8218457716985217,0.24884083767601484
CYP1A2,0.8,0.8229823503346558,0.24883304885577706
CYP1A2,0.81,0.8242174635031352,0.24874631131455693
CYP1A2,0.82,0.8255614112918254,0.24858062505235412
CYP1A2,0.83,0.8269977645722004,0.24833599006916884
CYP1A2,0.84,0.8285234035268851,0.248012406365001
CYP1A2,0.85,0.830138060781123,0.24760987393985057
CYP1A2,0.86,0.8318433386487736,0.24712839279371757
CYP1A2,0.87,0.8336298967061788,0.2465679629266021
CYP1A2,0.88,0.8354780227716779,0.24592858433850406
CYP1A2,0.89,0.8373970678810796,0.24521025702942367
CYP1A2,0.9,0.8393967560536757,0.24441298099936049
CYP1A2,0.91,0.8414731076862878,0.24353675624831495
CYP1A2,0.92,0.8436303637157591,0.24258158277628672
CYP1A2,0.93,0.8458554410150663,0.24154746058327603
CYP1A2,0.94,0.8481366504639153,0.24043438966928266
CYP1A2,0.95,0.8504901975959227,0.23924237003430693
CYP1A2,0.96,0.8529088126159681,0.23797140167834852
CYP1A2,0.97,0.8554186859924877,0.23662148460140764
CYP1A2,0.98,0.8579884739511575,0.2351926188034843
CYP1A2,0.99,0.8606398194550295,0.23368480428457838
CYP1A2,1.0,0.8633423026090382,0.2320980410446899
CYP1A2,1.01,0.8661038276876231,0.23043232908381883
CYP1A2,1.02,0.8689219369712692,0.2286876684019652
CYP1A2,1.03,0.8718008183681902,0.2268640589991291
CYP1A2,1.04,0.8747402432590385,0.22496150087531042
CYP1A2,1.05,0.8777272282187514,0.22297999403050928
CYP1A2,1.06,0.8807679738580815,0.22091953846472545
CYP1A2,1.07,0.883877729222911,0.21878013417795905
CYP1A2,1.08,0.8870437191542504,0.2165617811702104
CYP1A2,1.09,0.8902553205579018,0.21426447944147897
CYP1A2,1.1,0.8935162517561485,0.21188822899176518
CYP1A2,1.11,0.8968416932147504,0.2094330298210687
CYP1A2,1.12,0.9002207715874159,0.20689888192938954
CYP1A2,1.13,0.9036447958123454,0.20428578531672814
CYP1A2,1.14,0.9071153411790308,0.20159373998308416
CYP1A2,1.15,0.910645720001802,0.1988227459284576
CYP1A2,1.16,0.9142229863301035,0.19597280315284837
CYP1A2,1.17,0.917851239827785,0.19304391165625656
CYP1A2,1.18,0.9215457114691435,0.1900360714386824
CYP1A2,1.19,0.9252954177360774,0.18694928250012555
CYP1A2,1.2,0.929102475685822,0.18378354484058634
CYP1A2,1.21,0.9329480730629234,0.18053885846006446
CYP1A2,1.22,0.9368540417160542,0.1772152233585601
CYP1A2,1.23,0.9408194358419951,0.17381263953607295
CYP1A2,1.24,0.9448341316887531,0.17033110699260368
CYP1A2,1.25,0.9489200761487138,0.1667706257281516
CYP1A2,1.26,0.9530604468846828,0.16313119574271695
CYP1A2,1.27,0.9572364265740722,0.15941281703629984
CYP1A2,1.28,0.9614510555992852,0.15561548960890015
CYP1A2,1.29,0.9657133208407054,0.151739213460518
CYP1A2,1.3,0.9700202984772028,0.14778398859115338
CYP1A2,1.31,0.9743835413309395,0.14374981500080608
CYP1A2,1.32,0.9787889658050504,0.1396366926894761
CYP1A2,1.33,0.9832435116828951,0.13544462165716376
CYP1A2,1.34,0.9877388696522583,0.13117360190386906
CYP1A2,1.35,0.9922783483074706,0.12682363342959146
CYP1A2,1.36,0.9968633041833179,0.12239471623433151
CYP1A2,1.37,1.0014987748220212,0.11788685031808899
CYP1A2,1.38,1.0061913385191408,0.113300035680864
CYP1A2,1.39,1.0109266092959777,0.10863427232265654
CYP1A2,1.4,1.0156891607042278,0.1038895602434664
CYP1A2,1.41,1.0204771848205805,0.09906589944329369
CYP1A2,1.42,1.0253012115025393,0.09416328992213852
CYP1A2,1.43,1.0301724306349498,0.08918173168000054
CYP1A2,1.44,1.0350885210146439,0.08412122471688044
CYP1A2,1.45,1.0400581910157338,0.07898176903277743
CYP1A2,1.46,1.0450751127897566,0.07376336462769206
CYP1A2,1.47,1.0501489354169724,0.06846601150162424
CYP1A2,1.48,1.0552615609618328,0.06308970965457361
CYP1A2,1.49,1.0604183326054175,0.057634459086540746
CYP1A2,1.5,1.0656128033187506,0.052100259797525195
CYP1A2,1.51,1.070839451584313,0.04648711178752707
CYP1A2,1.52,1.0761073471144627,0.04079501505654637
CYP1A2,1.53,1.081416885415558,0.035023969604583316
CYP1A2,1.54,1.0867554485061108,0.02917397543163769
CYP1A2,1.55,1.0921291506830366,0.023245032537709265
CYP1A2,1.56,1.0975528661472158,0.01723714092279849
CYP1A2,1.57,1.103021423360132,0.011150300586905249
CYP1A2,1.58,1.1085270623684025,0.004984511530029212
CYP1A2,1.59,1.1140642063367843,-0.001260226247829177
CYP1A2,1.6,1.1196508614020566,-0.007583912746670141
CYP1A2,1.61,1.1252788928930233,-0.013986547966493568
CYP1A2,1.62,1.1309404204744202,-0.02046813190729968
CYP1A2,1.63,1.1366266370934024,-0.027028664569088034
CYP1A2,1.64,1.1423397609491526,-0.033668145951859074
