isoform,offset,s,strae
CYP1A2,-1.95,2.25,3.545922604037206
CYP1A2,-1.95,2.3,3.5517747411720024
CYP1A2,-1.95,2.35,3.5583651846814233
CYP1A2,-1.95,2.4,3.5655729734245427
CYP1A2,-1.95,2.45,3.573420330028095
CYP1A2,-1.95,2.5,3.5819548362993068
CYP1A2,-1.95,2.55,3.591170294479427
CYP1A2,-1.95,2.6,3.601001772371079
CYP1A2,-1.95,2.65,3.6114825649416833
CYP1A2,-1.95,2.7,3.6226541776417944
CYP1A2,-1.95,2.75,3.6345349342633235
CYP1A2,-1.95,2.8,3.647034917330265
CYP1A2,-1.95,2.85,3.660189950799993
CYP1A2,-1.95,2.9,3.6740387857250023
CYP1A2,-1.95,2.95,3.6886441783504766
CYP1A2,-1.95,3.0,3.703955932126897
CYP1A2,-1.9,0.2,3.5502323854724978
CYP1A2,-1.9,0.25,3.543465271008527
CYP1A2,-1.9,0.3,3.5368224110695636
CYP1A2,-1.9,0.35,3.530275133923799
CYP1A2,-1.9,0.4,3.5238499788001745
CYP1A2,-1.9,0.45,3.517494747410863
CYP1A2,-1.9,0.5,3.511252278149233
CYP1A2,-1.9,0.55,3.505088069609299
CYP1A2,-1.9,0.6,3.499022828674136
CYP1A2,-1.9,0.65,3.4930613180644463
CYP1A2,-1.9,0.7,3.4872082722845708
CYP1A2,-1.9,0.75,3.481495000724165
CYP1A2,-1.9,0.8,3.475965418659314
CYP1A2,-1.9,0.85,3.4707299635386706
CYP1A2,-1.9,0.9,3.4656308035770356
CYP1A2,-1.9,0.95,3.460744026454775
CYP1A2,-1.9,1.0,3.4560948445500648
CYP1A2,-1.9,1.05,3.451679691452026
CYP1A2,-1.9,1.1,3.4474619157807154
CYP1A2,-1.9,1.15,3.443541602524931
CYP1A2,-1.9,1.2,3.439977359205658
CYP1A2,-1.9,1.25,3.43662332584558
CYP1A2,-1.9,1.3,3.433521765071335
CYP1A2,-1.9,1.35,3.4307982803554466
CYP1A2,-1.9,1.4,3.428499849299213
CYP1A2,-1.9,1.45,3.4266298098977552
CYP1A2,-1.9,1.5,3.4252738010301607
CYP1A2,-1.9,1.55,3.424382501124443
