isoform,offset,s,strae
CYP1A2,-0.2,1.95,1.3533133263429855
CYP1A2,-0.2,2.0,1.3849172912158902
CYP1A2,-0.2,2.05,1.4171091852844282
CYP1A2,-0.2,2.1,1.4498386864061217
CYP1A2,-0.2,2.15,1.4832548260029026
CYP1A2,-0.2,2.2,1.5172721629356103
CYP1A2,-0.2,2.25,1.5518071741980188
CYP1A2,-0.2,2.3,1.5869099160829925
CYP1A2,-0.2,2.35,1.6225976139102227
CYP1A2,-0.2,2.4,1.6588653435064042
CYP1A2,-0.2,2.45,1.695637198881469
CYP1A2,-0.2,2.5,1.7328958270059205
CYP1A2,-0.2,2.55,1.7707162073534335
CYP1A2,-0.2,2.6,1.8089940972871434
CYP1A2,-0.2,2.65,1.8477486426871885
CYP1A2,-0.2,2.7,1.8869982250890904
CYP1A2,-0.2,2.75,1.9268055313323627
CYP1A2,-0.2,2.8,1.9670273364373994
CYP1A2,-0.2,2.85,2.0076064000154155
CYP1A2,-0.2,2.9,2.0485667601063384
CYP1A2,-0.2,2.95,2.0898955856729002
CYP1A2,-0.2,3.0,2.1315380235281234
CYP1A2,-0.15,0.2,0.9951665337441487
CYP1A2,-0.15,0.25,0.9762170047467247
CYP1A2,-0.15,0.3,0.9587995188538695
CYP1A2,-0.15,0.35,0.9429624265634848
CYP1A2,-0.15,0.4,0.9287914947049647
CYP1A2,-0.15,0.45,0.9163496817705711
CYP1A2,-0.15,0.5,0.905600178970334
CYP1A2,-0.15,0.55,0.8967659075215705
CYP1A2,-0.15,0.6,0.8898526242863245
CYP1A2,-0.15,0.65,0.885109338431519
CYP1A2,-0.15,0.7,0.8825482291647627
CYP1A2,-0.15,0.75,0.8823336044551976
CYP1A2,-0.15,0.8,0.8843273520189567
CYP1A2,-0.15,0.85,0.8882697870831266
CYP1A2,-0.15,0.9,0.8940939442982658
CYP1A2,-0.15,0.95,0.9018623838758242
CYP1A2,-0.15,1.0,0.9113772803811643
CYP1A2,-0.15,1.05,0.9227145898908043
CYP1A2,-0.15,1.1,0.9357603413355209
CYP1A2,-0.15,1.15,0.950416293920827
CYP1A2,-0.15,1.2,0.9666588362619923
CYP1A2,-0.15,1.25,0.9843327559973802
CYP1A2,-0.15,1.3,1.0032718931023326
CYP1A2,-0.15,1.35,1.0233506153298286
CYP1A2,-0.15,1.4,1.0445755291574443
CYP1A2,-0.15,1.45,1.0668875623343805
CYP1A2,-0.15,1.5,1.0902530497139686
CYP1A2,-0.15,1.55,1.114597510579584
CYP1A2,-0.15,1.6,1.1399521053455828
CYP1A2,-0.15,1.65,1.166348794871514
CYP1A2,-0.15,1.7,1.1937554367373504
CYP1A2,-0.15,1.75,1.2220706603762652
CYP1A2,-0.15,1.8,1.2512078608295636
CYP1A2,-0.15,1.85,1.2811962934518901
CYP1A2,-0.15,1.9,1.3119833330976323
CYP1A2,-0.15,1.95,1.3434074241155967
CYP1A2,-0.15,2.0,1.375466810397104
CYP1A2,-0.15,2.05,1.4081312281111682
CYP1A2,-0.15,2.1,1.441446496880651
CYP1A2,-0.15,2.15,1.4753687528276218
CYP1A2,-0.15,2.2,1.5098556997423052
CYP1A2,-0.15,2.25,1.5448403419778423
CYP1A2,-0.15,2.3,1.5803985869662687
CYP1A2,-0.15,2.35,1.6164913917529076
CYP1A2,-0.15,2.4,1.6530959947317587
CYP1A2,-0.15,2.45,1.6902168930477457
CYP1A2,-0.15,2.5,1.7278500970789015
CYP1A2,-0.15,2.55,1.7659922222391042
CYP1A2,-0.15,2.6,1.8046880923784079
CYP1A2,-0.15,2.65,1.8439031618645487
CYP1A2,-0.15,2.7,1.883605115855726
CYP1A2,-0.15,2.75,1.9237824464607503
CYP1A2,-0.15,2.8,1.9643312178906411
CYP1A2,-0.15,2.85,2.005202986322489
CYP1A2,-0.15,2.9,2.0464252804542484
CYP1A2,-0.15,2.95,2.0880103141531543
CYP1A2,-0.15,3.0,2.1299683342249125
CYP1A2,-0.1,0.2,0.9608616831405362
CYP1A2,-0.1,0.25,0.9419344506623022
CYP1A2,-0.1,0.3,0.9247833700453264
CYP1A2,-0.1,0.35,0.9093174509962347
CYP1A2,-0.1,0.4,0.8954742498422362
CYP1A2,-0.1,0.45,0.8834037681214347
CYP1A2,-0.1,0.5,0.8733711063408949
CYP1A2,-0.1,0.55,0.865418880191789
CYP1A2,-0.1,0.6,0.8596359264993557
CYP1A2,-0.1,0.65,0.8557723098908632
CYP1A2,-0.1,0.7,0.8542335052675463
CYP1A2,-0.1,0.75,0.8549782933498641
CYP1A2,-0.1,0.8,0.8580063004445382
CYP1A2,-0.1,0.85,0.8630018428975712
CYP1A2,-0.1,0.9,0.8699364652955162
CYP1A2,-0.1,0.95,0.8789148471639201
CYP1A2,-0.1,1.0,0.8897980998724859
CYP1A2,-0.1,1.05,0.9022354884083731
CYP1A2,-0.1,1.1,0.9163547491749211
CYP1A2,-0.1,1.15,0.9320547762879227
CYP1A2,-0.1,1.2,0.9491608947821101
CYP1A2,-0.1,1.25,0.9676292309350462
CYP1A2,-0.1,1.3,0.9873524675110343
CYP1A2,-0.1,1.35,1.0082976604995924
CYP1A2,-0.1,1.4,1.0303514830959242
CYP1A2,-0.1,1.45,1.0535238997628584
CYP1A2,-0.1,1.5,1.0776910779832274
CYP1A2,-0.1,1.55,1.1028650881829483
CYP1A2,-0.1,1.6,1.1290201633169474
CYP1A2,-0.1,1.65,1.156097664463558
CYP1A2,-0.1,1.7,1.1840310639308878
CYP1A2,-0.1,1.75,1.2130400700129822
CYP1A2,-0.1,1.8,1.2429186378179131
CYP1A2,-0.1,1.85,1.2735232372731522
CYP1A2,-0.1,1.9,1.3048209728008469
CYP1A2,-0.1,1.95,1.3367581417294927
CYP1A2,-0.1,2.0,1.3693445724327444
CYP1A2,-0.1,2.05,1.4025637649800593
CYP1A2,-0.1,2.1,1.4363674538083135
CYP1A2,-0.1,2.15,1.470773331619016
CYP1A2,-0.1,2.2,1.5057663256483527
CYP1A2,-0.1,2.25,1.5412855844014604
CYP1A2,-0.1,2.3,1.577171131410342
CYP1A2,-0.1,2.35,1.6135995120091229
CYP1A2,-0.1,2.4,1.6505562995197633
CYP1A2,-0.1,2.45,1.688009732356085
CYP1A2,-0.1,2.5,1.7260481583789433
CYP1A2,-0.1,2.55,1.7645717194185744
CYP1A2,-0.1,2.6,1.803653490234588
CYP1A2,-0.1,2.65,1.8432078682913158
CYP1A2,-0.1,2.7,1.8831470924773988
CYP1A2,-0.1,2.75,1.9234804119044233
CYP1A2,-0.1,2.8,1.964262724251236
CYP1A2,-0.1,2.85,2.005443597315501
CYP1A2,-0.1,2.9,2.0469566991467776
CYP1A2,-0.1,2.95,2.0888261127893335
CYP1A2,-0.1,3.0,2.1310189071775496
CYP1A2,-0.05,0.2,0.9310101463241469
CYP1A2,-0.05,0.25,0.9125248111396125
CYP1A2,-0.05,0.3,0.8957025918977486
CYP1A2,-0.05,0.35,0.8804999165979396
CYP1A2,-0.05,0.4,0.8670531977510365
CYP1A2,-0.05,0.45,0.8555773850888777
CYP1A2,-0.05,0.5,0.8464678312767936
CYP1A2,-0.05,0.55,0.8396453960683065
CYP1A2,-0.05,0.6,0.8349337782368681
CYP1A2,-0.05,0.65,0.8323832133389115
CYP1A2,-0.05,0.7,0.8319545869774839
CYP1A2,-0.05,0.75,0.8335595184147158
CYP1A2,-0.05,0.8,0.8373907605120778
CYP1A2,-0.05,0.85,0.8434640955390064
CYP1A2,-0.05,0.9,0.8517725117085054
CYP1A2,-0.05,0.95,0.8619379158321556
CYP1A2,-0.05,1.0,0.8737869538756341
CYP1A2,-0.05,1.05,0.8873870741523378
CYP1A2,-0.05,1.1,0.9023476962999761
CYP1A2,-0.05,1.15,0.9187493718093399
CYP1A2,-0.05,1.2,0.9365479979328059
CYP1A2,-0.05,1.25,0.9557026519861005
CYP1A2,-0.05,1.3,0.9761772250077013
CYP1A2,-0.05,1.35,0.997867449227342
CYP1A2,-0.05,1.4,1.0206663937960934
CYP1A2,-0.05,1.45,1.044510578912055
CYP1A2,-0.05,1.5,1.0693360280725792
CYP1A2,-0.05,1.55,1.0953053050993093
CYP1A2,-0.05,1.6,1.12219226486634
CYP1A2,-0.05,1.65,1.1498687446838107
CYP1A2,-0.05,1.7,1.1784765771622068
CYP1A2,-0.05,1.75,1.2080207199565773
CYP1A2,-0.05,1.8,1.238447704390821
CYP1A2,-0.05,1.85,1.2695992353387502
CYP1A2,-0.05,1.9,1.301426315357265
CYP1A2,-0.05,1.95,1.333915291817742
CYP1A2,-0.05,2.0,1.366943288787316
CYP1A2,-0.05,2.05,1.4006502693493095
CYP1A2,-0.05,2.1,1.4349398561087874
CYP1A2,-0.05,2.15,1.4697399331353171
CYP1A2,-0.05,2.2,1.5051095656099618
CYP1A2,-0.05,2.25,1.5410605815172413
CYP1A2,-0.05,2.3,1.5773945125192703
CYP1A2,-0.05,2.35,1.6141102915270125
CYP1A2,-0.05,2.4,1.6514087361931025
CYP1A2,-0.05,2.45,1.6892423342487877
CYP1A2,-0.05,2.5,1.7275428742670245
CYP1A2,-0.05,2.55,1.7663402422783316
CYP1A2,-0.05,2.6,1.805574443178786
CYP1A2,-0.05,2.65,1.8453093157494371
CYP1A2,-0.05,2.7,1.8854529868141747
CYP1A2,-0.05,2.75,1.9260325155002977
CYP1A2,-0.05,2.8,1.9670433895881037
CYP1A2,-0.05,2.85,2.00846493209804
CYP1A2,-0.05,2.9,2.050231221035597
CYP1A2,-0.05,2.95,2.0922663774965526
CYP1A2,-0.05,3.0,2.1346214469991893
CYP1A2,0.0,0.2,0.9065119727746865
CYP1A2,0.0,0.25,0.8881508463189572
CYP1A2,0.0,0.3,0.8715125366718236
CYP1A2,0.0,0.35,0.8568425116531949
CYP1A2,0.0,0.4,0.8442567763117326
CYP1A2,0.0,0.45,0.8337519617291397
CYP1A2,0.0,0.5,0.8255286413728057
CYP1A2,0.0,0.55,0.8196825281647484
CYP1A2,0.0,0.6,0.8161741321635526
CYP1A2,0.0,0.65,0.8148372077449494
CYP1A2,0.0,0.7,0.8154848587758106
CYP1A2,0.0,0.75,0.8181495700071614
CYP1A2,0.0,0.8,0.8229823503346558
CYP1A2,0.0,0.85,0.830138060781123
CYP1A2,0.0,0.9,0.8393967560536757
CYP1A2,0.0,0.95,0.8504901975959227
CYP1A2,0.0,1.0,0.8633423026090382
CYP1A2,0.0,1.05,0.8777272282187514
CYP1A2,0.0,1.1,0.8935162517561485
CYP1A2,0.0,1.15,0.910645720001802
CYP1A2,0.0,1.2,0.929102475685822
CYP1A2,0.0,1.25,0.9489200761487138
CYP1A2,0.0,1.3,0.9700202984772028
CYP1A2,0.0,1.35,0.9922783483074706
CYP1A2,0.0,1.4,1.0156891607042278
CYP1A2,0.0,1.45,1.0400581910157338
CYP1A2,0.0,1.5,1.0656128033187506
CYP1A2,0.0,1.55,1.0921291506830366
CYP1A2,0.0,1.6,1.1196508614020566
CYP1A2,0.0,1.65,1.1481006804291114
CYP1A2,0.0,1.7,1.1773836479050337
CYP1A2,0.0,1.75,1.2073613900454234
CYP1A2,0.0,1.8,1.238162304513911
CYP1A2,0.0,1.85,1.2697288739346815
CYP1A2,0.0,1.9,1.3019694316199877
CYP1A2,0.0,1.95,1.3348870350573865
CYP1A2,0.0,2.0,1.3684019733952744
CYP1A2,0.0,2.05,1.402414171335601
CYP1A2,0.0,2.1,1.4369897973365457
CYP1A2,0.0,2.15,1.4721274737161696
CYP1A2,0.0,2.2,1.5078225199397128
CYP1A2,0.0,2.25,1.5440780698519498
CYP1A2,0.0,2.3,1.5808477082383803
CYP1A2,0.0,2.35,1.6180565783189411
CYP1A2,0.0,2.4,1.6556197429359056
CYP1A2,0.0,2.45,1.6936522006959582
CYP1A2,0.0,2.5,1.7321110066192542
CYP1A2,0.0,2.55,1.771047519487142
CYP1A2,0.0,2.6,1.8104203442307099
CYP1A2,0.0,2.65,1.8502399474924334
CYP1A2,0.0,2.7,1.8906131357541562
CYP1A2,0.0,2.75,1.9314052977136873
CYP1A2,0.0,2.8,1.9725259737792598
CYP1A2,0.0,2.85,2.0140830962518965
CYP1A2,0.0,2.9,2.055960974326563
CYP1A2,0.0,2.95,2.09819320140171
CYP1A2,0.0,3.0,2.140664034607159
CYP1A2,0.05,0.2,0.8872959376859242
CYP1A2,0.05,0.25,0.8691882628197616
CYP1A2,0.05,0.3,0.8531845902203657
CYP1A2,0.05,0.35,0.8393284260174382
CYP1A2,0.05,0.4,0.8275707013693305
CYP1A2,0.05,0.45,0.8182242598142665
CYP1A2,0.05,0.5,0.8110024311904233
CYP1A2,0.05,0.55,0.806140778218951
CYP1A2,0.05,0.6,0.8037193714705972
CYP1A2,0.05,0.65,0.8034027318652981
CYP1A2,0.05,0.7,0.8050949066127834
CYP1A2,0.05,0.75,0.8089094899430417
CYP1A2,0.05,0.8,0.8148225884693534
CYP1A2,0.05,0.85,0.822764622104452
CYP1A2,0.05,0.9,0.832645930030555
CYP1A2,0.05,0.95,0.8445382154281883
CYP1A2,0.05,1.0,0.8581396791068268
CYP1A2,0.05,1.05,0.8733215670416994
CYP1A2,0.05,1.1,0.8899079468462374
CYP1A2,0.05,1.15,0.9076967603540798
CYP1A2,0.05,1.2,0.9268752117940373
CYP1A2,0.05,1.25,0.9472073183456289
CYP1A2,0.05,1.3,0.9687868041189628
CYP1A2,0.05,1.35,0.9915853510781052
CYP1A2,0.05,1.4,1.0156243630708528
CYP1A2,0.05,1.45,1.040741260615451
CYP1A2,0.05,1.5,1.0667925303482377
CYP1A2,0.05,1.55,1.093727274521049
CYP1A2,0.05,1.6,1.1216769900601578
CYP1A2,0.05,1.65,1.1506421766080976
CYP1A2,0.05,1.7,1.1803522534695872
CYP1A2,0.05,1.75,1.210720459827275
CYP1A2,0.05,1.8,1.2418757192170204
CYP1A2,0.05,1.85,1.2737646028563168
CYP1A2,0.05,1.9,1.306365810033072
CYP1A2,0.05,1.95,1.3396231398443468
CYP1A2,0.05,2.0,1.3734062991025928
CYP1A2,0.05,2.05,1.4076909899582961
CYP1A2,0.05,2.1,1.4425292079470573
CYP1A2,0.05,2.15,1.4779131201347757
CYP1A2,0.05,2.2,1.5137809416870174
CYP1A2,0.05,2.25,1.5502225462445804
CYP1A2,0.05,2.3,1.587313287548285
CYP1A2,0.05,2.35,1.624840585324574
CYP1A2,0.05,2.4,1.6626865245831648
CYP1A2,0.05,2.45,1.7009454021391015
CYP1A2,0.05,2.5,1.739645497455335
CYP1A2,0.05,2.55,1.7787510830163769
CYP1A2,0.05,2.6,1.8182727867626025
CYP1A2,0.05,2.65,1.8581746028075912
CYP1A2,0.05,2.7,1.8985351704767761
CYP1A2,0.05,2.75,1.9393707355684189
CYP1A2,0.05,2.8,1.9806461987872006
CYP1A2,0.05,2.85,2.022274724189723
CYP1A2,0.05,2.9,2.0642787953975246
CYP1A2,0.05,2.95,2.106549617730454
CYP1A2,0.05,3.0,2.1491365009366454
CYP1A2,0.1,0.2,0.8741353235382472
CYP1A2,0.1,0.25,0.85660742444763
CYP1A2,0.1,0.3,0.8413177471966841
CYP1A2,0.1,0.35,0.8282381952831721
CYP1A2,0.1,0.4,0.81748834739922
CYP1A2,0.1,0.45,0.8090742580337458
CYP1A2,0.1,0.5,0.8029276460211131
CYP1A2,0.1,0.55,0.7990009166478446
CYP1A2,0.1,0.6,0.797439851336512
CYP1A2,0.1,0.65,0.7981064743106169
CYP1A2,0.1,0.7,0.8008712060431082
CYP1A2,0.1,0.75,0.8057045041150929
CYP1A2,0.1,0.8,0.8125114975398912
CYP1A2,0.1,0.85,0.8210814809810439
CYP1A2,0.1,0.9,0.8315965593672262
CYP1A2,0.1,0.95,0.8440470165412524
CYP1A2,0.1,1.0,0.8581178999463006
CYP1A2,0.1,1.05,0.8738125413061743
CYP1A2,0.1,1.1,0.8910899799336568
CYP1A2,0.1,1.15,0.9097987322356804
CYP1A2,0.1,1.2,0.9296489597510178
CYP1A2,0.1,1.25,0.9506411685994558
CYP1A2,0.1,1.3,0.9728372683894322
CYP1A2,0.1,1.35,0.9961502703334337
CYP1A2,0.1,1.4,1.0205932777694613
CYP1A2,0.1,1.45,1.046064986515103
CYP1A2,0.1,1.5,1.0724491272864258
CYP1A2,0.1,1.55,1.0998689133046171
CYP1A2,0.1,1.6,1.128230501602887
CYP1A2,0.1,1.65,1.15740867830925
CYP1A2,0.1,1.7,1.1873347429089762
CYP1A2,0.1,1.75,1.2181178616010946
CYP1A2,0.1,1.8,1.2495842001280977
CYP1A2,0.1,1.85,1.2817362486063095
CYP1A2,0.1,1.9,1.3145214370612925
CYP1A2,0.1,1.95,1.3479175529389638
CYP1A2,0.1,2.0,1.3818986434362808
CYP1A2,0.1,2.05,1.4164504549002173
CYP1A2,0.1,2.1,1.4515169907684284
CYP1A2,0.1,2.15,1.4870817659380893
CYP1A2,0.1,2.2,1.523226224090318
CYP1A2,0.1,2.25,1.55988747207772
CYP1A2,0.1,2.3,1.5969908820066052
CYP1A2,0.1,2.35,1.6346718313969475
CYP1A2,0.1,2.4,1.67274114359628
CYP1A2,0.1,2.45,1.711154985593363
CYP1A2,0.1,2.5,1.7499830549046387
CYP1A2,0.1,2.55,1.7892247442638967
CYP1A2,0.1,2.6,1.8288370101418003
CYP1A2,0.1,2.65,1.8688690645846584
CYP1A2,0.1,2.7,1.9092728701677069
CYP1A2,0.1,2.75,1.950122852865874
CYP1A2,0.1,2.8,1.9913644143484797
CYP1A2,0.1,2.85,2.0329336749714217
CYP1A2,0.1,2.9,2.0749108581290905
CYP1A2,0.1,2.95,2.1173098125537826
CYP1A2,0.1,3.0,2.1600468979941634
CYP1A2,0.15,0.2,0.8675374556649724
CYP1A2,0.15,0.25,0.850875262950427
CYP1A2,0.15,0.3,0.8363554931286122
CYP1A2,0.15,0.35,0.8240913317548052
CYP1A2,0.15,0.4,0.8142273416700883
CYP1A2,0.15,0.45,0.8066871445634561
CYP1A2,0.15,0.5,0.801537691325473
CYP1A2,0.15,0.55,0.7984803589760869
CYP1A2,0.15,0.6,0.7975712898006857
CYP1A2,0.15,0.65,0.7990446743180444
CYP1A2,0.15,0.7,0.8028641391755365
CYP1A2,0.15,0.75,0.8085305993538946
CYP1A2,0.15,0.8,0.81597345917002
CYP1A2,0.15,0.85,0.8253253481440673
CYP1A2,0.15,0.9,0.8363882961552379
CYP1A2,0.15,0.95,0.8491320319881887
CYP1A2,0.15,1.0,0.8636329833369396
CYP1A2,0.15,1.05,0.8798254793094755
CYP1A2,0.15,1.1,0.8977209469722855
CYP1A2,0.15,1.15,0.9170669845733327
CYP1A2,0.15,1.2,0.9375052865647973
CYP1A2,0.15,1.25,0.9590907591459952
CYP1A2,0.15,1.3,0.9817589683906096
CYP1A2,0.15,1.35,1.0054130881206391
CYP1A2,0.15,1.4,1.030046083289303
CYP1A2,0.15,1.45,1.055795622816852
CYP1A2,0.15,1.5,1.082656314264958
CYP1A2,0.15,1.55,1.1104383450230224
CYP1A2,0.15,1.6,1.1389733798984951
CYP1A2,0.15,1.65,1.1682824239366802
CYP1A2,0.15,1.7,1.1984562443944857
CYP1A2,0.15,1.75,1.2293530862283955
CYP1A2,0.15,1.8,1.2609922150044517
CYP1A2,0.15,1.85,1.293294794972146
CYP1A2,0.15,1.9,1.3261821238268134
CYP1A2,0.15,1.95,1.3596978865464706
CYP1A2,0.15,2.0,1.3938530597325363
CYP1A2,0.15,2.05,1.4286154600734702
CYP1A2,0.15,2.1,1.4638556373080465
CYP1A2,0.15,2.15,1.4996098228859032
CYP1A2,0.15,2.2,1.5358847753718536
CYP1A2,0.15,2.25,1.572605535793114
CYP1A2,0.15,2.3,1.609821692017743
CYP1A2,0.15,2.35,1.6474963067785937
CYP1A2,0.15,2.4,1.6856300726351663
CYP1A2,0.15,2.45,1.7241506065676804
CYP1A2,0.15,2.5,1.7629971195252823
CYP1A2,0.15,2.55,1.8022826312056726
CYP1A2,0.15,2.6,1.8420405074008483
CYP1A2,0.15,2.65,1.8820962352774786
CYP1A2,0.15,2.7,1.9225006307188783
CYP1A2,0.15,2.75,1.9632766336195429
CYP1A2,0.15,2.8,2.004468108695534
CYP1A2,0.15,2.85,2.0460794212202567
CYP1A2,0.15,2.9,2.088049401201197
CYP1A2,0.15,2.95,2.130403908159766
CYP1A2,0.15,3.0,2.1730883184090968
CYP1A2,0.2,0.2,0.8680320778451028
CYP1A2,0.2,0.25,0.8520081934866179
CYP1A2,0.2,0.3,0.8382152982097848
CYP1A2,0.2,0.35,0.826781627254062
CYP1A2,0.2,0.4,0.817767865939108
CYP1A2,0.2,0.45,0.811162536693606
CYP1A2,0.2,0.5,0.8068134493164116
CYP1A2,0.2,0.55,0.8045716504292791
CYP1A2,0.2,0.6,0.80459384365343
CYP1A2,0.2,0.65,0.8068477533887235
CYP1A2,0.2,0.7,0.8111312123199796
CYP1A2,0.2,0.75,0.8173584567282163
CYP1A2,0.2,0.8,0.8253615383652858
CYP1A2,0.2,0.85,0.8351831137853036
CYP1A2,0.2,0.9,0.8466410394007889
CYP1A2,0.2,0.95,0.8598771710371355
CYP1A2,0.2,1.0,0.8749402120899041
CYP1A2,0.2,1.05,0.8916531623378489
CYP1A2,0.2,1.1,0.9098057357722023
CYP1A2,0.2,1.15,0.9292650054410561
CYP1A2,0.2,1.2,0.9502045932391409
CYP1A2,0.2,1.25,0.9721002559280952
CYP1A2,0.2,1.3,0.9950170412807052
CYP1A2,0.2,1.35,1.0189371292452913
CYP1A2,0.2,1.4,1.0439867710924855
CYP1A2,0.2,1.45,1.070118388743432
CYP1A2,0.2,1.5,1.0971641754267878
CYP1A2,0.2,1.55,1.1250826875680455
CYP1A2,0.2,1.6,1.1537303744808425
CYP1A2,0.2,1.65,1.1832233914340349
CYP1A2,0.2,1.7,1.2134792664285532
CYP1A2,0.2,1.75,1.2444395946820666
CYP1A2,0.2,1.8,1.2761293624935879
CYP1A2,0.2,1.85,1.3085058366189115
CYP1A2,0.2,1.9,1.3416100485438227
CYP1A2,0.2,1.95,1.3752570624098086
CYP1A2,0.2,2.0,1.4094462889501702
CYP1A2,0.2,2.05,1.4442500481634573
CYP1A2,0.2,2.1,1.4795716043981662
CYP1A2,0.2,2.15,1.515373001889173
CYP1A2,0.2,2.2,1.5516299858914713
CYP1A2,0.2,2.25,1.5883710020646595
CYP1A2,0.2,2.3,1.6255715468699172
CYP1A2,0.2,2.35,1.6632356305950204
CYP1A2,0.2,2.4,1.701369734403754
CYP1A2,0.2,2.45,1.7398950040694976
CYP1A2,0.2,2.5,1.7787940722586906
CYP1A2,0.2,2.55,1.8180945955691152
CYP1A2,0.2,2.6,1.8577696352125694
CYP1A2,0.2,2.65,1.8979091641582295
CYP1A2,0.2,2.7,1.9383600798563205
CYP1A2,0.2,2.75,1.9790907129147115
CYP1A2,0.2,2.8,2.020249825544793
CYP1A2,0.2,2.85,2.0618328678604305
CYP1A2,0.2,2.9,2.1037798767143534
CYP1A2,0.2,2.95,2.146030628684608
CYP1A2,0.2,3.0,2.188636616661154
CYP1A2,0.25,0.2,0.8761083686214108
CYP1A2,0.25,0.25,0.8604634776395951
CYP1A2,0.25,0.3,0.847339143146996
CYP1A2,0.25,0.35,0.8366892243901902
CYP1A2,0.25,0.4,0.8283843287745972
CYP1A2,0.25,0.45,0.8226008322493387
CYP1A2,0.25,0.5,0.8189572861612374
CYP1A2,0.25,0.55,0.8177322034429568
CYP1A2,0.25,0.6,0.8184123736285275
CYP1A2,0.25,0.65,0.8209255153975327
CYP1A2,0.25,0.7,0.8255333019522785
CYP1A2,0.25,0.75,0.8322281153430446
CYP1A2,0.25,0.8,0.840828030119417
CYP1A2,0.25,0.85,0.8510069168814092
CYP1A2,0.25,0.9,0.8629358459031061
CYP1A2,0.25,0.95,0.8765257787121469
CYP1A2,0.25,1.0,0.8916827162372151
CYP1A2,0.25,1.05,0.9084337113379136
CYP1A2,0.25,1.1,0.926691341502995
CYP1A2,0.25,1.15,0.946358239258727
CYP1A2,0.25,1.2,0.9672894515205526
CYP1A2,0.25,1.25,0.9895226694754188
CYP1A2,0.25,1.3,1.0127600454587053
CYP1A2,0.25,1.35,1.0370283770044557
CYP1A2,0.25,1.4,1.0623274344529907
CYP1A2,0.25,1.45,1.088542976241647
CYP1A2,0.25,1.5,1.1156950460694435
CYP1A2,0.25,1.55,1.143622946048064
CYP1A2,0.25,1.6,1.1723845779432691
CYP1A2,0.25,1.65,1.2018973125717987
CYP1A2,0.25,1.7,1.2321864179781676
CYP1A2,0.25,1.75,1.263181202750208
CYP1A2,0.25,1.8,1.2948534807601373
CYP1A2,0.25,1.85,1.3272765214946054
CYP1A2,0.25,1.9,1.3604150539691657
CYP1A2,0.25,1.95,1.3941356439048378
CYP1A2,0.25,2.0,1.4284024723760813
CYP1A2,0.25,2.05,1.4631928126361653
CYP1A2,0.25,2.1,1.4984939387419665
CYP1A2,0.25,2.15,1.5342544445017783
CYP1A2,0.25,2.2,1.5704993655291717
CYP1A2,0.25,2.25,1.6072086394579257
CYP1A2,0.25,2.3,1.6443703889724726
CYP1A2,0.25,2.35,1.6820543463356235
CYP1A2,0.25,2.4,1.720206852545074
CYP1A2,0.25,2.45,1.7587685343705108
CYP1A2,0.25,2.5,1.7976540648349064
CYP1A2,0.25,2.55,1.8369041519540914
CYP1A2,0.25,2.6,1.876547331565102
CYP1A2,0.25,2.65,1.9165574126304068
CYP1A2,0.25,2.7,1.9569585007575687
CYP1A2,0.25,2.75,1.997737503064458
CYP1A2,0.25,2.8,2.0387910372557996
CYP1A2,0.25,2.85,2.080227447205298
CYP1A2,0.25,2.9,2.1220025366984494
CYP1A2,0.25,2.95,2.1641133975343783
CYP1A2,0.25,3.0,2.206551310410806
CYP1A2,0.3,0.2,0.8911406849380554
CYP1A2,0.3,0.25,0.8761593479481574
CYP1A2,0.3,0.3,0.8637444782278453
CYP1A2,0.3,0.35,0.8538846701661422
CYP1A2,0.3,0.4,0.8462482424164921
CYP1A2,0.3,0.45,0.8409181488878442
CYP1A2,0.3,0.5,0.837964436293923
CYP1A2,0.3,0.55,0.8371807671016942
CYP1A2,0.3,0.6,0.8383549500471166
CYP1A2,0.3,0.65,0.8415120446400693
CYP1A2,0.3,0.7,0.8466078848429578
CYP1A2,0.3,0.75,0.8535494106479843
CYP1A2,0.3,0.8,0.8623398542596844
CYP1A2,0.3,0.85,0.8729114388165115
CYP1A2,0.3,0.9,0.8850936177274853
CYP1A2,0.3,0.95,0.8988117197399906
CYP1A2,0.3,1.0,0.9140436472552431
CYP1A2,0.3,1.05,0.9306749945148289
CYP1A2,0.3,1.1,0.9488301930309668
CYP1A2,0.3,1.15,0.9684591759394071
CYP1A2,0.3,1.2,0.9894997650347443
CYP1A2,0.3,1.25,1.0118298966214856
CYP1A2,0.3,1.3,1.0352275259805273
CYP1A2,0.3,1.35,1.0596595120907741
CYP1A2,0.3,1.4,1.0849618033309647
CYP1A2,0.3,1.45,1.111102054656768
CYP1A2,0.3,1.5,1.13812866658537
CYP1A2,0.3,1.55,1.166091119554184
CYP1A2,0.3,1.6,1.1950051236043306
CYP1A2,0.3,1.65,1.2245578026942392
CYP1A2,0.3,1.7,1.254791362331625
CYP1A2,0.3,1.75,1.2857580039842165
CYP1A2,0.3,1.8,1.3173688038380615
CYP1A2,0.3,1.85,1.3496567018752095
CYP1A2,0.3,1.9,1.3826631645179863
CYP1A2,0.3,1.95,1.4163428147544639
CYP1A2,0.3,2.0,1.4505443101027868
CYP1A2,0.3,2.05,1.4853354655461766
CYP1A2,0.3,2.1,1.5205903529984608
CYP1A2,0.3,2.15,1.5563409092880995
CYP1A2,0.3,2.2,1.5925563478152753
CYP1A2,0.3,2.25,1.6292624792363073
CYP1A2,0.3,2.3,1.6664195065698952
