isoform,combo,repeat,fold,ST-RAE,R2
CYP1A2,ecfp4_narrow__rf+chemeleon__rf+ecfp4_narrow__lightgbm,1,0,0.8525050473120499,0.19880373144929214
CYP1A2,ecfp4_narrow__rf+chemeleon__rf+ecfp4_narrow__lightgbm,1,1,0.8762120249349603,0.20750941849162202
CYP1A2,ecfp4_narrow__rf+chemeleon__rf+ecfp4_narrow__lightgbm,1,2,0.7589430342843704,0.25059440348789125
CYP1A2,ecfp4_narrow__rf+chemeleon__rf+ecfp4_narrow__lightgbm,1,3,0.8371418051310517,0.19874350115274203
CYP1A2,ecfp4_narrow__rf+chemeleon__rf+ecfp4_narrow__lightgbm,1,4,0.7935244161184989,0.22702295085091106
CYP1A2,ecfp4_narrow__rf+chemeleon__rf+ecfp4_narrow__lightgbm,2,0,0.817096643425526,0.2282558940635343
CYP1A2,ecfp4_narrow__rf+chemeleon__rf+ecfp4_narrow__lightgbm,2,1,0.8169529463645827,0.23472068601368223
CYP1A2,ecfp4_narrow__rf+chemeleon__rf+ecfp4_narrow__lightgbm,2,2,0.8420550565780531,0.23566812490730082
CYP1A2,ecfp4_narrow__rf+chemeleon__rf+ecfp4_narrow__lightgbm,2,3,0.8942946115448643,0.17920048373201033
CYP1A2,ecfp4_narrow__rf+chemeleon__rf+ecfp4_narrow__lightgbm,2,4,0.8062452250404382,0.179540829481196
CYP1A2,ecfp4_narrow__rf+chemeleon__rf+ecfp4_narrow__lightgbm,3,0,0.783256444888589,0.24880047764938262
CYP1A2,ecfp4_narrow__rf+chemeleon__rf+ecfp4_narrow__lightgbm,3,1,0.8692971936712504,0.1988268229255432
CYP1A2,ecfp4_narrow__rf+chemeleon__rf+ecfp4_narrow__lightgbm,3,2,0.886804782737485,0.1945234313410836
CYP1A2,ecfp4_narrow__rf+chemeleon__rf+ecfp4_narrow__lightgbm,3,3,0.8542699573155248,0.21792151458300185
CYP1A2,ecfp4_narrow__rf+chemeleon__rf+ecfp4_narrow__lightgbm,3,4,0.7737413297376576,0.24009229257885922
CYP1A2,ecfp4_narrow__rf+chemeleon__rf+ecfp4_narrow__lightgbm,4,0,0.8311864384411587,0.22500840012739673
CYP1A2,ecfp4_narrow__rf+chemeleon__rf+ecfp4_narrow__lightgbm,4,1,0.8299030463632793,0.1718188358641598
CYP1A2,ecfp4_narrow__rf+chemeleon__rf+ecfp4_narrow__lightgbm,4,2,0.7921973560787225,0.22785653542573378
CYP1A2,ecfp4_narrow__rf+chemeleon__rf+ecfp4_narrow__lightgbm,4,3,0.8270909657041717,0.2568297749233634
CYP1A2,ecfp4_narrow__rf+chemeleon__rf+ecfp4_narrow__lightgbm,4,4,0.8331848921167221,0.24945161376442188
CYP1A2,chemprop_chemeleoninit+ecfp4_narrow__rf+chemeleon__rf+ecfp4_narrow__lightgbm,0,0,0.7669777326570251,0.2802099688215254
CYP1A2,chemprop_chemeleoninit+ecfp4_narrow__rf+chemeleon__rf+ecfp4_narrow__lightgbm,0,1,0.83770769383506,0.21475175252346435
CYP1A2,chemprop_chemeleoninit+ecfp4_narrow__rf+chemeleon__rf+ecfp4_narrow__lightgbm,0,2,0.7738366444638755,0.2778154951702404
CYP1A2,chemprop_chemeleoninit+ecfp4_narrow__rf+chemeleon__rf+ecfp4_narrow__lightgbm,0,3,0.7836114047721925,0.2835938052201077
CYP1A2,chemprop_chemeleoninit+ecfp4_narrow__rf+chemeleon__rf+ecfp4_narrow__lightgbm,0,4,0.8205414714199424,0.2277245361463526
CYP1A2,chemprop_chemeleoninit+ecfp4_narrow__rf+chemeleon__rf+ecfp4_narrow__lightgbm,1,0,0.8312050732746117,0.230615356805242
CYP1A2,chemprop_chemeleoninit+ecfp4_narrow__rf+chemeleon__rf+ecfp4_narrow__lightgbm,1,1,0.8515354100101412,0.2461972681403708
CYP1A2,chemprop_chemeleoninit+ecfp4_narrow__rf+chemeleon__rf+ecfp4_narrow__lightgbm,1,2,0.7429913418889277,0.2728761515174251
CYP1A2,chemprop_chemeleoninit+ecfp4_narrow__rf+chemeleon__rf+ecfp4_narrow__lightgbm,1,3,0.8265816119374872,0.24344140937479156
CYP1A2,chemprop_chemeleoninit+ecfp4_narrow__rf+chemeleon__rf+ecfp4_narrow__lightgbm,1,4,0.7854816697120287,0.2663996580821973
CYP1A2,chemprop_chemeleoninit+ecfp4_narrow__rf+chemeleon__rf+ecfp4_narrow__lightgbm,2,0,0.7801460377427056,0.28468164939279866
CYP1A2,chemprop_chemeleoninit+ecfp4_narrow__rf+chemeleon__rf+ecfp4_narrow__lightgbm,2,1,0.7970223076865179,0.26264561833539085
CYP1A2,chemprop_chemeleoninit+ecfp4_narrow__rf+chemeleon__rf+ecfp4_narrow__lightgbm,2,2,0.8323543617345261,0.2684448433217273
CYP1A2,chemprop_chemeleoninit+ecfp4_narrow__rf+chemeleon__rf+ecfp4_narrow__lightgbm,2,3,0.8709865581813545,0.20107462460439302
CYP1A2,chemprop_chemeleoninit+ecfp4_narrow__rf+chemeleon__rf+ecfp4_narrow__lightgbm,2,4,0.7574744075990434,0.25111289233849277
CYP1A2,chemprop_chemeleoninit+ecfp4_narrow__rf+chemeleon__rf+ecfp4_narrow__lightgbm,3,0,0.753487921848555,0.28617056563103105
CYP1A2,chemprop_chemeleoninit+ecfp4_narrow__rf+chemeleon__rf+ecfp4_narrow__lightgbm,3,1,0.8419365749837369,0.21417151552321012
CYP1A2,chemprop_chemeleoninit+ecfp4_narrow__rf+chemeleon__rf+ecfp4_narrow__lightgbm,3,2,0.8470736838568073,0.24539678427766834
CYP1A2,chemprop_chemeleoninit+ecfp4_narrow__rf+chemeleon__rf+ecfp4_narrow__lightgbm,3,3,0.8108108719009229,0.2489463965980546
CYP1A2,chemprop_chemeleoninit+ecfp4_narrow__rf+chemeleon__rf+ecfp4_narrow__lightgbm,3,4,0.7537165786604063,0.2717189020317413
CYP1A2,chemprop_chemeleoninit+ecfp4_narrow__rf+chemeleon__rf+ecfp4_narrow__lightgbm,4,0,0.8165065946169322,0.25387835259380204
CYP1A2,chemprop_chemeleoninit+ecfp4_narrow__rf+chemeleon__rf+ecfp4_narrow__lightgbm,4,1,0.8190410849896224,0.17745534982615446
CYP1A2,chemprop_chemeleoninit+ecfp4_narrow__rf+chemeleon__rf+ecfp4_narrow__lightgbm,4,2,0.7634102589955161,0.2747247813264519
CYP1A2,chemprop_chemeleoninit+ecfp4_narrow__rf+chemeleon__rf+ecfp4_narrow__lightgbm,4,3,0.7692510610977304,0.2888525275350494
CYP1A2,chemprop_chemeleoninit+ecfp4_narrow__rf+chemeleon__rf+ecfp4_narrow__lightgbm,4,4,0.8215565955215838,0.2744495535855358
CYP2D6,chemeleon__rf+chemeleon__lightgbm,0,0,0.8775345501004775,0.1529016291525733
CYP2D6,chemeleon__rf+chemeleon__lightgbm,0,1,0.9218111980509125,0.1446956964596263
CYP2D6,chemeleon__rf+chemeleon__lightgbm,0,2,0.8928963347035979,0.10580641616727973
CYP2D6,chemeleon__rf+chemeleon__lightgbm,0,3,0.9180214242841049,0.09569058120352347
CYP2D6,chemeleon__rf+chemeleon__lightgbm,0,4,0.8937113395465033,0.15857680664077664
CYP2D6,chemeleon__rf+chemeleon__lightgbm,1,0,0.8991973249951447,0.1439837312923958
CYP2D6,chemeleon__rf+chemeleon__lightgbm,1,1,0.9157620459005488,0.12965705202074876
CYP2D6,chemeleon__rf+chemeleon__lightgbm,1,2,0.9250307642591811,0.10528238577895792
CYP2D6,chemeleon__rf+chemeleon__lightgbm,1,3,0.8818198642680402,0.14312428777599268
CYP2D6,chemeleon__rf+chemeleon__lightgbm,1,4,0.8958931286679191,0.14024165170750522
CYP2D6,chemeleon__rf+chemeleon__lightgbm,2,0,0.9226005669367665,0.1346398661086898
CYP2D6,chemeleon__rf+chemeleon__lightgbm,2,1,0.8896041653904672,0.11575296945925855
CYP2D6,chemeleon__rf+chemeleon__lightgbm,2,2,0.8864674464891718,0.14484672862704231
CYP2D6,chemeleon__rf+chemeleon__lightgbm,2,3,0.8888300087519178,0.14110406255972455
CYP2D6,chemeleon__rf+chemeleon__lightgbm,2,4,0.9324940806642761,0.08925888220138252
CYP2D6,chemeleon__rf+chemeleon__lightgbm,3,0,0.9082503885243822,0.13448285064257479
CYP2D6,chemeleon__rf+chemeleon__lightgbm,3,1,0.9152543053129563,0.10718895348760775
CYP2D6,chemeleon__rf+chemeleon__lightgbm,3,2,0.9012961974435943,0.13499344379909622
CYP2D6,chemeleon__rf+chemeleon__lightgbm,3,3,0.9216499146467908,0.12079803147545859
CYP2D6,chemeleon__rf+chemeleon__lightgbm,3,4,0.8497526633311961,0.18292614744690025
CYP2D6,chemeleon__rf+chemeleon__lightgbm,4,0,0.8716273805910132,0.1717317245394033
CYP2D6,chemeleon__rf+chemeleon__lightgbm,4,1,0.9092653481050997,0.12719625692377462
CYP2D6,chemeleon__rf+chemeleon__lightgbm,4,2,0.9234609442367785,0.13637000455646509
CYP2D6,chemeleon__rf+chemeleon__lightgbm,4,3,0.8602814236837366,0.18189310363158964
CYP2D6,chemeleon__rf+chemeleon__lightgbm,4,4,0.945253245498013,0.06348842722437681
CYP2D6,chemeleon__rf+chemprop_chemeleoninit,0,0,0.8646600028045709,0.17895225353077854
CYP2D6,chemeleon__rf+chemprop_chemeleoninit,0,1,0.9016898748813567,0.16319442290856764
CYP2D6,chemeleon__rf+chemprop_chemeleoninit,0,2,0.8867624427547244,0.12597304046059898
CYP2D6,chemeleon__rf+chemprop_chemeleoninit,0,3,0.8649556180514943,0.14261943674347366
CYP2D6,chemeleon__rf+chemprop_chemeleoninit,0,4,0.8403041869187434,0.1989153293697872
CYP2D6,chemeleon__rf+chemprop_chemeleoninit,1,0,0.8869840252493153,0.15074093781734624
CYP2D6,chemeleon__rf+chemprop_chemeleoninit,1,1,0.9175596215747791,0.11624509249330284
CYP2D6,chemeleon__rf+chemprop_chemeleoninit,1,2,0.889650918430263,0.12197477903095501
CYP2D6,chemeleon__rf+chemprop_chemeleoninit,1,3,0.8415361347751279,0.20211540575759634
CYP2D6,chemeleon__rf+chemprop_chemeleoninit,1,4,0.8778530467245425,0.1541652240460621
CYP2D6,chemeleon__rf+chemprop_chemeleoninit,2,0,0.8981038339799842,0.145082936237384
CYP2D6,chemeleon__rf+chemprop_chemeleoninit,2,1,0.8466140852974613,0.15945620818735198
CYP2D6,chemeleon__rf+chemprop_chemeleoninit,2,2,0.8625335029691606,0.18265884794733395
CYP2D6,chemeleon__rf+chemprop_chemeleoninit,2,3,0.8693533104384135,0.1396650291894804
CYP2D6,chemeleon__rf+chemprop_chemeleoninit,2,4,0.9368989177776579,0.10508256253380804
CYP2D6,chemeleon__rf+chemprop_chemeleoninit,3,0,0.9014709716275334,0.15278370880698502
CYP2D6,chemeleon__rf+chemprop_chemeleoninit,3,1,0.9119892936502386,0.08495045217657919
CYP2D6,chemeleon__rf+chemprop_chemeleoninit,3,2,0.8746596835524589,0.17461889585937868
CYP2D6,chemeleon__rf+chemprop_chemeleoninit,3,3,0.8873663861206214,0.143758225227928
CYP2D6,chemeleon__rf+chemprop_chemeleoninit,3,4,0.8037105502211022,0.23121207487273648
CYP2D6,chemeleon__rf+chemprop_chemeleoninit,4,0,0.8581819785562074,0.17150155041171383
CYP2D6,chemeleon__rf+chemprop_chemeleoninit,4,1,0.8740456016079059,0.15186167527753233
CYP2D6,chemeleon__rf+chemprop_chemeleoninit,4,2,0.8537767538326863,0.20354035631353445
CYP2D6,chemeleon__rf+chemprop_chemeleoninit,4,3,0.8588473530186113,0.18100144605039276
CYP2D6,chemeleon__rf+chemprop_chemeleoninit,4,4,0.9192802012501514,0.11773992366537775
CYP2D6,chemeleon__lightgbm+chemprop_chemeleoninit,0,0,0.8587452862069717,0.17633245563307057
CYP2D6,chemeleon__lightgbm+chemprop_chemeleoninit,0,1,0.8989852508553179,0.15755205234927674
CYP2D6,chemeleon__lightgbm+chemprop_chemeleoninit,0,2,0.8807710138809425,0.11755552187740383
CYP2D6,chemeleon__lightgbm+chemprop_chemeleoninit,0,3,0.901816361303968,0.09430440371451124
CYP2D6,chemeleon__lightgbm+chemprop_chemeleoninit,0,4,0.8665024134658151,0.17204113513744176
CYP2D6,chemeleon__lightgbm+chemprop_chemeleoninit,1,0,0.8952599852890036,0.14047242616470473
CYP2D6,chemeleon__lightgbm+chemprop_chemeleoninit,1,1,0.9330454408474356,0.10022206688814214
CYP2D6,chemeleon__lightgbm+chemprop_chemeleoninit,1,2,0.9144579946685126,0.10245985463517827
CYP2D6,chemeleon__lightgbm+chemprop_chemeleoninit,1,3,0.8414473278295965,0.18995287325453658
CYP2D6,chemeleon__lightgbm+chemprop_chemeleoninit,1,4,0.8825415011891135,0.15705267656910177
CYP2D6,chemeleon__lightgbm+chemprop_chemeleoninit,2,0,0.9210939811053748,0.11585296022658549
CYP2D6,chemeleon__lightgbm+chemprop_chemeleoninit,2,1,0.8539314965902368,0.1479899814414479
CYP2D6,chemeleon__lightgbm+chemprop_chemeleoninit,2,2,0.884707125819287,0.16304281330208975
CYP2D6,chemeleon__lightgbm+chemprop_chemeleoninit,2,3,0.8758930345291638,0.13462577476328125
CYP2D6,chemeleon__lightgbm+chemprop_chemeleoninit,2,4,0.9296740218711379,0.10813180932542522
CYP2D6,chemeleon__lightgbm+chemprop_chemeleoninit,3,0,0.9097456007744158,0.14988088443559924
CYP2D6,chemeleon__lightgbm+chemprop_chemeleoninit,3,1,0.9293986059821295,0.059025007949164036
CYP2D6,chemeleon__lightgbm+chemprop_chemeleoninit,3,2,0.878005044231991,0.15636423146268513
CYP2D6,chemeleon__lightgbm+chemprop_chemeleoninit,3,3,0.924919485194038,0.11690941822935912
CYP2D6,chemeleon__lightgbm+chemprop_chemeleoninit,3,4,0.8094066189855691,0.22550176570693856
CYP2D6,chemeleon__lightgbm+chemprop_chemeleoninit,4,0,0.8760294027004346,0.16878321021263873
CYP2D6,chemeleon__lightgbm+chemprop_chemeleoninit,4,1,0.8976005287943367,0.12717283732327864
CYP2D6,chemeleon__lightgbm+chemprop_chemeleoninit,4,2,0.8666875667953066,0.18533946921665306
CYP2D6,chemeleon__lightgbm+chemprop_chemeleoninit,4,3,0.8631963384161163,0.1888350358639215
CYP2D6,chemeleon__lightgbm+chemprop_chemeleoninit,4,4,0.9481664882183226,0.08257617759360723
CYP2D6,chemeleon__rf+chemeleon__lightgbm+chemprop_chemeleoninit,0,0,0.8553015339931714,0.17725402377796984
CYP2D6,chemeleon__rf+chemeleon__lightgbm+chemprop_chemeleoninit,0,1,0.897881854713068,0.16256901106345212
CYP2D6,chemeleon__rf+chemeleon__lightgbm+chemprop_chemeleoninit,0,2,0.8723527132638873,0.12604770160691975
CYP2D6,chemeleon__rf+chemeleon__lightgbm+chemprop_chemeleoninit,0,3,0.8878037176634583,0.11585187972246042
CYP2D6,chemeleon__rf+chemeleon__lightgbm+chemprop_chemeleoninit,0,4,0.8548790220385188,0.18433549274276942
CYP2D6,chemeleon__rf+chemeleon__lightgbm+chemprop_chemeleoninit,1,0,0.8893700177753098,0.14811808298154713
CYP2D6,chemeleon__rf+chemeleon__lightgbm+chemprop_chemeleoninit,1,1,0.9110897930237056,0.12380565721837236
CYP2D6,chemeleon__rf+chemeleon__lightgbm+chemprop_chemeleoninit,1,2,0.8951725585481257,0.12015114766700918
CYP2D6,chemeleon__rf+chemeleon__lightgbm+chemprop_chemeleoninit,1,3,0.8440094993023054,0.18553007090220608
CYP2D6,chemeleon__rf+chemeleon__lightgbm+chemprop_chemeleoninit,1,4,0.8762733742765892,0.15612016307794474
CYP2D6,chemeleon__rf+chemeleon__lightgbm+chemprop_chemeleoninit,2,0,0.9008876409462347,0.14260611339616067
CYP2D6,chemeleon__rf+chemeleon__lightgbm+chemprop_chemeleoninit,2,1,0.8532299161170793,0.14893360188467483
CYP2D6,chemeleon__rf+chemeleon__lightgbm+chemprop_chemeleoninit,2,2,0.867721041115262,0.1699355209523178
CYP2D6,chemeleon__rf+chemeleon__lightgbm+chemprop_chemeleoninit,2,3,0.8672141709518749,0.1451174029316929
CYP2D6,chemeleon__rf+chemeleon__lightgbm+chemprop_chemeleoninit,2,4,0.9181108510789013,0.11226516155303287
CYP2D6,chemeleon__rf+chemeleon__lightgbm+chemprop_chemeleoninit,3,0,0.8973641154036378,0.15421281961631988
CYP2D6,chemeleon__rf+chemeleon__lightgbm+chemprop_chemeleoninit,3,1,0.9120562872438446,0.08906041693829839
CYP2D6,chemeleon__rf+chemeleon__lightgbm+chemprop_chemeleoninit,3,2,0.8722082683177017,0.16577023817243713
CYP2D6,chemeleon__rf+chemeleon__lightgbm+chemprop_chemeleoninit,3,3,0.8947639703108182,0.13818784435293271
CYP2D6,chemeleon__rf+chemeleon__lightgbm+chemprop_chemeleoninit,3,4,0.8091943643002282,0.22072842190592412
CYP2D6,chemeleon__rf+chemeleon__lightgbm+chemprop_chemeleoninit,4,0,0.8603277242019933,0.17620137062491684
CYP2D6,chemeleon__rf+chemeleon__lightgbm+chemprop_chemeleoninit,4,1,0.8791312701798131,0.14492762164550516
CYP2D6,chemeleon__rf+chemeleon__lightgbm+chemprop_chemeleoninit,4,2,0.8707294166033752,0.18217599524712158
CYP2D6,chemeleon__rf+chemeleon__lightgbm+chemprop_chemeleoninit,4,3,0.8481596675819733,0.19430399767905546
CYP2D6,chemeleon__rf+chemeleon__lightgbm+chemprop_chemeleoninit,4,4,0.9296718282763893,0.09394231713765837
CYP2D6,chemeleon__rf+ecfp4_narrow__lightgbm,0,0,0.8861744723851471,0.15018275141762838
CYP2D6,chemeleon__rf+ecfp4_narrow__lightgbm,0,1,0.9125557727851453,0.13596167352549665
CYP2D6,chemeleon__rf+ecfp4_narrow__lightgbm,0,2,0.8991993885894299,0.11672938427051267
CYP2D6,chemeleon__rf+ecfp4_narrow__lightgbm,0,3,0.8790601184910241,0.13660044270492996
CYP2D6,chemeleon__rf+ecfp4_narrow__lightgbm,0,4,0.8878596474875483,0.16562192129156986
CYP2D6,chemeleon__rf+ecfp4_narrow__lightgbm,1,0,0.8853890426344575,0.14254797192281224
CYP2D6,chemeleon__rf+ecfp4_narrow__lightgbm,1,1,0.9281296523982823,0.10796914194777386
CYP2D6,chemeleon__rf+ecfp4_narrow__lightgbm,1,2,0.9011208573361412,0.12183874698376651
CYP2D6,chemeleon__rf+ecfp4_narrow__lightgbm,1,3,0.8633857553491677,0.16658780329130116
CYP2D6,chemeleon__rf+ecfp4_narrow__lightgbm,1,4,0.8980598520163265,0.1517178350684059
CYP2D6,chemeleon__rf+ecfp4_narrow__lightgbm,2,0,0.8987422336000214,0.15856310639926635
CYP2D6,chemeleon__rf+ecfp4_narrow__lightgbm,2,1,0.887784700836013,0.11498398648792499
CYP2D6,chemeleon__rf+ecfp4_narrow__lightgbm,2,2,0.8825477785419884,0.14314245872242967
CYP2D6,chemeleon__rf+ecfp4_narrow__lightgbm,2,3,0.9000331936634954,0.13091665946158884
CYP2D6,chemeleon__rf+ecfp4_narrow__lightgbm,2,4,0.9388120246473347,0.07936593601930074
CYP2D6,chemeleon__rf+ecfp4_narrow__lightgbm,3,0,0.9114983860306387,0.15152972882405408
CYP2D6,chemeleon__rf+ecfp4_narrow__lightgbm,3,1,0.9135976088753426,0.10199809105828618
CYP2D6,chemeleon__rf+ecfp4_narrow__lightgbm,3,2,0.9028836609156131,0.13700920618422388
CYP2D6,chemeleon__rf+ecfp4_narrow__lightgbm,3,3,0.8869617231632857,0.13367073794272893
CYP2D6,chemeleon__rf+ecfp4_narrow__lightgbm,3,4,0.856183080912369,0.1826400329917739
CYP2D6,chemeleon__rf+ecfp4_narrow__lightgbm,4,0,0.8710577179660757,0.15617184697995282
CYP2D6,chemeleon__rf+ecfp4_narrow__lightgbm,4,1,0.8992408459792987,0.1492220690685792
CYP2D6,chemeleon__rf+ecfp4_narrow__lightgbm,4,2,0.8879502876493552,0.16426235662972077
CYP2D6,chemeleon__rf+ecfp4_narrow__lightgbm,4,3,0.8822704114021579,0.1463388983629841
CYP2D6,chemeleon__rf+ecfp4_narrow__lightgbm,4,4,0.9323124310391112,0.09567984707095022
CYP2D6,chemeleon__lightgbm+ecfp4_narrow__lightgbm,0,0,0.8848894293635741,0.1469843548772927
CYP2D6,chemeleon__lightgbm+ecfp4_narrow__lightgbm,0,1,0.9199580536898421,0.1212047451427395
CYP2D6,chemeleon__lightgbm+ecfp4_narrow__lightgbm,0,2,0.9039960723766842,0.10129422259209954
CYP2D6,chemeleon__lightgbm+ecfp4_narrow__lightgbm,0,3,0.9111193217960329,0.08920234822041762
CYP2D6,chemeleon__lightgbm+ecfp4_narrow__lightgbm,0,4,0.9091481788820065,0.13979507770211047
CYP2D6,chemeleon__lightgbm+ecfp4_narrow__lightgbm,1,0,0.9013768790718951,0.12965055191321628
CYP2D6,chemeleon__lightgbm+ecfp4_narrow__lightgbm,1,1,0.9391344853197976,0.09887982142581271
CYP2D6,chemeleon__lightgbm+ecfp4_narrow__lightgbm,1,2,0.9178055111241424,0.10795831030213962
CYP2D6,chemeleon__lightgbm+ecfp4_narrow__lightgbm,1,3,0.8754885358641655,0.14798488678341795
CYP2D6,chemeleon__lightgbm+ecfp4_narrow__lightgbm,1,4,0.906388878302142,0.1516902111764765
CYP2D6,chemeleon__lightgbm+ecfp4_narrow__lightgbm,2,0,0.9313524995971576,0.11907178077478646
CYP2D6,chemeleon__lightgbm+ecfp4_narrow__lightgbm,2,1,0.9056416895578475,0.09669819461787044
CYP2D6,chemeleon__lightgbm+ecfp4_narrow__lightgbm,2,2,0.910381211053372,0.12423399326107866
CYP2D6,chemeleon__lightgbm+ecfp4_narrow__lightgbm,2,3,0.9011685572200413,0.13135510577467482
CYP2D6,chemeleon__lightgbm+ecfp4_narrow__lightgbm,2,4,0.940236648242696,0.06941299661846206
CYP2D6,chemeleon__lightgbm+ecfp4_narrow__lightgbm,3,0,0.9248282657298903,0.14111738876450863
CYP2D6,chemeleon__lightgbm+ecfp4_narrow__lightgbm,3,1,0.9308940668417427,0.07415962981720786
CYP2D6,chemeleon__lightgbm+ecfp4_narrow__lightgbm,3,2,0.9247692870777764,0.10377113259266912
CYP2D6,chemeleon__lightgbm+ecfp4_narrow__lightgbm,3,3,0.9113728326588474,0.11381880294813367
CYP2D6,chemeleon__lightgbm+ecfp4_narrow__lightgbm,3,4,0.8616775251799893,0.17572766710123439
CYP2D6,chemeleon__lightgbm+ecfp4_narrow__lightgbm,4,0,0.8946413157160796,0.1463234800804555
CYP2D6,chemeleon__lightgbm+ecfp4_narrow__lightgbm,4,1,0.917786236185744,0.12726673566804145
CYP2D6,chemeleon__lightgbm+ecfp4_narrow__lightgbm,4,2,0.8990296053614317,0.14685267693194026
CYP2D6,chemeleon__lightgbm+ecfp4_narrow__lightgbm,4,3,0.888052789749265,0.15718878124862853
CYP2D6,chemeleon__lightgbm+ecfp4_narrow__lightgbm,4,4,0.9704975005473465,0.05304485491243339
CYP2D6,chemprop_chemeleoninit+ecfp4_narrow__lightgbm,0,0,0.8845407787720734,0.15791121306766664
CYP2D6,chemprop_chemeleoninit+ecfp4_narrow__lightgbm,0,1,0.9005483960615173,0.1444282141548267
CYP2D6,chemprop_chemeleoninit+ecfp4_narrow__lightgbm,0,2,0.8970306117648424,0.11419970895126542
CYP2D6,chemprop_chemeleoninit+ecfp4_narrow__lightgbm,0,3,0.8761605516345169,0.11963761268457423
CYP2D6,chemprop_chemeleoninit+ecfp4_narrow__lightgbm,0,4,0.8602288163275023,0.17680081133264375
CYP2D6,chemprop_chemeleoninit+ecfp4_narrow__lightgbm,1,0,0.8890261757587764,0.13102003897651773
CYP2D6,chemprop_chemeleoninit+ecfp4_narrow__lightgbm,1,1,0.9602259685228424,0.06855762915573065
CYP2D6,chemprop_chemeleoninit+ecfp4_narrow__lightgbm,1,2,0.8986973122101352,0.11780972738518117
CYP2D6,chemprop_chemeleoninit+ecfp4_narrow__lightgbm,1,3,0.8440336990635107,0.1967629652448171
CYP2D6,chemprop_chemeleoninit+ecfp4_narrow__lightgbm,1,4,0.9040488395180531,0.16029473890308463
CYP2D6,chemprop_chemeleoninit+ecfp4_narrow__lightgbm,2,0,0.9029456450471356,0.1293647909385095
CYP2D6,chemprop_chemeleoninit+ecfp4_narrow__lightgbm,2,1,0.8665058706301522,0.13232109321388955
CYP2D6,chemprop_chemeleoninit+ecfp4_narrow__lightgbm,2,2,0.8772203570169363,0.16017527070119103
CYP2D6,chemprop_chemeleoninit+ecfp4_narrow__lightgbm,2,3,0.9067329331276459,0.11449701029706459
CYP2D6,chemprop_chemeleoninit+ecfp4_narrow__lightgbm,2,4,0.9430687889339261,0.08512478532629639
CYP2D6,chemprop_chemeleoninit+ecfp4_narrow__lightgbm,3,0,0.9309296409659077,0.14755771954594646
CYP2D6,chemprop_chemeleoninit+ecfp4_narrow__lightgbm,3,1,0.9380023734644651,0.0444746735286981
CYP2D6,chemprop_chemeleoninit+ecfp4_narrow__lightgbm,3,2,0.8849776783819714,0.1485441234292694
CYP2D6,chemprop_chemeleoninit+ecfp4_narrow__lightgbm,3,3,0.9076822145082598,0.1195463288296792
CYP2D6,chemprop_chemeleoninit+ecfp4_narrow__lightgbm,3,4,0.8225954720011333,0.21626338534547437
CYP2D6,chemprop_chemeleoninit+ecfp4_narrow__lightgbm,4,0,0.8803828310160363,0.14626856681696923
CYP2D6,chemprop_chemeleoninit+ecfp4_narrow__lightgbm,4,1,0.892099756919946,0.14432360930641622
CYP2D6,chemprop_chemeleoninit+ecfp4_narrow__lightgbm,4,2,0.8609977852787684,0.19512916681799708
CYP2D6,chemprop_chemeleoninit+ecfp4_narrow__lightgbm,4,3,0.8958195727133987,0.1437136704251064
CYP2D6,chemprop_chemeleoninit+ecfp4_narrow__lightgbm,4,4,0.9510567840999121,0.10329504953276744
CYP2D6,chemeleon__rf+chemeleon__lightgbm+ecfp4_narrow__lightgbm,0,0,0.8736529453837709,0.15679629900638453
CYP2D6,chemeleon__rf+chemeleon__lightgbm+ecfp4_narrow__lightgbm,0,1,0.9146534771575385,0.13801719759048997
CYP2D6,chemeleon__rf+chemeleon__lightgbm+ecfp4_narrow__lightgbm,0,2,0.886360250225089,0.11490439940995724
CYP2D6,chemeleon__rf+chemeleon__lightgbm+ecfp4_narrow__lightgbm,0,3,0.8952564057999537,0.11367724496111738
CYP2D6,chemeleon__rf+chemeleon__lightgbm+ecfp4_narrow__lightgbm,0,4,0.8901551482106793,0.16007060149643612
CYP2D6,chemeleon__rf+chemeleon__lightgbm+ecfp4_narrow__lightgbm,1,0,0.8896961098560059,0.1430421036579576
CYP2D6,chemeleon__rf+chemeleon__lightgbm+ecfp4_narrow__lightgbm,1,1,0.9191485531625877,0.11949963787024533
CYP2D6,chemeleon__rf+chemeleon__lightgbm+ecfp4_narrow__lightgbm,1,2,0.9083456336683691,0.11709052779152859
CYP2D6,chemeleon__rf+chemeleon__lightgbm+ecfp4_narrow__lightgbm,1,3,0.8666128439128262,0.15855452003757495
CYP2D6,chemeleon__rf+chemeleon__lightgbm+ecfp4_narrow__lightgbm,1,4,0.8906912466377765,0.15533152953998014
CYP2D6,chemeleon__rf+chemeleon__lightgbm+ecfp4_narrow__lightgbm,2,0,0.911007647159612,0.14293966461368549
CYP2D6,chemeleon__rf+chemeleon__lightgbm+ecfp4_narrow__lightgbm,2,1,0.8893716770869384,0.11403645990253572
CYP2D6,chemeleon__rf+chemeleon__lightgbm+ecfp4_narrow__lightgbm,2,2,0.8883534691233262,0.14254456816385624
CYP2D6,chemeleon__rf+chemeleon__lightgbm+ecfp4_narrow__lightgbm,2,3,0.8864149601452133,0.142098478579166
