config,Endpoint,ST-RAE_mean,ST-RAE_ci_low,ST-RAE_ci_high,MAE_mean,MAE_ci_low,MAE_ci_high,R2_mean,R2_ci_low,R2_ci_high,Spearman_R_mean,Spearman_R_ci_low,Spearman_R_ci_high,Kendall_Tau_mean,Kendall_Tau_ci_low,Kendall_Tau_ci_high
tabular_rdkit2d__lightgbm,CYP2C9_pIC50_direct_inhibition,0.771572450450959,0.6770263070805271,0.8745782244559399,0.5559603443554348,0.4999089569964219,0.6155022350378663,0.2624026512885259,0.1644755475672386,0.3555493164951048,0.5204749770311741,0.4246779845832301,0.6125389136845069,0.3669256555257339,0.29484994380855417,0.4364169150049787
tabular_rdkit2d__lightgbm,CYP2D6_pIC50_direct_inhibition,1.0163719930850914,0.9440549035072163,1.0957667575935504,0.623032191380252,0.5533912220209068,0.6930426188107429,0.06494940407781259,-0.042497463107793135,0.1568544007202963,0.23651681316574594,0.12687989247941614,0.3428716871018583,0.1596380342024229,0.08504787489180647,0.23689649349619404
tabular_rdkit2d__lightgbm,CYP3A4_pIC50_direct_inhibition,0.6196903525257861,0.5461516921462012,0.7078619513509382,0.6011653309765405,0.5577823985346481,0.6494658421034135,0.502024201819646,0.42444276418163596,0.5714340314952242,0.6943980872692018,0.6420645980662611,0.7425826201651611,0.505084906490127,0.4609470616660811,0.5463871079731162
tabular_rdkit2d__lightgbm,MA,0.829722415350783,0.7823475041136374,0.8757179451335729,0.6300314280078287,0.598743790716861,0.6610804057102161,0.24323079370455855,0.19388989703267892,0.28824119612821986,0.4697228510871455,0.42368415516243374,0.5159012625927973,0.33172063399009927,0.29826334205748656,0.36492732756235424
tabular_rdkit2d__rf,CYP1A2_pIC50_direct_inhibition,0.8576003126338461,0.7600558437974406,0.9631740130861209,0.7094022609021635,0.6412619232078629,0.7811155260804866,0.19379558740329117,0.0966868438564825,0.28592740829199176,0.4607209818647493,0.36453648974835157,0.5561941306559449,0.318219638829153,0.24944168707073547,0.39165996048249313
tabular_rdkit2d__rf,CYP2C9_pIC50_direct_inhibition,0.7266481024213329,0.6306719493892387,0.8281062658367843,0.5376536120740641,0.4828754324820946,0.592281867810305,0.309026065474794,0.2227842504413316,0.396434481264613,0.557620357976313,0.46503242600691114,0.6456909107945119,0.3974049380623881,0.32811532555578116,0.4668284246791696
tabular_rdkit2d__rf,CYP2D6_pIC50_direct_inhibition,0.9563890966756495,0.8937452182701763,1.0281276954983527,0.5993899722622128,0.5321017734985498,0.6705765734215582,0.08632184292755782,-0.011865095544312743,0.16610591823844278,0.3494267425631791,0.24511649152535,0.4441200201409454,0.24016591404364407,0.16729092465647316,0.3078868145938528
tabular_rdkit2d__rf,CYP3A4_pIC50_direct_inhibition,0.60932610102604,0.5372025471526486,0.6900943325208827,0.6048234652440801,0.5602898861660077,0.6507487156382721,0.49424303571038103,0.42396932130019915,0.5618820243126914,0.6955362184663281,0.6424203945002783,0.7422669023250681,0.5061862333274948,0.4629566241150756,0.5475039279790834
tabular_rdkit2d__rf,MA,0.7874909031892171,0.7433362422337044,0.8337725102495311,0.6128173276206301,0.5821819056914455,0.6448356405223016,0.270846632879006,0.2272869793087931,0.3115098287103688,0.5158260752176423,0.4740210178293032,0.5603564977221293,0.36549418106567,0.33497459159204385,0.3978191393964862
tabular_rdkit2d__xgboost,CYP1A2_pIC50_direct_inhibition,0.9441742737866419,0.8387755928240967,1.0589200571344386,0.7589142138828194,0.6875497314867327,0.8368557440564982,0.08064435929787594,-0.0443449293840563,0.1849301667710309,0.37944321641653217,0.2770839737798328,0.48680483428354826,0.26265516673328815,0.19162766172377904,0.34069037720455553
tabular_rdkit2d__xgboost,CYP2C9_pIC50_direct_inhibition,0.7937704653688517,0.6812084406651004,0.9184019282039095,0.5538212565920075,0.4946899000435606,0.6141925372857955,0.23928497784496847,0.11630963795392556,0.3539632857337442,0.501858776931208,0.3978344406357624,0.6004660081477128,0.35434837990050944,0.2772884847812914,0.4263400033873963
tabular_rdkit2d__xgboost,CYP2D6_pIC50_direct_inhibition,1.0685262964671236,0.9944472594522473,1.1477215660417714,0.6466956028578948,0.5784657996709321,0.7206455955491524,-0.0015453929305492247,-0.09736149824352332,0.08191049560605883,0.13694876479031,0.026552229617849903,0.2533317428868333,0.09294517147868246,0.017492579051865218,0.17267238962354162
tabular_rdkit2d__xgboost,CYP3A4_pIC50_direct_inhibition,0.6497434767156473,0.5736485574489048,0.7404182716520428,0.6257580248506556,0.5829327408366112,0.6681584822491112,0.4741291259581476,0.39604945347860226,0.5470688275495452,0.6857928219909764,0.6333782118275995,0.7323622487300873,0.49500432727966476,0.45003857454731716,0.5334873359077009
tabular_rdkit2d__xgboost,MA,0.8640536280845661,0.8122393995142073,0.9136596684448197,0.6462972745458444,0.614455544806952,0.6799517914027471,0.1981282675426107,0.1494945050439129,0.24803329705541521,0.4260108950322566,0.37472943525367053,0.4717799037185937,0.30123826134803616,0.26492781190163,0.33416584009716654
