n_components,explained_variance_ratio,cumulative_explained_variance
573,2.5917281070182964e-06,0.9997958501747536
574,2.55455219359283e-06,0.9997984047269471
575,2.5316509185625598e-06,0.9998009363778657
576,2.498526020910649e-06,0.9998034349038866
577,2.4535675162207186e-06,0.9998058884714028
578,2.435981622601429e-06,0.9998083244530255
579,2.392516224155288e-06,0.9998107169692496
580,2.368386894265852e-06,0.9998130853561439
581,2.3476126489692694e-06,0.9998154329687928
582,2.291621576488081e-06,0.9998177245903693
583,2.260097116916357e-06,0.9998199846874862
584,2.2499496458898634e-06,0.9998222346371322
585,2.2219036064668897e-06,0.9998244565407386
586,2.189046761462702e-06,0.9998266455875
587,2.1751882157059635e-06,0.9998288207757157
588,2.1515214922218194e-06,0.9998309722972079
589,2.1159499408188334e-06,0.9998330882471487
590,2.1045383421379506e-06,0.9998351927854908
591,2.0828446606189465e-06,0.9998372756301515
592,2.0571446344186063e-06,0.9998393327747859
593,2.0357105819544075e-06,0.9998413684853679
594,1.9921638902967748e-06,0.9998433606492582
595,1.9836364303215093e-06,0.9998453442856885
596,1.967866172771727e-06,0.9998473121518613
597,1.9321509273250373e-06,0.9998492443027887
598,1.9033469994433059e-06,0.9998511476497881
599,1.900375757204647e-06,0.9998530480255453
600,1.8701879440719834e-06,0.9998549182134894
601,1.843703177412051e-06,0.9998567619166668
602,1.8109766717708037e-06,0.9998585728933386
603,1.79939641388415e-06,0.9998603722897524
604,1.7704380567307713e-06,0.9998621427278092
605,1.7620725946579118e-06,0.9998639048004038
606,1.7312468022455034e-06,0.999865636047206
607,1.7121576514172676e-06,0.9998673482048575
608,1.7030637663323273e-06,0.9998690512686238
609,1.6661598661019628e-06,0.9998707174284899
610,1.651810204580095e-06,0.9998723692386945
611,1.644384148577124e-06,0.9998740136228431
612,1.6166565009675207e-06,0.9998756302793441
613,1.606496399057221e-06,0.9998772367757431
614,1.5864184837632065e-06,0.9998788231942269
615,1.5564246903132802e-06,0.9998803796189173
616,1.541690243974173e-06,0.9998819213091613
617,1.5099641000338847e-06,0.9998834312732614
618,1.5000370865240458e-06,0.999884931310348
619,1.491761488094598e-06,0.9998864230718361
620,1.4446598745863512e-06,0.9998878677317107
621,1.4373228130882933e-06,0.9998893050545238
622,1.424614590861987e-06,0.9998907296691146
623,1.4078368502901818e-06,0.999892137505965
624,1.39704102961499e-06,0.9998935345469946
625,1.382805570961819e-06,0.9998949173525655
626,1.3521073995320805e-06,0.999896269459965
627,1.3350721207433108e-06,0.9998976045320858
628,1.3264436052020258e-06,0.9998989309756909
629,1.309493239966461e-06,0.9999002404689309
630,1.295131803077387e-06,0.9999015356007339
631,1.2648271458611753e-06,0.9999028004278798
632,1.2518940948879252e-06,0.9999040523219747
633,1.2387803732116256e-06,0.9999052911023478
634,1.2102035088810512e-06,0.9999065013058567
635,1.1934456689764654e-06,0.9999076947515256
636,1.1858834089094945e-06,0.9999088806349345
637,1.183405360515341e-06,0.999910064040295
638,1.1655820429949175e-06,0.999911229622338
639,1.1584960519947345e-06,0.99991238811839
640,1.1435468376840489e-06,0.9999135316652277
641,1.1265160245795838e-06,0.9999146581812522
642,1.1193357442405954e-06,0.9999157775169965
