isoform,10c_std,12_std,std_12_uncapped,true_std,correlation,mean_abs_diff,12_narrower_than_10c,capping_widened_spread,non_chemprop_weight_share
CYP1A2,0.8616229801850099,0.5559690383398473,0.5455207473709781,1.0304762090703399,0.8758622338634587,0.37338692712126353,True,True,0.8170731707317069
CYP2C9,0.7784046837213967,0.6389526313677796,0.5880597402756929,0.7822945488735998,0.9558877054605405,0.2297838285354723,True,True,0.6122448979591836
CYP2D6,0.6417099119732901,0.36527147993964304,0.35793159608154124,0.9160961500266338,0.8373822177915465,0.32090747227672006,True,True,0.8999999999999999
CYP3A4,1.019663022259362,0.8486946351787285,0.8282029009255418,1.0932193183824241,0.9466440521760267,0.3761643236311787,True,True,0.7428571428571427
