isoform,n_uncapped,k_capped,ST-RAE_uncapped,ST-RAE_capped,std_true,std_uncapped,std_capped,spread_ratio_uncapped,spread_ratio_capped,compression_reduced,ST-RAE_improved
CYP1A2,10,6,0.7972680447238488,0.7952384379692571,1.0304762090703399,0.42354994687252767,0.4391132622089877,0.41102350849481506,0.4261265406652528,True,True
CYP2C9,9,3,0.6302939371041022,0.6169186417646875,0.7822945488735998,0.4150660123792168,0.46289376668540533,0.5305751049612408,0.5917128878782433,True,True
CYP2D6,11,8,0.8864295770682294,0.8861533359089638,0.9160961500266338,0.2816628510097227,0.2885298155078683,0.30745992219433943,0.3149558215035396,True,True
CYP3A4,9,5,0.4992361424616385,0.4963811088785389,1.0932193183824241,0.7352321537182838,0.7515200006531723,0.6725385669237587,0.6874375415951802,True,True
