isoform,baseline_min,baseline_max,aid_min,aid_max,complete_separation
CYP1A2,0.7883875412504711,0.8158698069483468,0.6995451556132803,0.7665887286848319,True
CYP2C9,0.7000456897061654,0.731189831895177,0.6037060277663553,0.7477828333869905,False
CYP2D6,0.8983340048367363,1.023453668786002,0.890180611535857,0.9373376623913574,False
CYP3A4,0.49103534655860465,0.5535900639637115,0.48389555493150743,0.5827673595613517,False
