lever,config,metric,before_mean,after_mean,delta_mean,shapiro_p,branch,test,p_value,significant
tuning,chemeleon__rf,ST-RAE,0.9020733984933608,0.8967697724320937,-0.00530362606126697,0.20023374522720652,parametric,paired t-test,0.013492684117791726,True
tuning,chemeleon__rf,R2,0.13580504882976568,0.13996134688607664,0.004156298056310955,0.5642549676755837,parametric,paired t-test,0.03583558067095871,True
tuning,chemeleon__lightgbm,ST-RAE,0.9301946778189105,0.9263986738425979,-0.0037960039763126163,0.496202222581069,parametric,paired t-test,0.3946736057266566,False
tuning,chemeleon__lightgbm,R2,0.10603190585110805,0.11029273565863427,0.004260829807526209,0.012384142765598185,nonparametric,Wilcoxon signed-rank,0.18172985315322876,False
