CLD,config,ST-RAE,MAE,R2,Spearman_R,Kendall_Tau
a,chemprop_chemeleoninit,0.7742783552035393,0.5781699910394513,0.31741790212015575,0.573701389727655,0.41311640851460474
b,chemprop_randominit,0.8384615681308564,0.6136218981545225,0.23288093510061236,0.5342663288367261,0.38113807118340826
c,naive_mean,1.003999452468257,0.7181609409743116,-0.006840500369380015,0.0,0.0
