config,repeat,fold,bootstrap_seed,CYP1A2_ST-RAE,CYP1A2_MAE,CYP1A2_R2,CYP1A2_Spearman_R,CYP1A2_Kendall_Tau,CYP2C9_ST-RAE,CYP2C9_MAE,CYP2C9_R2,CYP2C9_Spearman_R,CYP2C9_Kendall_Tau,CYP2D6_ST-RAE,CYP2D6_MAE,CYP2D6_R2,CYP2D6_Spearman_R,CYP2D6_Kendall_Tau,CYP3A4_ST-RAE,CYP3A4_MAE,CYP3A4_R2,CYP3A4_Spearman_R,CYP3A4_Kendall_Tau,MA_ST-RAE,MA_MAE,MA_R2,MA_Spearman_R,MA_Kendall_Tau
chemeleon__lightgbm,2,0,2740186692,0.8976783551516717,0.6979176284884704,0.13744880753413383,0.4303415849806529,0.29775841140485687,0.8624798394789543,0.5048140836533203,0.16368748837476177,0.4319035386534533,0.29922964776853667,0.9647791152367835,0.5794286265192765,0.08856760116735972,0.3425987409554675,0.23519518411657642,0.6043058855062539,0.6074692517506203,0.5081810551951862,0.7144793716459936,0.5234442759361952,0.8323107988434157,0.5974073976029218,0.22447123806786037,0.4798308090588918,0.3389068798065413
chemeleon__lightgbm,2,1,3884972972,0.8536498107314207,0.6378823651352089,0.2176713030164588,0.48281721256129234,0.33273145978657676,0.755840692955058,0.5278904389665032,0.2827485818480902,0.5225165472837524,0.37152886628206866,0.9166996651970792,0.629327604851042,0.12661303872544508,0.3760151373794588,0.25490790540414676,0.586255401705965,0.6033620621659556,0.501511781325261,0.7077423268982077,0.513835148534455,0.7781113926473807,0.5996156177796774,0.28213617622881376,0.5222728060306777,0.3682508450018118
chemeleon__lightgbm,2,2,829139639,0.8762630082127629,0.6878655791986908,0.18666784871569814,0.45670327691222945,0.3189466834456597,0.7653003468495693,0.49890332437245843,0.26753456265125364,0.5309948588541087,0.3742189288623351,0.9541089126369581,0.6446306968530381,0.10620414007835974,0.3513606758917411,0.23909269619956347,0.6265984919682579,0.6082267831315201,0.4940984153861716,0.6971960840921262,0.5062367355162682,0.8055676899168871,0.6099065958889268,0.2636262417078708,0.5090637239375514,0.3596237610059566
chemeleon__lightgbm,2,3,2545567356,0.955703385428377,0.6899062351524605,0.12457563327869062,0.4187402611974843,0.290298208839465,0.7698858305375499,0.49337222044254936,0.28075562559738987,0.5195738499896811,0.3674018218091603,0.9474464402444537,0.6092877185853215,0.127539139011185,0.3767951995719384,0.25332653233198915,0.6157698756537459,0.5981825783633926,0.4689623139012104,0.6618934686428417,0.4853314081683354,0.8222013829660316,0.597687188135931,0.250458177947119,0.49425069485048634,0.3490894927872375
chemeleon__lightgbm,2,4,2718398101,0.8360487417149645,0.7256236523573445,0.18329870988508687,0.4362575174981382,0.30392102734025317,0.74050936418474,0.522796170814318,0.2929345240365091,0.5191664006453562,0.36366193493920534,0.9696181585161088,0.5795838276302046,0.049241541486025726,0.28460947285592886,0.19399015343290607,0.5730059759480134,0.6034512507020071,0.5109927032214578,0.7109380990232775,0.5193395782857922,0.7797955600909566,0.6078637253759684,0.2591168696572699,0.4877428725056752,0.3452281734995392
chemeleon__lightgbm,3,0,176092387,0.8452660219791558,0.6565217213115364,0.19173591785916685,0.4660568702978468,0.3283660474428422,0.881190653079275,0.5676252746474011,0.15757483003477327,0.45196807925761007,0.3191756716648685,0.9443869374666549,0.6233985534011128,0.12087245979308055,0.3017381240136367,0.2013438676392321,0.5906143775389716,0.6103668180836169,0.5024275884312952,0.7083714719370463,0.5142767246899603,0.8153644975160144,0.6144780918609168,0.24315269902957898,0.48203363637653496,0.34079057785922584
chemeleon__lightgbm,3,1,3528048386,0.9430953908214254,0.7226498855056521,0.11655516368065771,0.34475158217501234,0.23958234481251,0.715451383336316,0.47828319011286835,0.28922531779184796,0.5204726091339864,0.3656949980216151,0.9418370505221368,0.6314539731153948,0.10042783027264707,0.37316175330623796,0.2520478670084412,0.6551837839180733,0.5959977864160504,0.5212174691818449,0.7168994394165766,0.5260938140886211,0.8138919021494878,0.6070962087874914,0.2568564452317494,0.48882134600795335,0.34585475598279686
chemeleon__lightgbm,3,2,569531098,0.987199151158425,0.7151920277265816,0.11581311529555594,0.39429969164322687,0.2683516847362287,0.9371412355005863,0.566421994625336,0.12974736707985002,0.3794110176681727,0.2592432381394592,0.9407517759173977,0.6026914591927642,0.08562598498260156,0.3074731922788552,0.21026951855864556,0.5541450297863912,0.5942211632293244,0.5105916484832407,0.7157364217946616,0.5233625615956699,0.8548092980907,0.6196316611935015,0.21044452896031204,0.4492300808462291,0.3153067507575008
chemeleon__lightgbm,3,3,1337295874,0.9337773461396921,0.7146018327289831,0.15696967278931312,0.4142385805611012,0.2865366499282376,0.8130508762343877,0.5177976038831572,0.23913510884335437,0.48756049140669655,0.3379590683818763,1.00916705922395,0.585009486122925,0.11566332375476722,0.3729931901638807,0.2571409034270307,0.6651502121212358,0.6471747094192681,0.439884226744676,0.6592669528329765,0.4769507690652643,0.8552863734298163,0.6161459080385834,0.23791308303302766,0.48351480374116373,0.3396468477006022
chemeleon__lightgbm,3,4,612016888,0.8587760792066425,0.6880010451709482,0.16318832440310144,0.42343932947113094,0.29021266165089343,0.7831383886755992,0.5239127315280869,0.268619520307469,0.5042874630713566,0.3512792855967292,0.8958257526734004,0.5946350937696696,0.14981705236604392,0.40359554957765037,0.27956369955312593,0.6377538554684187,0.6453164595774478,0.4167187779436892,0.6412760441713974,0.4625285502486939,0.7938735190060151,0.6129663325115381,0.24958591875507588,0.4931495965728839,0.3458960492623606
chemeleon__lightgbm,4,0,232150720,0.8904094974656995,0.7271538705888585,0.18884736009716152,0.44416264702781044,0.30899353539539526,0.7441363286271083,0.5691264314437302,0.27674556490970487,0.545931227414205,0.38365397084635416,0.9283572251322701,0.5886387326821921,0.13057100922657935,0.34097387671305623,0.23559431880803794,0.6374245262250626,0.6322521856842179,0.4538065464401874,0.655132648953347,0.47314622533879247,0.8000818943625351,0.6292928050997497,0.2624926201684083,0.4965501000271047,0.35034701259714496
chemeleon__lightgbm,4,1,2324106676,0.9190740416252878,0.7390713170375297,0.11695533362199986,0.35259061111401035,0.24039935635769383,0.7166514956301782,0.4948470809455464,0.32154371292544526,0.5600128888581674,0.39439257226233093,0.979678880478663,0.6078623999120275,0.10053799999552408,0.29201926865753797,0.20010290559447344,0.627103301610315,0.6161558311887927,0.483192954109989,0.6805012285688978,0.4976474058519273,0.810626929836111,0.6144841572709742,0.2555575001632395,0.4712809992996534,0.3331355600166064
chemeleon__lightgbm,4,2,1658700540,0.8770718253479727,0.6643793206498249,0.14751890185034433,0.4016108245594771,0.27337824236472297,0.8336999224042838,0.43846359981985916,0.22054878802184685,0.46023738267904124,0.3252376283233173,0.9451676716475769,0.6346433648724508,0.1125969360451846,0.3701431020403712,0.253759668583199,0.5914094996914367,0.5626381395256018,0.5156948204923081,0.720521109915592,0.5307373954071294,0.8118372297728175,0.5750311062169342,0.24908986160242094,0.48812810479862045,0.34577823366959215
chemeleon__lightgbm,4,3,609942288,0.9150203441270236,0.6958791348550849,0.21834820909380379,0.4279962643187586,0.2942594875124365,0.8318804661879233,0.5282141912312982,0.1937346705647083,0.4399845890147476,0.3094267235672059,0.9022475284608491,0.5415220835087298,0.13902928598170586,0.40443414962532376,0.27526860466201947,0.6590409640250705,0.6443801998371013,0.4410143657301057,0.6469879475206722,0.46578755937690924,0.8270473257002166,0.6024989023580536,0.24803163284258092,0.4798507376198755,0.3361855937796428
chemeleon__lightgbm,4,4,3405943863,0.921598529381749,0.6544902735207764,0.17221023372192032,0.41261047066898765,0.28317960445286794,0.8667803074106798,0.5520775040347692,0.1790214550839864,0.45047094476021776,0.3171484110104512,0.9635363234542498,0.6410807350538652,0.0891642366476358,0.2995901613983621,0.2004040474153512,0.5977565206189914,0.6263468111274645,0.4915496665127606,0.7079891961325404,0.5116605489666762,0.8374179202164176,0.6184988309342188,0.23298639799157578,0.46766519324002703,0.32809815296133665
