repeat,fold,arm,seed,Endpoint,ST-RAE,MAE,R2,Spearman_R,Kendall_Tau
3,3,baseline,1337295874,CYP1A2_pIC50_direct_inhibition,0.8641183661969529,0.6795199116310761,0.2075737616232422,0.5187457322359125,0.3642308589756247
3,3,baseline,1337295874,CYP2C9_pIC50_direct_inhibition,0.6981301336247447,0.4664209017723248,0.3898393069638303,0.6101735197914084,0.4419290910885459
3,3,baseline,1337295874,CYP2D6_pIC50_direct_inhibition,0.9635039293430612,0.5617005551943498,0.1265600790407119,0.4204372162282946,0.2846547305914488
3,3,baseline,1337295874,CYP3A4_pIC50_direct_inhibition,0.5242087137930581,0.5450712539766867,0.5674241327890733,0.7587168386854551,0.5692421346553196
3,3,baseline,1337295874,MA,0.7624902857394543,0.5631781556436093,0.3228493201042144,0.5770183267352677,0.4150142038277348
3,4,aid,612016888,CYP1A2_pIC50_direct_inhibition,0.7589860812447216,0.6330430954305926,0.3313784115652603,0.5976810933193917,0.4246637352286468
3,4,aid,612016888,CYP2C9_pIC50_direct_inhibition,0.5568219659784278,0.4344175814880504,0.4870961924465002,0.6512429592641823,0.4800947953534801
3,4,aid,612016888,CYP2D6_pIC50_direct_inhibition,0.9082750270610764,0.5988143448404022,0.2340054712563773,0.4996898963790199,0.3504489459270931
3,4,aid,612016888,CYP3A4_pIC50_direct_inhibition,0.5300755366424157,0.5530862112395295,0.5504386161595971,0.7400363232918863,0.5544291861025644
3,4,aid,612016888,MA,0.6885396527316603,0.5548403082496436,0.4007296728569337,0.6221625680636201,0.4524091656529461
3,4,baseline,612016888,CYP1A2_pIC50_direct_inhibition,0.8425844701240708,0.6785963907916474,0.2324439294070219,0.5044894964825548,0.3512236335652224
3,4,baseline,612016888,CYP2C9_pIC50_direct_inhibition,0.6654214760946692,0.4658301322109496,0.3857943974842721,0.6207919653001881,0.4527832115442875
3,4,baseline,612016888,CYP2D6_pIC50_direct_inhibition,0.9832306526347788,0.636341196985663,0.1501685985199027,0.4318725062827769,0.2976212144544947
3,4,baseline,612016888,CYP3A4_pIC50_direct_inhibition,0.5409085025332117,0.5654629069295694,0.5391786596408172,0.7362246454773045,0.5496584227333896
3,4,baseline,612016888,MA,0.7580362753466826,0.5865576567294574,0.3268963962630035,0.5733446533857062,0.4128216205743485
4,0,aid,232150720,CYP1A2_pIC50_direct_inhibition,0.8571270979328587,0.6894167856741167,0.3070660296889458,0.5890020157324243,0.4192558540817349
4,0,aid,232150720,CYP2C9_pIC50_direct_inhibition,0.6065366379096857,0.4840364910699021,0.4568772919099397,0.6817443993566473,0.4941861704171192
4,0,aid,232150720,CYP2D6_pIC50_direct_inhibition,0.9958603313913952,0.6140384852802959,0.172874439690859,0.4684158786439283,0.324370341124116
4,0,aid,232150720,CYP3A4_pIC50_direct_inhibition,0.4999889643492071,0.5331381025771204,0.5905812629821092,0.7776782166939807,0.5870487431486908
4,0,aid,232150720,MA,0.7398782578957867,0.5801574661503588,0.3818497560679635,0.6292101276067452,0.4562152771929152
4,0,baseline,232150720,CYP1A2_pIC50_direct_inhibition,0.8700913933907533,0.7143792078217915,0.2415176049601352,0.523343389320199,0.3634472839375784
4,0,baseline,232150720,CYP2C9_pIC50_direct_inhibition,0.6160912011888535,0.5052163342664245,0.3847863186657078,0.6741538393623515,0.4883435348785534
4,0,baseline,232150720,CYP2D6_pIC50_direct_inhibition,1.04533239318875,0.6372801343428538,0.0747999045467063,0.3351057543038399,0.2270649875621963
4,0,baseline,232150720,CYP3A4_pIC50_direct_inhibition,0.5069078132126144,0.5553255272905852,0.5485852163559469,0.7590767205038884,0.5711850665163863
4,0,baseline,232150720,MA,0.7596057002452428,0.6030503009304138,0.3124222611321241,0.5729199258725697,0.4125102182236786
4,1,aid,2324106676,CYP1A2_pIC50_direct_inhibition,0.8753393583460981,0.6958869944219305,0.2178290007232412,0.4723044223972222,0.3384905858335963
4,1,aid,2324106676,CYP2C9_pIC50_direct_inhibition,0.5886718389212195,0.4299297292351679,0.4830723148831123,0.6632296611237427,0.4849861987408803
4,1,aid,2324106676,CYP2D6_pIC50_direct_inhibition,1.0200063536535902,0.6233633933243422,0.143112425073536,0.4070079861503002,0.2846616505112139
4,1,aid,2324106676,CYP3A4_pIC50_direct_inhibition,0.5087901840363028,0.5361886009382227,0.6097863779058497,0.7781449514540799,0.5886124612084191
4,1,aid,2324106676,MA,0.7482019337393028,0.5713421794799158,0.3634500296464348,0.5801717552813362,0.4241877240735274
4,1,baseline,2324106676,CYP1A2_pIC50_direct_inhibition,0.8972936519306629,0.7100196953830232,0.0446364885472235,0.4199546651558874,0.2988586232878742
4,1,baseline,2324106676,CYP2C9_pIC50_direct_inhibition,0.5833017918528272,0.4287832024731068,0.4666767387484267,0.6676248318903558,0.4886067877807603
4,1,baseline,2324106676,CYP2D6_pIC50_direct_inhibition,1.0320048652951253,0.6219288033614784,0.1324472511943373,0.4097350128563574,0.2858581559506271
4,1,baseline,2324106676,CYP3A4_pIC50_direct_inhibition,0.613533412416559,0.573850018730784,0.5364152374554666,0.7351529908332458,0.5524343693707898
4,1,baseline,2324106676,MA,0.7815334303737935,0.583645429987098,0.2950439289863635,0.5581168751839616,0.4064394840975128
4,2,aid,1658700540,CYP1A2_pIC50_direct_inhibition,0.7779425801327939,0.6143551480227815,0.3316253412021858,0.5753419341382795,0.4066444328565929
4,2,aid,1658700540,CYP2C9_pIC50_direct_inhibition,0.838992879970484,0.4186503099856681,0.2988497377357771,0.5954866777668371,0.4287935064209311
4,2,aid,1658700540,CYP2D6_pIC50_direct_inhibition,0.9392472433727472,0.626965519666729,0.1754251443746446,0.4701939182743592,0.3264421408950356
4,2,aid,1658700540,CYP3A4_pIC50_direct_inhibition,0.5536640489123824,0.5188779566604329,0.6091399464966559,0.7770910467443766,0.5838909980006782
4,2,aid,1658700540,MA,0.7774616880971018,0.5447122335839029,0.3537600424523158,0.604528394230963,0.4364427695433094
4,2,baseline,1658700540,CYP1A2_pIC50_direct_inhibition,0.7856681090753247,0.6103363772093964,0.3171471088558707,0.5690238141786289,0.4004586289300126
4,2,baseline,1658700540,CYP2C9_pIC50_direct_inhibition,0.842554513560111,0.4103610215657101,0.3228800232746996,0.6008301645510741,0.4341478328290735
4,2,baseline,1658700540,CYP2D6_pIC50_direct_inhibition,0.92386281120558,0.6217966582989284,0.1723165523290561,0.4790062503868112,0.330747771689737
4,2,baseline,1658700540,CYP3A4_pIC50_direct_inhibition,0.5840881247165166,0.5259852807378308,0.5723303302464305,0.7589674030426332,0.5693029644329588
4,2,baseline,1658700540,MA,0.7840433896393831,0.5421198344529664,0.3461685036765142,0.6019569080397869,0.4336642994704455
4,3,aid,609942288,CYP1A2_pIC50_direct_inhibition,0.7660252666269578,0.6200512630415017,0.3212814938423426,0.5721494944620327,0.4046156257013792
4,3,aid,609942288,CYP2C9_pIC50_direct_inhibition,0.6731120942908626,0.4660843072965472,0.416459335553188,0.6396386861819805,0.4645052122221361
4,3,aid,609942288,CYP2D6_pIC50_direct_inhibition,0.8515857727666365,0.5204512442715141,0.2153776880639325,0.5461456085016655,0.3735441171526277
4,3,aid,609942288,CYP3A4_pIC50_direct_inhibition,0.5337963704552341,0.5284995237969383,0.5986531413239994,0.7732930369703519,0.583314654661057
4,3,aid,609942288,MA,0.7061298760349227,0.5337715846016253,0.3879429146958656,0.6328067065290075,0.4564949024343
4,3,baseline,609942288,CYP1A2_pIC50_direct_inhibition,0.8343385751021194,0.6603177002051672,0.2095426004775428,0.509452999898647,0.3579279709087414
4,3,baseline,609942288,CYP2C9_pIC50_direct_inhibition,0.7126221127414942,0.4876196898493773,0.3170495414370807,0.559906470195341,0.3989944784387485
4,3,baseline,609942288,CYP2D6_pIC50_direct_inhibition,1.006266494715846,0.5757939782139823,0.1521735941336595,0.4880920782710221,0.3363841123748329
4,3,baseline,609942288,CYP3A4_pIC50_direct_inhibition,0.5232888473438843,0.553936267148326,0.5520513075884579,0.7527688130636253,0.5632236451145598
4,3,baseline,609942288,MA,0.7691290074758359,0.5694169088542133,0.3077042609091852,0.5775550903571589,0.4141325517092206
4,4,aid,3405943863,CYP1A2_pIC50_direct_inhibition,0.7814978163432396,0.5781809946044264,0.32855105228081727,0.5527939539530099,0.38918629205831884
4,4,aid,3405943863,CYP2C9_pIC50_direct_inhibition,0.7535412249730504,0.49335094522062184,0.3893900148090694,0.5999806165040265,0.4319205742642826
4,4,aid,3405943863,CYP2D6_pIC50_direct_inhibition,0.9270564163691435,0.6245862962314136,0.13897404971787425,0.42040354858937656,0.29304559963861904
4,4,aid,3405943863,CYP3A4_pIC50_direct_inhibition,0.5638206717050278,0.5604241966317273,0.5836583259710842,0.780530104023292,0.5827943753350819
4,4,aid,3405943863,MA,0.7564790323476153,0.5641356081720472,0.3601433606947113,0.5884270557674263,0.4242367103240756
4,4,baseline,3405943863,CYP1A2_pIC50_direct_inhibition,0.9321713658176712,0.6473766558347209,0.2109546487258211,0.4851619553693714,0.3378548333851515
4,4,baseline,3405943863,CYP2C9_pIC50_direct_inhibition,0.7585818729697272,0.5043799895346,0.3484479232825437,0.5826825978778319,0.4211284251218764
4,4,baseline,3405943863,CYP2D6_pIC50_direct_inhibition,0.9926253430572154,0.6566282545994406,0.1012547151719032,0.3301380663115431,0.2268448028911059
4,4,baseline,3405943863,CYP3A4_pIC50_direct_inhibition,0.5676830029011213,0.5744767402236344,0.558902440730089,0.7683071718321752,0.5674522045639757
4,4,baseline,3405943863,MA,0.8127653961864338,0.595715410048099,0.3048899319775893,0.5415724478477305,0.3883200664905274
