repeat,fold,arm,seed,Endpoint,ST-RAE,MAE,R2,Spearman_R,Kendall_Tau
3,2,baseline,569531098,CYP1A2_pIC50_direct_inhibition,0.9545045252627168,0.6866462928134879,0.1825439419471079,0.4918956433379819,0.3410559042153405
3,2,baseline,569531098,CYP2C9_pIC50_direct_inhibition,0.7825175437016803,0.5029015811058611,0.3048057037709207,0.5563762043335428,0.3955482840612772
3,2,baseline,569531098,CYP2D6_pIC50_direct_inhibition,0.9592795223103836,0.6050037135711122,0.1179839216565749,0.4250962132019133,0.2915947835063153
3,2,baseline,569531098,CYP3A4_pIC50_direct_inhibition,0.5319875828759203,0.55434151095055,0.548549630097711,0.7575430255723155,0.5686537140045583
3,2,baseline,569531098,MA,0.8070722935376753,0.5872232746102528,0.2884707993680786,0.5577277716114384,0.3992131714468728
3,3,aid,1337295874,CYP1A2_pIC50_direct_inhibition,0.8572166623774676,0.668090850393663,0.2896608565259801,0.5622184769724164,0.3966458986919773
3,3,aid,1337295874,CYP2C9_pIC50_direct_inhibition,0.6748122126187297,0.4561081321136835,0.4154656735267364,0.6383949461655424,0.4629072050624255
3,3,aid,1337295874,CYP2D6_pIC50_direct_inhibition,1.0263008794274333,0.5852093904532277,0.0929550145637033,0.392343535811005,0.2692363398687247
3,3,aid,1337295874,CYP3A4_pIC50_direct_inhibition,0.5373982398424338,0.5592863787367278,0.565568569045329,0.7550201983848877,0.5624531565709083
3,3,aid,1337295874,MA,0.7739319985665161,0.5671736879243255,0.3409125284154372,0.5869942893334629,0.422810650048509
