config,repeat,fold,bootstrap_seed,CYP1A2_ST-RAE,CYP1A2_MAE,CYP1A2_R2,CYP1A2_Spearman_R,CYP1A2_Kendall_Tau,CYP3A4_ST-RAE,CYP3A4_MAE,CYP3A4_R2,CYP3A4_Spearman_R,CYP3A4_Kendall_Tau
ecfp4_narrow__rf,4,2,1658700540,0.8407752029609366,0.659206666612641,0.15533865484768952,0.41852307134027883,0.29778615956366944,0.5909072953899719,0.559930810677305,0.5132953805869004,0.7223876346981261,0.5353348812986112
ecfp4_narrow__rf,4,3,609942288,0.8397896988073414,0.6669046750217524,0.25939398305228395,0.5110813851926506,0.35842490375543185,0.5566907052468654,0.6192920267746758,0.513952678579807,0.7300474175071682,0.532224156106493
ecfp4_narrow__rf,4,4,3405943863,0.84859317818684,0.7322387769200479,0.18860811214361237,0.44788609494244225,0.3118978577665923,0.6599355624666743,0.6576722325319542,0.42804526880429516,0.664875254440977,0.4781617931636833
mordred_pca__lightgbm,0,0,2684470948,1.0044629652085788,0.6950378673217524,0.0632264893339535,0.25858330302229343,0.17534476445235603,0.720256896507923,0.7204168303403862,0.36135441640028354,0.588463538130332,0.4144862072288913
mordred_pca__lightgbm,0,1,4091952314,0.8298744015596267,0.6929671552259689,0.1561266346407337,0.4121270679827607,0.28624040228814,0.6253866679065149,0.6107518832790073,0.44806921524126847,0.6744564096215221,0.4892113318331664
mordred_pca__lightgbm,0,2,233227757,0.9945807597330956,0.738809186832727,0.08606277507672276,0.29927270532292954,0.20099706086241417,0.7508860815686714,0.6748878406255691,0.34383121706316744,0.5684227793562054,0.4008577724000636
mordred_pca__lightgbm,0,3,3276785861,1.0699411133985144,0.7213335925096762,0.06585183862988538,0.2893266545080113,0.19671072020175048,0.7568363565450827,0.7247663265648281,0.31923995061988536,0.5755659943085506,0.4060936896790711
mordred_pca__lightgbm,0,4,3644269654,0.8903884757076355,0.7531212717074984,0.1340367156220895,0.41110009348482685,0.28452209514564386,0.7130678405297938,0.7099948831492999,0.3731351994292872,0.5943258197866385,0.4195596389115889
mordred_pca__lightgbm,1,0,1206282609,0.9156606254578871,0.7372551320997602,0.1429436676717744,0.4029496769726689,0.27799831622500104,0.7499933707192862,0.6700801661403301,0.3677945475784059,0.5913891035604896,0.4186534274097329
mordred_pca__lightgbm,1,1,3543069911,0.9539587389727449,0.7865832630251027,0.1071981034865663,0.31741777246656216,0.21726068481288288,0.6890479205433431,0.7182848774063835,0.38844039449728507,0.62149144370184,0.44430840929374843
mordred_pca__lightgbm,1,2,3479688010,0.9925965647360648,0.6790426711603346,0.026751458322556553,0.2632428719631159,0.18328232505878228,0.749701818937304,0.6941766997948519,0.37811066435695745,0.6123472219409245,0.4327705565793428
mordred_pca__lightgbm,1,3,877132087,0.9056067805175746,0.6776708849670704,0.12989430460374068,0.36252759601700596,0.24364844540330002,0.7297392644549023,0.6472841507203495,0.3543924329675552,0.5980121746334088,0.4222079087060982
mordred_pca__lightgbm,1,4,1244265337,0.9703855435517156,0.7080552765455475,0.10399706694414526,0.34112265724112517,0.23353417216933078,0.6713632962834427,0.6966996623232826,0.36796325831822213,0.6161884100743219,0.43814783376354627
mordred_pca__lightgbm,2,0,2740186692,0.9110299787977191,0.6689393316304092,0.15136254231878637,0.3846202280117164,0.26199935646773503,0.6894138971082266,0.6505126146464868,0.3903095842665789,0.6155927714842442,0.4402667607095266
mordred_pca__lightgbm,2,1,3884972972,0.8862506996940092,0.7385256879773568,0.07429331641561261,0.30410220935865995,0.2089022705919396,0.7093487986165317,0.7002296339136235,0.3707881786239985,0.6041765541140692,0.43013312365879086
mordred_pca__lightgbm,2,2,829139639,0.9815250153826497,0.7217096854670269,0.09647638601997521,0.29253188672821767,0.2006096210841721,0.7538597914275833,0.6699840567284914,0.3266168778786682,0.5621412311671766,0.3948154829111816
mordred_pca__lightgbm,2,3,2545567356,0.9830045677762995,0.7064541361871503,0.11329083572512935,0.38432105756503776,0.2655627518059797,0.6754843296205383,0.7086122197525233,0.38938797733671676,0.6458732378083017,0.4657030278043448
mordred_pca__lightgbm,2,4,2718398101,0.9116981956281142,0.7398316294775918,0.1300522252848611,0.34617231408972454,0.23643929427703367,0.7427152970885783,0.6771362247977644,0.37157689162060165,0.603893344510254,0.42989045668108866
mordred_pca__lightgbm,3,0,176092387,0.8754850145078296,0.7107482744695354,0.13900961659237956,0.3989616180440702,0.2751422760072032,0.7880015403566879,0.6874327161914051,0.2991975363873409,0.5305925283514481,0.36997849305099767
mordred_pca__lightgbm,3,1,3528048386,0.9358630500406364,0.7407771249833148,0.11242810878709622,0.365528109460137,0.24911637200243048,0.6881416250179349,0.6499622097503761,0.4026829788559859,0.632031594399152,0.4541780364032122
mordred_pca__lightgbm,3,2,569531098,0.9104652637956818,0.650048362480808,0.13721114968355508,0.3992257346976476,0.27272685132146374,0.6895025340012242,0.7061406138535811,0.38369593793179574,0.618245135400346,0.440699776599161
mordred_pca__lightgbm,3,3,1337295874,0.9624699444486376,0.7476555401325867,0.048998604734152955,0.28295112583964593,0.1920108651862406,0.6792644463738122,0.7092515249476712,0.3627202088028413,0.6014760015905559,0.4273248575121168
mordred_pca__lightgbm,3,4,612016888,0.9017629513817663,0.6865203182693834,0.18786935558978923,0.42713663004851804,0.2919899150263655,0.7582122861946144,0.6848274730022297,0.3705491543327442,0.6104953737530409,0.4325741902698214
mordred_pca__lightgbm,4,0,232150720,0.9773270417401991,0.6901321173283337,0.07029036471450018,0.315098863350366,0.21527354891991798,0.7627806863607551,0.6574248524747085,0.35909958202172215,0.5709120000415263,0.4110745730476986
mordred_pca__lightgbm,4,1,2324106676,0.9837427012823994,0.7182069660103504,0.1037776775473903,0.3065132697620156,0.20778652529557812,0.6894576404896471,0.6644991659041252,0.3882955309943899,0.6134324606035613,0.434534995796187
mordred_pca__lightgbm,4,2,1658700540,0.9093983749184095,0.7008320885874872,0.11172900581465632,0.3318450971397515,0.2344835581863133,0.7124959407107344,0.6572417359643805,0.35529440705791554,0.5884084316957752,0.4225737151395459
mordred_pca__lightgbm,4,3,609942288,0.9195803794595517,0.7081663364008602,0.12019815897463676,0.411522476297744,0.2805105876159052,0.6736437428562122,0.7146046228534398,0.3944604441332103,0.6337464667743138,0.4496798692381902
mordred_pca__lightgbm,4,4,3405943863,0.9362247363729541,0.7804531688248735,0.08421868511408873,0.25796736350642835,0.17444897621184954,0.7580359016500712,0.7421402948031582,0.31741233442918665,0.5592858626884525,0.3951086770416399
